0,1,0,0,0,0,   //城番号,,,,,,
4800,1000000,1,1,222,10,0,0,0,0,,,
48,6,50,300,400,100,8,9,0,1000
44,6,100,300,400,100,5,6,0,100
54,2,300,700,800,100,3,4,0,300
43,3,300,700,800,100,3,4,0,1000
282,1,900,1,1,100,0,1,0,150
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,,
