3,-1,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
0,					//マップパターン 0～
30,900,3,50,32,1,1008,1,-1,		//1ステージ
50,1500,3,99,30,2,1008,1,-1,		//2ステージ
75,2250,3,90,4,3,1008,1,-1,		//3ステージ
80,2400,31,0,33,4,1008,1,-1,		//4ステージ
90,2700,33,0,33,5,1008,1,-1,		//5ステージ
99,2970,30,0,33,6,1008,1,-1,		//6ステージ
135,4050,31,99,33,7,1008,1,-1,		//7ステージ
150,4500,4,99,33,100,1008,1,-1,		//8ステージ

//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー
//貰える数		0
