0|0|Con Friskas, todo es posible.
0|0|La clave de tus deseos está en tu bolsillo...
0|0|Los 7 orbes te concederán lo que desees.
0|1|¡El indicador del caos está a tope!
0|1|¡El sabelotodo te guiará hacia el éxito!
0|1|¡Serás un cerebrito en Miaurvard!
0|2|¡Una misteriosa doncella desciende del cielo!
0|2|¡Los 7 dioses de la suerte se te aparecerán!
0|2|¡Pronto vendrán 100 invitados!
0|3|¡El mercado inmobiliario casi está en su apogeo!
0|3|¡Todo lo que hagas te dará beneficios!
0|3|¡Es hora de vender tus Gatos Dorados!
0|4|¡Olvídate y baila conmigo!
0|4|En esta línea temporal, no todo está perdido.
0|4|Una verdad amarga vale más que muchas mentiras dulces.
0|5|¡Busca un tesoro enterrado en tu jardín!
0|5|Gamatoto descubrirá un balneario de lujo.
0|5|Te va a tocar la lotería.
0|6|Pronto despertarán tus habilidades ocultas.
0|6|Pronto empezará tu aventura para salvar el mundo.
0|6|Tu canal ganará un millón de suscriptores.
0|7|¡Es hora de pasar a la acción!
0|7|¡La fuerza definitiva está a tu alcance!
0|7|¡Tus victorias serán decisivas!
0|8|El Gato Chamán tiene la cura para tus males.
0|8|La única cura es transformarse en cíborg.
0|8|Vas a conservar la salud... ¡o no!
0|9|¡Pronto resolverás el acertijo del amor!
0|9|La primavera traerá un nuevo idilio.
0|9|Escribe una carta de amor con zumo de limón.
1|0|¡Ten fe en el poder de los gatos!
1|0|Cómete todas las alubias que quieras, ¡sin miedo!
1|0|Reza para que el Misidiós te tenga en su gracia.
1|1|¡Pronto descubrirás lo que despierta tu motivación!
1|1|¡Tienes que comprometerte al cien por cien!
1|1|¡Recuerda lo que el Profeoso te enseñó!
1|2|Va a ser fácil para ti... Demasiado fácil...
1|2|Recuerda: la fortuna viaja en triciclo.
1|2|Correrás los cien metros lisos en nueve segundos.
1|3|Serás competitivo en un género popular.
1|3|Cometerás errores, pero saldrás triunfante.
1|3|Esas frutas felinas se venden como rosquillas ahora...
1|4|¡Lo que has perdido ya está en la base gatuna!
1|4|Algo se encuentra oculto en el almacén.
1|4|Lo que dejas de lado no tardará en volver.
1|5|Encontrarás veinte pavos en el bolsillo del abrigo.
1|5|¡No te olvides de lavar los platos!
1|5|Hay cosas más importantes que el dinero.
1|6|¿Por qué no inviertes en una segunda vivienda?
1|6|¡Tima a los timadores antes de que te lo hagan a ti!
1|6|¡Pronto conocerás gatos encantadores en tu barrio!
1|7|Todo conflicto es vacío.
1|7|Un verdadero maestro siempre conoce al enemigo.
1|7|No dependas solo de gatos megarraros, ¿vale?
1|8|Dormir bien es la mejor cura.
1|8|Algún día empezarás a sentir esos dolores.
1|8|No te olvides de tu dosis de multivitaminas.
1|9|¡Diviértete a lo loco, sin temor!
1|9|¡Siempre hay una batalla que ganar!
1|9|El tiempo cura el dolor del rechazo.
2|0|Los deseos se cumplen cuando se olvidan.
2|0|¡No te olvides de tomar apuntes!
2|0|¡Hay que ser caritativos!
2|1|¡Para hacerse rico hace falta dinero!
2|1|Intenta apuntar un poquiiito hacia la izquierda.
2|1|¡Tendrás más sabiduría que un gatomático!
2|2|La respuesta está en tus sueños.
2|2|Llegará..., pero con treinta minutos de retraso.
2|2|Mientras vigilas tu izquierda, vendrá por la derecha.
2|3|¡Pronto te darán ese ascenso!
2|3|Hay un tesoro escondido en tu armario.
2|3|¡Compra gatos especiales cuando cuesten un 50 % menos!
2|4|¡No olvides cambiar la contraseña todos los meses!
2|4|¡Contágiate del espíritu aventurero de Gamatoto!
2|4|Quizá tengas que volver a vivir con tu madre.
2|5|Tu amuleto de la suerte está justo a tu izquierda.
2|5|¡Enfréntate al futuro y avanza con valentía!
2|5|Dudar... es perder.
2|6|Un héroe local entablará amistad contigo.
2|6|No tendrás problemas en tus viajes.
2|6|¡Relájate con total seguridad!
2|7|Hazlo lo mejor que puedas, ¿vale?
2|7|¡No sucumbas a la violencia innecesaria!
2|7|Chucho siempre te querrá.
2|8|No provoques a los animales salvajes o te morderán.
2|8|Para tener la piel limpia, procura dormir lo suficiente.
2|8|¡No te olvides de la vacuna de la gripe!
2|9|Un ataque de área mayor nunca está de más.
2|9|Camina de la mano de la persona a quien quieres.
2|9|Tú di que sí. ¡Quién sabe lo que podría pasar!
3|0|Todo depende del esfuerzo.
3|0|La verdadera felicidad está en el 2D.
3|0|¡Hoy no hay mucho que decir!
3|1|La respuesta podría estar en los libros de texto viejos.
3|1|Tu obsesión con los gatos te impedirá pensar bien.
3|1|No te preocupes; Misidiós proveerá.
3|2|Prueba a esperar en la otra entrada.
3|2|La buena suerte... está en el otro hemisferio.
3|2|¡Eleva la señal y aparecerá!
3|3|Ahora no. Espera dos años.
3|3|Abre una gatobola para conocer tu destino.
3|3|Aquel gato mono pronto estará a la venta.
3|4|Encontrarás lo que buscas, pero seminuevo.
3|4|Lo que deseas está hoy en subasta.
3|4|¡Lo encontrarás en la tienda de segunda mano!
3|5|Puede que te suban el sueldo... el año que viene.
3|5|Tu «feng shui» está perfecto.
3|5|¡Más puntos te conducirán a una victoria segura!
3|6|Te meterás en un atasco de cien kilómetros.
3|6|Hallarás tu suerte en un castillo conquistado.
3|6|¡Lidera a tus gatos por el mundo!
3|7|La retirada acabará trayéndote la victoria.
3|7|¡Aprende a desplegar gatos superraros!
3|7|¡Es hora de mutar a tu forma final!
3|8|El dolor solo duele si se lo permites.
3|8|No te comas la comida del suelo.
3|8|¡No hagas ejercicio sin estiramientos!
3|9|¡Dale un poco de cariño al gato que tengas más cerca!
3|9|Haz fotos para recordar el día de hoy.
3|9|Compartir coche con amigos te traerá suerte.
4|0|Tu próximo sueño se hará realidad.
4|0|Sin comentarios...
4|0|El deseo que le pediste a un gato callejero se cumplirá.
4|1|La próxima nota de examen que te den... no será buena.
4|1|Progresarás... en la limpieza.
4|1|La escuela que elegiste primero cerrará sus puertas...
4|2|Solo te visitará el cartero.
4|2|Un guerrero misterioso te desafiará.
4|2|La visita pasó a verte... ayer.
4|3|No dejes las decisiones importantes a un gato.
4|3|Nadie quiere esa cosa ni gratis.
4|3|Gori te quitará a tus mejores clientes.
4|4|Tu tesoro será elogiado como legendario.
4|4|Lo que quieres está escondido en el nido de un monstruo.
4|4|Todo acabará cambiado por XP...
4|5|Encontrarás veinte pavos, pero perderás la cartera.
4|5|No te fíes del correo electrónico de aquel desconocido.
4|5|Un gato te robará todas las monedas.
4|6|Esas termas te darán picores.
4|6|El suvenir que compraste se romperá.
4|6|Si vas a irte, ¡hazlo hoy!
4|7|Perderás contra un Hipo.
4|7|Ten cuidado o te herirán en la rodilla con una flecha.
4|7|La Señora Cartelia destruirá tu base gatuna.
4|8|No te muerdas la lengua.
4|8|Tienes el estómago... raro...
4|8|Evita los caramelos si no quieres perder un empaste.
4|9|Solo quiere amistad contigo...
4|9|Todos tus amigos encontrarán el amor pronto.
4|9|Ten cuidado con el Gatoladrón...
5|0|La avaricia será tu perdición.
5|0|El deseo de tu rival se hará realidad.
5|0|¡Tu temor será tu mayor oportunidad!
5|1|Un Chucho se comerá tus deberes.
5|1|Te quedarás sopa empollando en el último segundo.
5|1|Te quedarás en blanco en el próximo examen.
5|2|¡Estoy justo detrás de ti!
5|2|Pronto la Señora Cartelia se cansará de esperar...
5|2|La persona a la que esperas llegará con un sombrerucho.
5|3|Tu grupo de improvisación contraerá deudas.
5|3|¡Hay un Gatoladrón en tu casa!
5|3|Los Chuchos huirán de ti...
5|4|Lo que quieres... está en el fondo del mar.
5|4|No perderás nada de lo que deseas.
5|4|Un familiar comprará lo que tú quieres.
5|5|No te compres ese jarrón sospechoso.
5|5|¡Ten cuidado con el daño crítico!
5|5|Un gato de tu barrio te saqueará la cuenta bancaria.
5|6|Te quedarás a la deriva en mitad del mar.
5|6|Viajarás a un reino antiguo.
5|6|¡No te dejes atrapar por ningún agujero de gusano!
5|7|Recibirás el doble de lo que des.
5|7|Eres el próximo objetivo del Asesinoso.
5|7|Incluso con «Continuar» vas a perder.
5|8|Mejor no decir lo que estás pensando.
5|8|Ese sarpullido extraño se te curará en tres meses.
5|8|Eso te empezará a crecer pronto.
5|9|Aquella carta de amor fue enviada por error...
5|9|Todo cobrará sentido mientras te hurgas la nariz.
5|9|Quien te gusta entenderá una parte de tus sentimientos.
