Récompense : un ticket rare !	//800_2:ランク800の達成表示
Les unités rares peuvent être améliorées<br>jusqu’au niveau 25 !<br>* Utilise de l’XP pour les améliorer !	//900_2:ランク900の達成表示
Les unités super rares non maboules peuvent être améliorées<br>jusqu’au niveau 25 !<br>* Utilise de l’XP pour les améliorer !	//1000_2:ランク1000の達成表示
Les unités ultra rares peuvent être améliorées<br>jusqu’au niveau 25 !<br>* Utilise de l’XP pour les améliorer !	//1100_2:ランク1100の達成表示
Les unités rares peuvent être améliorées<br>jusqu’au niveau 30 !<br>* Utilise de l’XP pour les améliorer !	//1200_2:ランク1200の達成表示
Les unités super rares non maboules peuvent être améliorées<br>jusqu’au niveau 30 !<br>* Utilise de l’XP pour les améliorer !	//1300_2:ランク1300の達成表示
Les unités ultra rares peuvent être améliorées<br>jusqu’au niveau 30 !<br>* Utilise de l’XP pour les améliorer !	//1400_2:ランク1400の達成表示
Les unités normales peuvent être améliorés<br>jusqu’au niveau max. +25 !<br>* Utilise des Chapsules pour les améliorer !	//1500_2:ランク1500の達成表示
Les unités spéciales peuvent être améliorées<br>jusqu’au niveau 30 !<br>* Utilise de l’XP pour les améliorer !	//1600_2:ランク1600の達成表示
Les unités normales peuvent être améliorés<br>jusqu’au niveau max. +30 !<br>* Utilise des Chapsules pour les améliorer !	//1700_2:ランク1700の達成表示
Les unités rares peuvent être améliorées<br>jusqu’au niveau max. +20 !<br>* Utilise des Chapsules pour les améliorer !	//1800_2:ランク1800の達成表示
Les unités rares peuvent être améliorées<br>jusqu’au niveau max. +30 !<br>* Utilise des Chapsules pour les améliorer !	//1900_2:ランク1900の達成表示
Les unités super rares peuvent être améliorés<br>jusqu’au niveau max. +20 !<br>* Utilise des Chapsules pour les améliorer !	//2000_2:ランク2000の達成表示
Les unités ultra rares peuvent être améliorées<br>jusqu’au niveau max. +20 !<br>* Utilise des Chapsules pour les améliorer !	//2100_2:ランク2100の達成表示
Récompense : un ticket rare !	//2200_2:ランク2200の達成表示
Les unités rares peuvent être améliorées<br>jusqu’au niveau max. +40 !<br>* Utilise des Chapsules pour les améliorer !	//2300_2:ランク2300の達成表示
Les unités super rares non mabouls peuvent être améliorés<br>jusqu’au niveau max. +30 !<br>* Utilise des Chapsules pour les améliorer !	//2400_2:ランク2400の達成表示
Les unités ultra rares peuvent être améliorées<br>jusqu’au niveau max. +30 !<br>* Utilise des Chapsules pour les améliorer !	//2500_2:ランク2500の達成表示
Récompense : un ticket rare !	//2600_2:ランク2600の達成表示
Trois nouveaux combos félins débloqués !	//2700_2:ランク2700の達成表示
Récompense : un ticket rare !	//2800_2:ランク2800の達成表示
Les unités normales peuvent être améliorés<br>jusqu’au niveau max. +35 !<br>* Utilise des Chapsules pour les améliorer !	//2900_2:ランク2900の達成表示
Les unités normales peuvent être améliorées<br>jusqu’au niveau max. +40 !<br>* Utilise des Chapsules pour les améliorer !	//3000_2:ランク3000の達成表示
Les unités rares peuvent être améliorées<br>jusqu’au niveau max. +50 !<br>* Utilise des Chapsules pour les améliorer !	//3100_2:ランク3100の達成表示
(Presque toutes) les unités super rares peuvent être améliorées<br>jusqu’au niveau max. +40.<br>* Utilise des Chapsules pour les améliorer !	//3200_2:ランク3200の達成表示
Les unités ultra rares peuvent être améliorées<br>jusqu’au niveau max. +40.<br>* Utilise des Chapsules pour les améliorer !	//3300_2:ランク3300の達成表示
Récompense : un ticket rare !	//3400_2:ランク3400の達成表示
Trois nouveaux combos félins débloqués !	//1450_2:ランク1450の達成表示
Trois nouveaux combos félins débloqués !	//2150_2:ランク2150の達成表示
Récompense : 1 Chagrume épique !<br>Utilise-le pour faire évoluer un Chat !	//1550_2:ランク1550の達成表示
Récompense : 3 œils-de-chat spéciaux !<br>Augmente le niveau maximum de tes<br>unités spéciales (sauf exceptions).	//1650_2:ランク1650の達成表示
Récompense : 3 œils-de-chat rares !<br>Augmente le niveau maximum de tes unités rares.	//1750_2:ランク1750の達成表示
Récompense : 3 œils-de-chat super rares !<br>Augmente le niveau maximum de tes<br>unités super rares (sauf exceptions).	//1850_2:ランク1850の達成表示
Récompense : 3 œils-de-chat ultra rares !<br>Augmente le niveau maximum de tes unités ultra rares.	//1950_2:ランク1950の達成表示
Les unités normales peuvent être améliorées<br>jusqu’au niveau max. +45 !<br>* Utilise des Chapsules pour les améliorer !	//3500_2:ランク3500の達成表示
Les unités normales peuvent être améliorées<br>jusqu’au niveau max. +50 !<br>* Utilise des Chapsules pour les améliorer !	//3550_2:ランク3550の達成表示
Les unités maboules peuvent être améliorées<br>jusqu’au niveau 25 !<br>* Utilise de l’XP pour les améliorer !	//3600_2:ランク3600の達成表示
Les unités maboules peuvent être améliorées<br>jusqu’au niveau 30 !<br>* Utilise de l’XP pour les améliorer !	//3650_2:ランク3650の達成表示
Récompense : un ticket rare !	//4000_2:ランク4000の達成表示
