EX캐릭터의|파워 업 화면으로 이동합니다||
기본 캐릭터 등의|파워 업 화면으로 이동합니다||
레어 캐릭터의|파워 업 화면으로 이동합니다||
슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
레전드 레어 캐릭터의 |파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
전 캐릭터의 일람을 표시합니다|(화면상부의 ○로 단축 가능)||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
|||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
울트라 슈퍼 레어 캐릭터의|파워 업 화면으로 이동합니다||
