เครื่องดื่มชูกำลัง|เปิดใช้งาน!|ประสิทธิภาพแมวกรรมกรเพิ่มขึ้น!|
เซฟยักษ์|เปิดใช้งาน!|ความจุเป๋าตังค์แมวกรรมกรเพิ่มขึ้น!|
นาฬิกาสัมพัทธภาพ|เปิดใช้งาน!|ความเร็วการผลิตแมวเพิ่มขึ้น!|
ศิลานักปราชญ์|เปิดใช้งาน!|XP ที่ได้รับจากการต่อสู้เพิ่มขึ้น!|
กำแพงวัสดุอัจฉริยะ|เปิดใช้งาน!|พลังชีวิตฐานทัพแมวเพิ่มขึ้น!|
สุดยอดเครื่องคิดเงิน|เปิดใช้งาน!|เงินจากการปราบศัตรูเพิ่มขึ้น!|
โล่แมวในตำนาน|เปิดใช้งาน!|พลังชีวิตแมวเพิ่มขึ้น!|
ดาบแมวในตำนาน|เปิดใช้งาน!|ATK แมวเพิ่มขึ้น!|
แก่นพลังงาน|เปิดใช้งาน!|ATK ปืนใหญ่แมวเพิ่มขึ้น!|
เครื่องยนต์เทอร์โบ|เปิดใช้งาน!|ความเร็วรีชาร์จปืนใหญ่แมวเพิ่มขึ้น!|
ตำราการจัดการ|เปิดใช้งาน!|พลังงานแมวสูงสุดเพิ่มขึ้น!|
???|คุณยังเก็บสะสมสมบัติแมว|ไม่พอที่จะเปิดใช้สิ่งนี้|
???|เก็บสมบัติเหล่านี้เพื่อเร่งความเร็ว|การผลิตเงินระหว่างการต่อสู้!|
???|เก็บสมบัติทั้งหมดเหล่านี้เพื่อเพิ่ม|ความจุเป๋าตังค์แมวกรรมกร!|
???|เก็บสมบัติทั้งหมดเหล่านี้เพื่อเพิ่ม|ความเร็วการผลิตแมวระหว่างการต่อสู้|
???|เก็บสมบัติทั้งหมดเหล่านี้เพื่อเพิ่ม|จำนวน XP เมื่อคุณเคลียร์ด่านได้|
???|เก็บสมบัติทั้งหมดเหล่านี้เพื่อเพิ่ม|พลังชีวิตของฐานทัพแมว|
???|เก็บสมบัติทั้งหมดเหล่านี้เพื่อเพิ่ม|เงินที่ได้จากการปราบศัตรู!|
???|เก็บสมบัติทั้งหมดเหล่านี้|เพื่อเพิ่มพลังชีวิตแมว|
???|เก็บสมบัติทั้งหมดเหล่านี้|เพื่อเพิ่มพลังโจมตีแมว|
???|เก็บสมบัติทั้งหมดเหล่านี้เพื่อเพิ่ม|พลังโจมตีปืนใหญ่แมว|
???|เก็บสมบัติทั้งหมดเหล่านี้เพื่อเพิ่ม|ความเร็วรีชาร์จปืนใหญ่แมว|
???|เก็บสมบัติทั้งหมดเหล่านี้|เพื่อเพิ่มพลังงานสูงสุด|
