-1,-1,-1,					//マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
-1,								//マップパターン 0～
70,0,3,100,3,-1,     //0地球
70,0,66,100,66,-1,     //1火星
72,0,66,99,67,-1,     //2木星
72,0,67,100,67,-1,     //3土星
74,0,66,99,68,-1,    //4金星
74,0,48,100,48,-1,    //5水星
75,0,66,99,67,-1,  //6太陽
72,0,66,99,47,-1,    //7ウラヌス
74,0,68,100,68,-1,    //8ネプチューン
75,0,67,100,67,-1,  //9トリトン
78,0,48,99,47,-1,    //10プルートゥ
77,0,66,99,68,-1,    //11赤い長方形星雲
80,0,66,100,66,-1,  //12エキスモー星雲
82,0,67,100,67,-1,    //13キャッツアイ星雲
85,0,66,100,66,-1,    //14卵星雲
84,0,48,100,48,-1,  //15ひょうたん星雲
90,0,31,100,31,-1,    //16アルタイル
88,0,68,100,68,-1,    //17シリウス
92,0,67,100,67,-1,   //18カノープス
90,0,66,99,31,-1,    //19ベガ
93,0,30,100,30,-1,    //20アルデバラン
91,0,48,99,67,-1,    //21ベテルギウス
95,0,66,100,66,-1,  //22デネブ
100,0,31,100,31,-1,    //23惑星スナック
92,0,66,100,66,-1,    //24サイータ星
94,0,48,100,48,-1,   //25魁皇星
97,0,32,100,32,-1,    //26大マゼラン星雲
90,0,67,100,67,-1,    //27ブータラ星
95,0,66,100,66,-1,  //28モスカンダグ
93,0,48,99,68,-1,    //29コロン星
92,0,66,100,66,-1,    //30ヤキソバーン
94,0,30,99,33,-1,   //31ウメ星
95,0,66,100,66,-1,    //32ダラララ
92,0,48,99,47,-1,    //33マイドムリ
90,0,67,100,67,-1,  //34メルトズ
93,0,32,100,32,-1,    //35ウラルー
95,0,66,99,67,-1,    //36アグハムム
97,0,48,99,31,-1,  //37ソモロン
96,0,30,100,30,-1,    //38アバ・ブア
98,0,66,99,33,-1,    //39ティターン
100,0,48,99,68,-1,   //40デススタン
102,0,32,100,32,-1,    //41ゴリラの惑星
100,0,67,100,67,-1,   //42チョイバロトン星
103,0,31,100,31,-1,  //43クリムゾン星
97,0,66,100,66,-1,   //44N77星雲
105,0,48,99,47,-1,   //45アンドロメダ
115,0,30,99,68,-1,    //46ブラックホール
120,0,69,100,69,-1,    //47ビッグバン
-1,

//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		使わない 5  -2
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット	1000自衛隊キャラクター
//貰える数		0
