			0	22	777	300	1
		Pardon ! Il s’est passé un truc,<br>alors je te redemanderai ! Pour te<br>remercier de ton aide,<br>je t’offre ça !	0	22	300	
1	0	Défilé interlude 10e anniversaire !<br><flash>3e partie : Chat se discute</flash><br>en ce moment !	2	
2	0	Si on termine la discussion,<br>je t’offre un cadeau :<br><flash>plein d’unités d’un certain truc !</flash>	3	
3	0	Voilà 10 ans que l’invasion<br>des Chats a débuté.<br>Que de péripéties depuis...	4	
4	0	Ils ont envahi le futur, l’espace<br>et même les Royaumes Akus.<br>Sans oublier leurs<br>sanctuaires félins...	5	
5	0	Il y a même eu un Chat<br>premier ministre et un autre<br>superstar d’Hollywood...	6	
6	0	Bref, ces 10 ans<br>ont été bien remplis !	7	
7	0	Mais il reste bien des choses<br>que beaucoup ignorent<br>sur The Battle Cats.	8	
8	0	Alors pour la peine, j’ai préparé<br>un quiz histoire de mieux<br>faire connaître The Battle Cats.	9	
9	0	Les questions portent sur<br>des faits peu connus concernant<br>The Battle Cats !<br>Commençons par la 1re question !	10	
10	0	[Q1] Plus de 650 Chats différents<br>peuvent intégrer ton armée.	11	50
11	0	C’est bien ○, d’après toi ?<br>Verdict tout de suite !	12	
12	0	La bonne réponse est...	13	
13	0	...	14	
14	0	...	15	
15	0	C’est ○ ! <flash>Bonne réponse !</flash>	16	
16	0	Au début, le choix d’unités<br>n’était pas fou-fou, mais<br>ça a bien changé depuis !	17	
17	0	Ton armée de Chats est sûrement<br>devenue bien plus puissante<br>en 10 ans !	18	
18	0	C’est grâce à tous mes efforts<br>au quotidien, aucun doute !	19	
19	0	Oh ! Le supermarché va lancer<br>une promo spéciale !	20	
20	0	C’est tout pour aujourd’hui !<br>La suite demain !	21	
21	16	Il reste plein<br>de choses à découvrir.<br>Reviens demain !	100	
50	0	Eh non ! Ce n’est pas ça.<br>Tu crois que c’est moins ?<br>En fait non, c’est bien plus !	51	
51	0	Cette première question était<br>peut-être trop difficile.	52	
52	0	Il va falloir te<br>remettre à potasser<br>The Battle Cats maintenant<br>que tu as la bonne réponse !	53	
53	0	Répète-le en boucle pour te graver<br>ça dans la mémoire !<br>Ça marche, d’après<br>quelqu’un de plus futé que moi.	10	
100	0	Aaaah... J’ai sommeil.<br>Défilé interlude 10e anniversaire !<br><flash>3e partie : Chat se discute</flash><br>revient !	101	
101	0	Je voulais faire du bouillon<br>de ramen. J’ai passé la nuit<br>à lire des recettes,<br>et voilà le matin.	102	
102	0	Enfin, les journées de ce genre,<br>c’est pas si mal.	103	
103	0	Nous avons fini la question 1<br>hier, donc la prochaine est...	104	
104	0	...	105	
105	0	Question 2 !<br>J’ai réfléchi aux ingrédients<br>que j’avais oubliés hier.	106	
106	0	Pas moyen de me rappeler lesquels<br>c’était, alors je poserai la<br>questionau<br>Chat tank tout à l’heure.	107	
107	0	Bon, passons à la question 2 !	108	
