19,0,0,0,0,0,   //城番号
4000,12000,1,1,66,10,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
2,7,0,100,200,100,0,9,0,100
3,5,75,200,300,100,0,9,0,100
9,1,500,1,1,100,4,4,0,100
9,1,750,1,1,100,2,2,0,100
9,1,900,1,1,100,6,6,0,100
2,0,0,200,300,99,4,9,0,100
3,0,0,300,450,99,4,9,0,100
9,3,0,250,300,99,4,6,0,100
7,4,0,150,200,99,7,9,0,100
24,1,0,1,1,99,3,3,1,100
23,0,13500,13500,13500,100,9,9,0,100
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
