Aumento de ataque %@: %@	Aumento de daño infligido a %@.
Mejora de defensa %@: %@	Reducción de daño recibido de %@.
Mayor efecto «Eficacia» %@: %@	Mejorará la eficacia contra %@.
Mayor efecto «Superfuerza» %@: %@	Mejorará la fuerza contra %@.
Mayor efecto «Dureza» %@: %@	Mejorará la resistencia a ataques de %@.
Minirréplica mortal: %@	Desata una Minirreéplica tras la derrota.<br>Disponible cada 2 despliegues (no acumulable)
Resistencia a oleadas: %@	Reduce el daño de las oleadas enemigas.
Pasta turbo: %@	Recupera parte del coste de despliegue de un gato caído.<br>Disponible cada 2 despliegues.
Resistencia a repulsión: %@	Reduce el efecto de las oleadas enemigas.
Impulso en historias de leyenda: %@	Impulso de Salud/poder ataq.<br>en las historias de leyenda (no acum.)
Matacolosos: %@	Habilidad matacolosos disponible<br>cada 2 despliegues (no acumulable)
Recarga de la gatorreta: %@	Carga la gatorreta al derrotar una unidad<br>cada 2 despliegues (no acumulable).
Resistencia a toxicidad: %@	Reduce el daño de ataques tóxicos enemigos.
Evasión (Todo): %@	La unidad adquiere la habilidad<br>de evasión (Todo) cada<br>2 despliegues (no acumulable).
Resistencia a ralentización: %@	Reduce el daño de los ataques<br>enemigos que ralentizan.
Resistencia a maldición: %@	Reduce el daño de las maldiciones enemigas.
Impulso en Leyendas Inquietantes: %@	Mayor salud y poder de ataque<br>en Leyendas Inquietantes (no acumulable).
