Un Mundo Nuevo|＠|||||||||||||
Crímenes contra el cosmos|Horizonte cero|Atardecer subatómico|La teoría gatotatoria|Protones, neutrones y bufones|Páramo neutrino|＠||||||||
Serranía Choco|Senda Modorra|Orilla Chiflada|Fiordo Fangoso|Cima Rayuela|Bosque Abracadabra|＠||||||||
Supernativos|Casa familiar de Infortunios|Pesca de IA|Cursillo de sacrificio|＠||||||||||||||||
Bahía Interesante|En la Boca del Tigre|Isla de Quesesto|Por Aquí Mal Canal|¡Madre ría!|Calle de la Amargura|Centro de la Ciudad Así Asá|Hoyo en Uno|＠||||||||||||
Costa Resacosa|Gran Barrera - gratis|Aviso de Aleta Ominosa|Dos Millas hacia Abajo|Hábitat de Cueva Marina|Más Allá del Lecho Marino|＠||||||||||||
Campo Furioso|Pradera Irreal|El Risco de Montecristo|La Bestia de Montecristo|Suerte en la Grava|Infortunio en la Grava|＠||||||||||||
Búsqueda del Entendimiento|Afluente Pitagórico|1 + 2 = Tor|Seno-Coseno Mío|Valle Isósceles|El Punto Más Lejano|＠||||||||||||
Sofista Sin Educación|Una Vida de Antítesis|Bosque De Ironía|Diálogo Al Azar|Erial Difamatorio|Adherencia a la Virtud|＠||||||||||||
Permiso para Aterrizar|Pasos Grandes y Pequeños|Jardín Hamburguesero|Pequeña Entrada, Gran Campo|Sueño Burbujeante|Puerto de la Pradera|＠
Senda Sinuosa|Foto Instantánea|Metaverso Metálico|Comerciante de Piña|Rascatierras|Azulejo Fantasma|＠
Cementerio de soja|Orilla puntiaguda|Lluvia de chuches|Archipiélago Yogur|Ruinas Cortador de Galletas|País Maravilla de Piruleta|＠
Mar Yodoyo|Prisión Pérfida|Aislamiento de la Contaminación|Mutación Alocada|Toxicidad Accidental|Homúnculo Cariñoso|＠
Catedral Prefabricada|Siesta de Mediodía|Jardín de Maleza|Desfile Veloz|Playa Privada|Emigración Costosa|＠
Canal de Fleming|Jungla Antimateria|Flujo Cero Inerte|Entropía Tropical|Archipiélago Euler|Fruta de poder divino|＠
Capitán Misterioso|La suite cerrada|Pedida en alta mar|Evasión automática|Piratas rompefilas|Atraque perfecto|＠
Centinela Inepto|Trampa Legendaria|Laberinto Errante|Bárbaro Alegre|Escotilla Iluminada|Escondrijo Descarado|＠
Lanzamiento del Bambucóptero|Yo-Yo Latifolio|Pantano Marmóreo|Eco de Maleza Acuática|Cumbres del Vórtice|Cascada Sagrada|＠
Marquesina Flotante|Refugio Coralino|Naufragio Renovado|Museo de la Tinta|Campamento de Algas|Mirador de los Despojos|＠
Odisea Intelectual|Aislamiento Intelectual|Fruta de Newton|Resplandor Fragmentado|Sin Conjeturas|Poder Infinito|＠
Torre del Señor del Tiempo|Reloj a las 22:22|Terrazas Tictac|Vagueo Eficiente|Mazmorra del Reloj|Encuentro Breve y Largo|＠
Cañón Galletita|Llanura Cremosa|Barrancos Tiramisú|Colinas de Tapioca|Ruta Cremosa de Coco|Panteón Goloso|＠
