Rays of Gold (Hard)|Rays of Gold (Expert)|Rays of Gold (Insane)|＠
Blue Illusion (Hard)|Blue Illusion (Expert)|Blue Illusion (Insane)|＠
Red Passions (Hard)|Red Passions (Expert)|Red Passions (Insane)|＠
Violet Flash (Hard)|Violet Flash (Expert)|Violet Flash (Insane)|＠
Green Envy (Hard)|Green Envy (Expert)|Green Envy (Insane)|＠
Steel Visage (Deadly)|＠
Super Metal Hippoe (Expert)|＠
Love, Metal Hippoe (Hard)|＠
Taste of Success (Merciless)|＠
Tempered in Flame (Deadly)|＠
Refined Palate (Insane)|＠
Sweet XP (Easy)|Sweet XP (Normal)|Sweet XP (Hard)|Sweet XP (Veteran)|Sweet XP (Expert)|Sweet XP (Insane)|＠
No Plan A (Deadly)	|＠
Realm of Carnage (Deadly)|＠
Honey Trap (Deadly)|＠
Parade of the Dead (Deadly)|＠
N-1 Grand Prix (Deadly)|＠
Bombergirl (Deadly)|＠
Attack on R-Cyclone (Expert)|＠
Attack on B-Cyclone (Expert)|＠
Attack on W-Cyclone (Expert)|＠
Oncoming Maelstrom (Expert)|＠
Attack on Titanium (Insane)|＠
Black Hole Rising (Insane)|＠
Dark Souls (Insane)|＠
Absolute Defence (Insane)|＠
Berserk (Insane)|＠
Festival Gross (Insane)|＠
Head Shaker (Insane)|＠
Flappy Cat (Insane)|＠
Fish Hell (Insane)|＠
Mammals? (Insane)|＠
Crazy Cats (Insane)|＠
Puffer Planet (Merciless)|＠
in JAPAN|in LONDON|in NEW YORK|＠
Oncoming Storm (Insane)|＠
Unholy Tempest (Insane)|＠
Charybdis' Mouth (Merciless)|＠
Wrath of Hell (Deadly)|＠
Flow Like the Stream (Merciless)|＠
Deathhawk (Deadly)|＠
Vulcanizer (Deadly)|＠
Unjust War (Deadly)|＠
Muscle Party (Deadly)|＠
Lots O' Lion (Deadly)|＠
Forest Beasts (Deadly)|＠
Ogre Island (Deadly)|＠
Draconian (Deadly)|＠
Resident Feline (Deadly)|＠
The Wormhole Opens (Deadly)|＠
Imp's Temptation|Demon's Temptation|Archfiend's Temptation|＠
Aku's Murmur (Insane)|Aku's Murmur (Deadly)|Aku's Whisper (Deadly)|Aku's Whisper (Merciless)|＠
