3,-1,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
0,					//マップパターン 0～
75,1425,3,90,32,1,0,1,-1,		//1ステージ
80,1520,3,99,31,5,6,12000,-1,		//2ステージ
80,1520,33,0,33,1,4,1,-1,		//3ステージ
85,1615,30,60,33,1,6,77777,-1,		//4ステージ
85,1615,31,0,33,1,3,1,-1,		//5ステージ
90,1710,3,50,33,1,0,1,-1,		//6ステージ
95,1805,33,0,33,1,2,1,-1,		//7ステージ
120,2280,3,90,33,5,6,18000,-1,		//8ステージ

//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー
//貰える数		0
