25,-1,-1,3,6
12
60,1140,3,99,33,1,55,3,-3,-1
60,1140,3,99,33,1,85,8,-3,-1
70,1330,3,99,33,1,6,500000,-3,-1
70,1330,3,99,33,1,86,8,-3,-1
80,1520,3,99,33,1,11,1,-3,-1
80,1520,3,99,33,1,56,3,-3,-1
90,1710,3,99,33,1,87,8,-3,-1
90,1710,3,99,33,1,6,1000000,-3,-1
100,1900,3,99,33,1,88,8,-3,-1
100,1900,3,99,33,1,11,2,-3,-1
110,2090,30,100,30,1,57,3,-3,-1
120,2280,30,100,30,1,89,8,-3,-1
130,2470,30,100,30,1,6,1500000,-3,-1
140,2660,30,100,30,1,90,8,-3,-1
150,2850,30,100,30,1,12,1,-3,-1
200,3800,30,100,30,1,91,8,-3,-1
200,3800,30,100,30,1,140,8,-3,-1
200,3800,30,100,30,1,43,1,-3,-1
200,3800,30,100,30,1,12,1,-3,-1
200,3800,30,100,30,1,58,1,-3,-1
