21,0,0,0,0,0, //城番号
4000,320000,1,1,142,10,0,0,0,0,	//幅,城体力,生産最低F,生産最高F,背景種類,出現最大数,以後未使用
2,0,75,100,200,100,7,9,0,1200,
8,0,300,300,600,100,0,6,0,1200,
35,1,350,600,900,100,7,9,0,300,
53,2,700,600,900,99,7,9,0,200,
48,0,250,900,900,100,0,5,0,200,
36,1,1,250,250,99,9,9,0,200,
531,1,25,1,1,99,6,6,1,100, //バイソン
23,0,13500,13500,13500,100,9,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
