24,2,0,0,0,0,0,0,0,0,4,1,0,0,0,2,1,0
12,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
12,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
12,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0
12,2,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0
12,2,0,0,0,0,0,0,0,0,0,2,3,0,2,0,1,0
12,2,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0
12,3,0,0,0,0,0,0,0,0,0,2,4,0,2,0,2,0
12,3,0,0,0,0,0,0,0,0,5,1,0,2,0,2,0,0
12,3,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,1
12,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0
12,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1
12,2,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0
12,2,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,1
12,3,0,0,0,0,0,0,0,0,7,0,0,2,1,2,0,0
12,3,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,2
12,3,0,0,0,0,0,0,0,0,6,0,0,2,0,4,2,0
12,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,2
12,3,0,0,0,0,0,0,0,0,5,0,0,4,3,3,0,0
12,4,0,0,0,0,0,0,0,0,0,5,0,0,4,0,5,2
