對紅色敵人有效|＠
對飄浮敵人有效|＠
對黑色敵人有效|＠
對鋼鐵敵人有效|＠
對天使敵人有效|＠
對異星戰士有效|＠
對不死生物有效|＠
對古代種有效|＠
對惡魔有效|＠
對無屬性敵人有效|＠
＠|在攻擊特定敵人時|能夠讓敵人的攻擊力下降一段時間|＠
＠|具備這項能力的角色會在減少|一定體力之後，提升自己的攻擊力|＠
＠|在攻擊特定敵人時|能夠讓敵人的動作停止一段時間|＠
＠|在攻擊特定敵人時|能夠讓敵人的移動速度變慢一段時間|＠
＠|在角色受到超過現在生命值以上的|攻擊時有一定機率不被打倒而存活|＠
【攻擊力下降】|在攻擊特定敵人時|能夠讓敵人的攻擊力下降一段時間|＠
【攻擊力上升】|具備這項能力的角色會在減少|一定體力之後，提升自己的攻擊力|＠
【使動作停止】|在攻擊特定敵人時|能夠讓敵人的動作停止一段時間|＠
【使動作變慢】|在攻擊特定敵人時|能夠讓敵人的移動速度變慢一段時間|＠
【死前存活】|在角色受到超過現在生命值以上的|攻擊時有一定機率不被打倒而存活|＠
【善於攻城】|攻擊敵方城堡時|能夠造成更多傷害|＠
【會心一擊】|有一定機率使出造成較高傷害的攻擊|或對鋼鐵敵人造成正常傷害|＠
【只能攻擊】|僅有具備這項能力的角色|只會攻擊特定的敵人|＠
【善於攻擊】|在攻擊特定敵人時能夠造成|較多傷害，同時受到較少傷害|＠
【很耐打】|大幅減少從特定敵人的攻擊|所受到的傷害|＠
【得到很多金錢】|具備這項能力的角色|擊敗敵人時能夠獲得較多的金錢|＠
【超大傷害】|在攻擊特定敵人時|能夠造成大量傷害|＠
【打飛敵人】|在攻擊特定敵人時|有一定機率將敵人打飛|＠
【波動】|攻擊成功時，會放出對範圍內所有敵人|造成額外傷害的波動攻擊。|＠
【鋼鐵】|受到任何攻擊都只會受到最少的傷害|會心一擊除外|＠
【波動傷害無效】|不受敵人的波動攻擊傷害|＠
【範圍攻擊】|對攻擊範圍內|所有的敵人造成傷害|＠
【遠距攻擊】|能夠攻擊更遠處的敵人|但打不到近處的敵人|＠
【攻擊力下降無效】|不受敵人的|「攻擊力下降」效果影響|＠
【動作停止無效】|不受敵人的|「使動作停止」效果影響|＠
【動作變慢無效】|不受敵人的|「使動作變慢」效果影響|＠
【打飛無效】|不受敵人的|「打飛敵人」效果影響|＠
【單體攻擊】|對攻擊範圍內|其中一個敵人造成傷害|＠
【終結魔女】|造成魔法少女小圓中登場魔女們|較多傷害，同時受到較少傷害|＠
【終結不死】|擁有此能力的貓咪打倒不死生物|屬性的敵人時可以阻止其重生。|＠
【波動滅止】|可抵消波動使其不再往後延伸，|也可使波動傷害無效化。|＠
【破壞護盾】|攻擊有護盾的敵人時，有一定機率破壞護盾|破壞護盾的同時也會對敵人造成傷害|＠
【傳送無效】|不受敵人的|「傳送」效果影響|＠
【全方位攻擊】|能夠攻擊自身前後|大範圍內的敵人|＠
【終結使徒】|在攻擊福音戰士合作活動中登場的使徒時|能夠造成較多傷害，同時受到較少傷害|＠
【古代詛咒無效】|不受敵人可封印「效果」一段時間的|「古代詛咒」影響|＠
【傳送】|把敵人傳送到某處|＠
【抗擊耐性】|減輕來自敵人的|「攻擊力下降」效果|＠
【動止耐性】|減輕來自敵人的|「動作停止」效果|＠
【動慢耐性】|減輕來自敵人的|「動作變慢」效果|＠
【抗飛耐性】|減輕來自敵人的|「打飛」效果|＠
【抗波耐性】|減輕來自敵人的波動傷害|＠
【抗傳耐性】|減輕來自敵人的|「傳送」效果|＠
【成本減少】|減少生產角色所需成本|＠
【生產加快】|加快生產角色所需時間|＠
【移動加快】|加快移動速度|＠
【增加擊退】|增加擊退次數|＠
【抗古代詛咒耐性】|不受敵人可封印「效果」一段時間|減輕「古代詛咒」效果|＠
【基本攻擊力上升】|基本攻擊力上升|＠
【基本體力上升】|基本體力上升|＠
【極度傷害】|在攻擊特定敵人時|能夠造成更極度大量傷害|＠
【超級耐打】|更加大幅減少從特定敵人的攻擊|所受到的傷害|＠
【屬性　紅色敵人】|對象追加「屬性　紅色敵人」|＠
【屬性　飄浮敵人】|對象追加「屬性　飄浮敵人」|＠
【屬性　黑色敵人】|對象追加「屬性　黑色敵人」|＠
【屬性　鋼鐵敵人】|對象追加「屬性　鋼鐵敵人」|＠
【屬性　天使敵人】|對象追加「屬性　天使敵人」|＠
【屬性　異星戰士】|對象追加「屬性　異星戰士」|＠
【屬性　不死生物】|對象增加「屬性　不死生物」|＠
【屬性　古代種】|對象增加「屬性　古代種」|＠
【無屬性敵人】|對象增加「無屬性敵人」|＠
【渾身一擊】|有一定機率施放出比平常更高傷害的攻擊|＠
【攻擊無效】|受到特定敵人攻擊時|能不受傷害一段時間|＠
【烈波攻擊】|攻擊成功時，會在隨機範圍上|發出能造成額外傷害的烈波攻擊|＠
【毒擊傷害無效】|不受敵人的毒擊攻擊|＠
【詛咒】|在攻擊特定敵人時|能夠封印「效果」一段時間|＠
【烈波傷害無效】|不受敵人的烈波攻擊傷害|＠
【小波動】|攻擊成功時，對範圍內所有敵人|可以追加發射給予傷害的小波動|＠
【抗毒耐性】|減輕來自敵人的|「毒擊」效果|＠
【抗烈波耐性】|減輕來自敵人的烈波攻擊傷害|＠
【破壞惡魔盾】|攻擊有惡魔盾的敵人時，有一定機率破壞惡魔盾|破壞惡魔盾的同時也會對敵人造成傷害|＠
【屬性　惡魔】|對象追加「屬性　惡魔」|＠
【超生命體特效】|能對超生命體造成較多傷害，|同時受到較少傷害|＠
【靈魂攻擊】|能夠攻擊變成假死狀態的|不死生物屬性的敵人|＠
【超獸特效】|能對超獸造成更多傷害，|同時受到較少傷害，有時候能迴避攻擊|＠
【攻撃間隔短縮】|可以短縮攻撃間隔|＠
【小烈波】|攻擊成功時，會在隨機範圍上發出|能造成額外傷害的小烈波攻擊|＠
【烈波反擊】|受到敵人的烈波攻擊傷害時，|會發射烈波進行反擊|＠
【召喚】|在出擊的狀態下點角色圖示，就可召喚精靈來攻擊敵人|能力的代價是同一隻角色在關卡中同時最多只能出擊1隻|＠
【超賢者特效】|能對超賢者造成稍多傷害，|同時減輕受到的傷害和妨害效果，|並能無視超賢者的妨害耐性。|＠
【鋼鐵殺手】|對鋼鐵敵人攻擊成功時|會依照敵人當下的體力給予一定比例的傷害|＠
＠
＠
＠
＠
＠
【爆波攻擊】|攻擊成功時，會發出朝左右擴散|並造成額外傷害的爆波攻擊|＠
【爆波傷害無效】|不受敵人的爆波攻擊傷害|＠
