【의리 초코 1개째】<br>「XP+5000」를 획득!	1일째	//ログイン1日目獲得文章
【의리 초코 2개째】<br>「스피드 업+1」을 획득!	2일째	//ログイン2日目獲得文章
【의리 초코 3개째】<br>「고양이 도령+1」을 획득!	3일째	//ログイン3日目獲得文章
【의리 초코 4개째】<br>「XP+10000」를 획득!	4일째	//ログイン4日目獲得文章
【의리 초코 5개째】<br>「트레저 레이더+1」를 획득!	5일째	//ログイン5日目獲得文章
【의리 초코 6개째】<br>「야옹컴+1」을 획득!	6일째	//ログイン6日目獲得文章
【의리 초코 7개째】<br>「XP+15000」를 획득!	7일째	//ログイン7日目獲得文章
【의리 초코 8개째】<br>「스냥이퍼+1」를 획득!	8일째	//ログイン8日目獲得文章
【의리 초코 9개째】<br>「레어 티켓+1」을 획득!	9일째	//ログイン9日目獲得文章
【의리 초코 10개째】<br>「XP+20000」를 획득!	10일째	//ログイン10日目獲得文章
【의리 초코 11개째】<br>「야옹컴+1」을 획득!	11일째	//ログイン11日目獲得文章
【의리 초코 12개째】<br>「트레저 레이더+1」를 획득!	12일째	//ログイン12日目獲得文章
【의리 초코 13개째】<br>「냥코 티켓+1」을 획득!	13일째	//ログイン13日目獲得文章
【의리 초코 14개째】<br>「고양이 박사+1」를 획득!	14일째	//ログイン14日目獲得文章
