0,0,0,1,163,195,0
1,14,1,10,164,196,1
2,1,0,2,165,197,0
3,2,0,3,166,198,0
4,15,1,11,167,199,1
5,16,1,12,168,200,1
6,17,1,13,169,201,1
7,3,0,4,170,202,0
8,4,0,5,171,203,0
9,5,0,6,172,204,0
10,26,1,16,173,205,1
11,7,0,7,174,206,0
12,9,0,8,175,207,0
13,29,1,17,176,208,1
14,27,1,0,177,209,1
15,36,1,48,178,210,3
16,49,1,0,179,211,1
17,50,1,0,180,212,1
18,32,1,44,181,213,3
19,33,1,45,182,214,3
20,34,1,46,183,215,3
21,35,1,47,184,216,3
22,48,1,0,185,217,1
23,19,1,0,-1,258,1
24,20,1,14,259,260,1
25,43,1,23,186,218,1
26,23,1,15,263,264,1
27,38,1,49,261,262,3
28,51,1,0,111,112,1
29,22,1,0,-1,110,1
30,39,1,29,115,116,3
31,10,0,9,265,266,0
32,52,1,18,42,43,3
33,53,1,19,44,45,3
34,54,1,20,46,47,3
35,55,1,21,48,49,3
36,56,1,22,50,51,3
37,58,1,24,52,53,3
38,65,1,25,91,92,4
39,66,1,26,93,94,4
40,63,1,27,95,96,4
41,64,1,28,97,98,4
42,59,1,30,108,109,3
43,62,1,31,117,118,4
44,61,1,32,119,120,4
45,8,0,0,113,114,0
46,6,0,0,121,122,0
47,68,2,33,219,-1,-1
48,69,2,34,220,-1,-1
49,70,2,35,221,-1,-1
50,71,2,36,222,-1,-1
51,72,2,37,223,-1,-1
52,73,2,38,224,-1,-1
53,74,2,39,225,-1,-1
54,75,2,40,226,-1,-1
55,76,2,41,227,-1,-1
56,25,1,50,228,229,1
57,12,0,51,230,231,0
58,31,1,56,238,239,1
59,40,1,53,236,237,3
60,11,0,60,288,289,0
61,37,1,55,242,243,3
62,28,1,62,292,293,1
63,60,1,52,234,235,3
64,57,1,54,240,241,3
65,24,1,58,295,296,1
66,77,2,57,294,-1,-1
67,78,1,63,298,297,2
68,21,1,59,299,300,1
69,79,1,64,301,302,2
70,67,1,61,306,305,4
71,30,1,65,309,310,1
72,41,1,0,314,315,1
73,44,1,0,316,317,1
74,80,1,66,318,319,2
75,18,1,0,320,321,1
76,47,1,0,-1,999,-1
77,13,0,0,-1,329,-1
78,42,1,0,-1,332,-1
79,45,1,0,-1,330,-1
80,46,1,0,-1,331,-1
