8000,750,0,6,100,0,5000,3200,9870,6,210,230,-50,0,100,10,1,1,25,0,30,11,1,1,25,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,973,213,107,40,40,8667,4,//5000:XP大収穫祭 初級
8000,900,1,6,3000,4,5001,3200,8685,6,230,250,-75,0,475,10,1,1,25,0,420,11,1,1,25,0,420,12,1,1,25,1,-1,-1,-1,-1,-1,1,773,320,160,80,80,8667,3,//5001:XP大収穫祭 中級
8000,900,2,6,5000,5,5002,3200,7800,6,350,370,-100,0,800,10,1,1,25,0,600,11,1,1,25,0,500,12,1,1,25,0,300,13,1,1,25,1,773,320,160,80,80,8667,2,//5002:XP大収穫祭 上級
8000,900,3,6,5000,5,5003,3200,8900,6,1500,1700,-100,0,275,50,1,1,25,1,275,51,1,1,25,1,275,52,1,1,25,1,275,53,1,1,25,1,773,320,160,80,80,8667,10,//5003:ねこの目洞窟
8000,900,4,6,100,0,5004,3200,9600,6,180,210,-100,0,100,0,1,1,25,1,100,2,1,1,25,1,100,3,1,1,25,1,100,5,1,1,25,1,773,320,160,80,80,8667,20,//5004:消滅都市
8000,900,5,6,100,0,5005,3200,9600,6,360,420,-100,0,125,0,2,2,25,2,125,3,2,2,25,2,100,2,2,2,25,2,50,1,2,2,25,2,773,320,160,80,80,8667,21,//5005:NERV本部
8000,900,6,6,100,0,5006,3200,9600,6,360,420,-100,0,125,0,2,2,25,2,125,3,2,2,25,2,100,5,2,2,25,2,50,4,2,2,25,2,773,320,160,80,80,8667,22,//5006:崩壊後の世界
8000,900,7,6,100,0,5007,3200,9600,6,180,210,-100,0,100,0,1,1,25,1,100,2,1,1,25,1,100,3,1,1,25,1,100,5,1,1,25,1,773,320,160,80,80,8667,23,//5007:不思議な泉
8000,750,8,6,100,0,5008,3200,7500,6,210,230,-50,0,1700,10,1,1,25,0,800,11,1,1,25,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,973,213,107,40,40,8667,7,//5008:XP超収穫祭 初級
8000,900,9,6,3000,4,5009,3200,7450,6,230,250,-75,0,950,10,1,1,25,0,800,11,1,1,25,0,800,12,1,1,25,1,-1,-1,-1,-1,-1,-1,773,320,160,80,80,8667,6,//5009:XP超収穫祭 中級
8000,900,10,6,5000,5,5010,3200,4900,6,350,370,-100,0,2000,10,1,1,25,0,1400,11,1,1,25,0,1000,12,1,1,25,0,700,13,1,1,25,1,773,320,160,80,80,8667,5,//5010:XP超収穫祭 上級
8000,900,11,6,5000,5,5011,3200,7800,6,1500,1700,-100,0,550,50,1,1,25,1,550,51,1,1,25,1,550,52,1,1,25,1,550,53,1,1,25,1,773,320,160,80,80,8667,11,//5011:超ねこの目洞窟
8000,900,12,6,5000,16,5012,3200,2000,6,1000,1500,-100,0,5000,11,1,1,25,0,1500,12,1,1,25,2,1400,13,1,1,25,2,100,14,1,1,25,1,773,320,160,80,80,8667,1,//5012:XP大収穫祭 超上級
8000,900,13,6,100,0,5013,3200,9600,6,360,420,-100,0,125,0,2,2,25,2,125,3,2,2,25,2,100,2,2,2,25,2,50,1,2,2,25,2,773,320,160,80,80,8667,24,//5013:神谷道場
