1,お宝のコンプリートで<br>にゃんこ達がパワーアップ！
1,第2章クリアで<br>強力なキャラをゲット！
1,日本編のお宝を集めると<br>未来編で有利になるにゃ！
1,日本列島を侵略中！
2,第2章のクリアで<br>強力なキャラをゲット！
2,日本列島を侵略中！！
3,第2章にまだ見ぬお宝が<br>眠っているにゃ
3,第3章のクリアで<br>超強力なキャラをゲット！
4,第3章クリアで<br>超強力なキャラをゲット！
4,日本列島を侵略中！！！
5,お宝のコンプリートで<br>にゃんこ達がパワーアップ！
5,日本編のお宝を集めると<br>未来編で有利になるにゃ！
5,集めたお宝はレジェンドと<br>未来編攻略に役立つにゃ！
5,日本列島にまだ見ぬお宝が<br>眠っているにゃ
6,にゃんこ軍団<br>日本列島完全制圧！
6,お宝コンプリート<br>おめでとう！
7,第1章にまだ見ぬお宝が<br>眠っているにゃ
8,第1章にまだ見ぬお宝が<br>眠っているにゃ
9,第1章にまだ見ぬお宝が<br>眠っているにゃ
10,トレジャーフェスティバル<br>開催中！！
10,お宝の出現率アップ中！<br>集めやすくなっているにゃ
11,トレジャーフェスティバル<br>開催中！！
11,お宝の出現率アップ中！<br>集めやすくなっているにゃ
12,トレジャーフェスティバル<br>開催中！！
12,お宝の出現率アップ中！<br>集めやすくなっているにゃ
13,未来の世界へ<br>侵略できるようになったにゃ
13,未来編には<br>手強いヤツがいっぱいにゃ
13,未来の世界を侵略中！
14,第1章にまだ見ぬお宝が<br>眠っているにゃ
14,お宝を集めると<br>未来の敵に強くなるにゃ！
15,未来編第2章のクリアで<br>新たなにゃんコンボ追加！
15,第1章にまだ見ぬお宝が<br>眠っているにゃ
16,未来編第3章のクリアで<br>強力なキャラをゲット！
16,第3章クリアを目指せ！
16,第2章にまだ見ぬお宝が<br>眠っているにゃ
17,未来編第3章のクリアで<br>新たなにゃんコンボ追加！
17,お宝を集めて<br>第3章クリアを目指そう！
18,未来の世界にまだ見ぬ<br>お宝が眠っているにゃ
18,未来編の第3章クリア<br>おめでとう！
19,にゃんこ軍団<br>未来世界完全制圧！
19,お宝コンプリート<br>おめでとう！
20,イベントステージ出現中！
21,ゲリラステージ<br>今だけ出現中にゃ！
22,期間限定コラボステージ<br>出現中にゃ～！
23,スペシャルステージ<br>期間限定で出現中！
24,必要統率力1/2イベント<br>第1章で開催中！
24,必要統率力が今だけ半減！<br>第1章で開催中にゃ！
25,必要統率力1/2イベント<br>第2章で開催中！
25,必要統率力が今だけ半減！<br>第2章で開催中にゃ！
26,必要統率力1/2イベント<br>第3章で開催中！
26,必要統率力が今だけ半減！<br>第3章で開催中にゃ！
27,必要統率力1/2イベント<br>第1章と第2章で開催中！
27,必要統率力が今だけ半減！<br>第1・第2章で開催中にゃ！
28,必要統率力1/2イベント<br>第1章と第3章で開催中！
28,必要統率力が今だけ半減！<br>第1・第3章で開催中にゃ！
29,必要統率力1/2イベント<br>第2章と第3章で開催中！
29,必要統率力が今だけ半減！<br>第2・第3章で開催中にゃ！
30,必要統率力1/2イベント<br>開催中！
30,必要統率力が今だけ半減！<br>全章で開催中にゃ！
31,必要統率力1/2イベント<br>第1章で開催中！
31,必要統率力が今だけ半減！<br>第1章で開催中にゃ！
32,必要統率力1/2イベント<br>第2章で開催中！
32,必要統率力が今だけ半減！<br>第2章で開催中にゃ！
33,必要統率力1/2イベント<br>第3章で開催中！
33,必要統率力が今だけ半減！<br>第3章で開催中にゃ！
34,必要統率力1/2イベント<br>第1章と第2章で開催中！
34,必要統率力が今だけ半減！<br>第1・第2章で開催中にゃ！
35,必要統率力1/2イベント<br>第1章と第3章で開催中！
35,必要統率力が今だけ半減！<br>第1・第3章で開催中にゃ！
36,必要統率力1/2イベント<br>第2章と第3章で開催中！
36,必要統率力が今だけ半減！<br>第2・第3章で開催中にゃ！
37,必要統率力1/2イベント<br>開催中！
