블루 크리스탈|에이리언 속성(별 없음)을 가진 적에게|대항하는 힘 대폭 증가!|
레드 크리스탈|에이리언 속성(별 없음)을 가진 적에게|대항하는 힘 대폭 증가!|
고대의 석판|성 체력이|대폭 증가!|
미지의 힘|냥코 대포의|충전 시간이 대폭 단축! (상한 있음)|
우주의 에너지|냥코 대포의|공격력 증가!|
암흑의 과실|검은 적에 대항하는|특수능력 효과 증가!|
홍혈의 과실|빨간 적에 대항하는|특수능력 효과 증가!|
비상의 과실|떠있는 적에 대항하는|특수능력 효과 증가!|
천계의 과실|천사에 대항하는|특수능력 효과 증가!|
타임머신|통솔력의|회복 스피드 증가!|
미래의 테크놀로지|통솔력의|최대치 증가!|
???|발동에 필요한 보물이|모두 모이지 않았습니다|
???|모두 모이면 에이리언 속성에|대항하는 힘이 대폭 증가!|
???|모두 모이면 에이리언 속성에|대항하는 힘이 대폭 증가!|
???|모두 모이면|성 체력이 대폭 증가!|
???|모두 모이면 냥코 대포의|충전 시간이 대폭 단축!|
???|모두 모이면 냥코 대포의|공격력이 대폭 증가!|
???|모두 모이면 검은 적에 대항하는|특수능력 효과가 대폭 증가!|
???|모두 모이면 빨간 적에 대항하는|특수능력 효과가 대폭 증가!|
???|모두 모이면 떠있는 적에 대항하는|특수능력 효과가 대폭 증가!|
???|모두 모이면 천사에 대항하는|특수능력 효과가 대폭 증가!|
???|모두 모이면 통솔력의|회복 스피드 대폭 증가!|
???|모두 모이면 통솔력의|최대치 증가!|
