빨간 적에게 효과가 발동됩니다.|＠
떠있는 적에게 효과가 발동됩니다.|＠
검은 적에게 효과가 발동됩니다.|＠
메탈 적에게 효과가 발동됩니다.|＠
천사에게 효과가 발동됩니다.|＠
에이리언에게 효과가 발동됩니다.|＠
좀비에게 효과가 발동됩니다.|＠
고대종에 효과가 발동됩니다.|＠
악마에게 효과가 발동됩니다.|＠
속성을 가지지 않는 적에 효과가 발동됩니다.|＠
＠|타겟이 되는 적 캐릭터의|공격력을 일정 시간 낮출 수 있습니다|＠
＠|이 능력을 가진 캐릭터의 체력이|일정 수치 이하가 되면 공격력이 올라갑니다|＠
＠|타겟이 되는 적 캐릭터의|움직임을 일정 시간 멈출 수 있습니다|＠
＠|타겟이 되는 적 캐릭터의|이동 속도를 일정 시간 동안 느리게 합니다|＠
＠|캐릭터가 마지막 공격을 받았을 때에도|일정 확률로 딱 한 번 살아남을 수 있습니다|＠
【공격력 다운】|타겟이 되는 적 캐릭터의|공격력을 일정 시간 낮출 수 있습니다|＠
【공격력 업】|이 능력을 가진 캐릭터의 체력이|일정 수치 이하가 되면 공격력이 올라갑니다|＠
【움직임을 멈춘다】|타겟이 되는 적 캐릭터의|움직임을 일정 시간 멈출 수 있습니다|＠
【움직임을 느리게 한다】|타겟이 되는 적 캐릭터의|이동 속도를 일정 시간 동안 느리게 합니다|＠
【살아남는다】|캐릭터가 마지막 공격을 받았을 때에도|일정 확률로 딱 한 번 살아남을 수 있습니다|＠
【성 파괴가 특기】|적의 성 공격 시에 입히는 데미지가|크게 오릅니다|＠
【크리티컬】|일정 확률로 가진 공격력보다 높은 공격력이 나오거나|「메탈 적」에게 자신의 공격력만큼의 데미지를 입힙니다|＠
【공격 타겟 한정】|타겟이 되는 적 캐릭터에게만|공격할 수 있습니다|＠
【엄청 강하다】|타겟이 되는 적 캐릭터에게|입히는 데미지가 오르며, 받는 데미지는 줄어듭니다|＠
【맷집이 좋다】|타겟이 되는 적 캐릭터에게|받는 데미지가 크게 줄어듭니다|＠
【격파시 머니 UP】|이 능력을 가진 캐릭터가 적을 쓰러뜨렸을 시|보다 많은 돈을 얻을 수 있습니다|＠
【초 데미지】|타겟이 되는 적 캐릭터에|입히는 데미지가 크게 오릅니다|＠
【날려버린다】|타겟이 되는 적 캐릭터를|일정 확률로 멀리 날려버릴 수 있습니다|＠
【파동 공격】|공격 성공 시, 범위 내에 있는 모든 적에게|추가 데미지를 입히는 파동을 뿜어낼 수 있습니다|＠
【메탈】|어떠한 공격도 데미지를 최소한으로 막아내지만|크리티컬 공격에 약합니다|＠
【파동 데미지 무효】|적의 파동 공격 데미지를 받지 않습니다|＠
【범위 공격】|캐릭터의 공격 범위 내에 있는|적 캐릭터 모두에게 데미지를 입힙니다|＠
【원거리 공격】|보다 원거리의 적을 공격할 수 있지만|가까운 적은 공격할 수 없습니다|＠
【공격력 다운 무효】|적 캐릭터로부터의|「공격력 다운」 효과를 받지 않습니다|＠
【움직임을 멈춘다 무효】|적 캐릭터로부터의|「움직임을 멈춘다」 효과를 받지 않습니다|＠
【움직임을 느리게 한다 무효】|적 캐릭터로부터의|「움직임을 느리게 한다」 효과를 받지 않습니다|＠
【날려버린다 무효】|적 캐릭터로부터의|「날려버린다」 효과를 받지 않습니다|＠
【개체 공격】|캐릭터의 공격 범위 내에 있는|하나의 적 캐릭터에게만 데미지를 줍니다|＠
【마녀 킬러】|마도카☆마기카에 등장하는 마녀에게|입히는 데미지가 오르며, 받는 데미지는 줄어듭니다|＠
【좀비 킬러】|이 능력을 가진 캐릭터가 좀비 속성의 적을|쓰러트리면 좀비의 부활을 막을 수 있습니다|＠
【파동 스톱퍼】|이 능력을 가진 캐릭터보다 뒤쪽으로 파동이|가지 않도록 파동을 없애며, 데미지를 무효화합니다|＠
【베리어 브레이커】|베리어를 가진 적을 공격하면 일정 확률로 베리어를|파괴하고, 파괴 시의 공격으로 데미지를 줍니다|＠
【워프 무효】|적 캐릭터로부터의|「워프」 효과를 받지 않습니다|＠
【전방위 공격】|캐릭터의 앞쪽부터 뒤쪽까지|넓은 범위의 적들을 공격할 수 있습니다|＠
【사도 킬러】|에반게리온 콜라보에 등장하는 사도에게|입히는 데미지가 오르며 받는 데미지도 줄어듭니다|＠
【고대의 저주 무효】|일시적으로 아군의 효과를 무효화시키는|「고대의 저주」 효과를 받지 않습니다|＠
【워프】|적 캐릭터를 워프시킵니다|＠
【공격력 다운 내성】|적 캐릭터로부터의 |「공격력 다운」효과를 경감시킵니다|＠
【움직임을 멈춘다 내성】|적 캐릭터로부터의 |「움직임을 멈춘다」효과를 경감시킵니다|＠
【움직임을 느리게 한다 내성】|적 캐릭터로부터의 |「움직임을 느리게 한다」효과를 경감시킵니다|＠
【날려버린다 내성】|적 캐릭터로부터의 |「날려버린다」효과를 경감시킵니다|＠
【파동 데미지 내성】|적으로부터의 파동 공격으로 받는 데미지를 경감시킵니다|＠
【워프 내성】|적 캐릭터로부터의 |「워프」효과를 경감시킵니다|＠
【생산 코스트 할인】|생산 코스트를 감소시킵니다|＠
【생산 스피드 업】|생산 스피드가 올라갑니다.|＠
【이동 속도 업】|이동 속도가 올라갑니다|＠
【넉백 횟수 증가】|넉백 횟수가 증가합니다|＠
【고대의 저주 내성】|일시적으로 아군의 효과를 무효화시키는|「고대의 저주」 효과를 경감시킵니다|＠
【기본 공격력 업】|기본 공격력이 상승합니다|＠
【기본 체력 업】|기본 체력이 상승합니다|＠
【극 데미지】|공격 시 타겟이 되는 적 캐릭터의|데미지가 초대폭 상승합니다|＠
【초 맷집이 좋다】|적 캐릭터로부터 공격을 받을 시|받는 데미지가 초대폭 줄어듭니다|＠
【속성 빨간 적】|타겟 대상에「속성 빨간 적」을 추가|＠
【속성 떠있는 적】|타겟 대상에「속성 떠있는 적」을 추가|＠
【속성 검은 적】|타겟 대상에「속성 검은 적」을 추가|＠
【속성 메탈】|타겟 대상에「속성 메탈」을 추가|＠
【속성 천사】|타겟 대상에「속성 천사」을 추가|＠
【속성 에이리언】|타겟 대상에「속성 에이리언」을 추가|＠
【속성 좀비】|타겟 대상에「속성 좀비」을 추가|＠
【속성 고대종】|타겟 대상에「속성 고대종」을 추가|＠
【속성을 가지지 않는 적】|타겟 대상에「속성을 가지지 않는 적」을 추가|＠
【혼신의 일격】|일정 확률로 가진 공격력보다 높은 공격력을 냅니다|＠
【공격 무효】|타겟이 되는 적 캐릭터의|데미지를 일정 시간 받지 않습니다|＠
【열파 공격】|공격 성공 시, 랜덤한 장소에|추가 데미지를 입히는 열파를 낼 수 있습니다|＠
【독 데미지 무효】|적 캐릭터로부터의 독 공격 데미지를 받지 않습니다|＠
【저주】|타겟이 되는 적 캐릭터의 효과를|일정 시간 무효화시킬 수 있습니다|＠
【열파 데미지 무효】|적의 열파 공격 데미지를 받지 않습니다|＠
【소파동】|공격 성공 시, 범위 내에 있는 모든 적에게|추가 데미지를 입히는 작은 파동을 낼 수 있습니다|＠
【독 공격 데미지 내성】|적 캐릭터로부터의 |「독 공격」효과를 경감시킵니다.|＠
【열파 데미지 내성】|적으로부터의 열파 공격으로 받는 데미지를 경감시킵니다.|＠|＠
【쉴드 브레이커】|악마 쉴드를 가진 적을 공격하면 일정 확률로 악마 쉴드를|파괴하고, 파괴 시의 공격으로 데미지를 줍니다.|＠
【속성 악마】|타겟 대상에「속성 악마」를 추가|＠|＠
【초생명체 특효】|초생명체에게 입히는 데미지가 오르고|받는 데미지가 줄어듭니다.|＠
【영혼 공격】|가사 상태의 좀비 속성의 적을|공격할 수 있습니다.|＠
【초수 특효】|초수에게 입히는 데미지가 크게 오르고 |받는 데미지가 줄어들며, 가끔 공격을 회피합니다.|＠|＠
【공격 간격 단축】|공격 간격이 짧아집니다|＠
【소열파】|공격 성공 시, 랜덤한 장소에|추가 데미지를 입히는 작은 열파를 낼 수 있습니다|＠
【열파 카운터】|적의 열파 공격으로 데미지를 받을 시|적에게 열파 공격을 되돌려줍니다|＠
【소환】|출격 중, 아이콘을 탭하면 적을 공격하는 정령을 소환합니다|능력의 대가로 스테이지에 동시에 출격시킬 수 없습니다|＠
【초현자 특효】|초현자에게 입히는 데미지가 약간 오르고|받는 데미지와 방해 효과가 줄어듭니다|게다가 초현자가 가진 방해 내성을 무효화합니다|＠
【메탈 킬러】|메탈 적에게 공격 성공 시|적의 현재 체력에 비례한 데미지를 입힐 수 있습니다|＠
＠
＠
＠
＠
＠
【폭파 공격】|공격 성공 시, 좌우로 펼쳐지며|추가 데미지를 입히는 폭파를 일으킵니다|＠
【폭파 데미지 무효】|적의 폭파 공격 데미지를 받지 않습니다|＠
