Sternengranat|Angriffe gegen Aliens mit Stern|sind bedeutend stärker!|
Phoebe-Beryll|Angriffe gegen Aliens mit Stern|sind bedeutend stärker!|
Mond-Citrin|Angriffe gegen Aliens mit Stern|sind bedeutend stärker!|
Ganymed-Topas|Angriffe gegen Aliens mit Stern|sind bedeutend stärker!|
Callisto-Amethyst|Angriffe gegen Aliens mit Stern|sind bedeutend stärker!|
Titan-Frucht|Anti-Eisern-Fähigkeiten haben einen|erhöhten Effekt!|
Antimaterie-Frucht|Anti-Zombie-Fähigkeiten haben einen|erhöhten Effekt!|
Enigma-Frucht|Anti-Alien-Fähigkeiten haben einen|erhöhten Effekt!|
Dunkle Materie|Maximalenergie|erhöht!|
Neutrino|Erhaltene XP aus|Kämpfen erhöht!|
Mysteriöse Maske|Ein merkwürdiger Effekt wird nach|Abschluss von Kapitel 2 aktiviert!|
???|Es wurden noch nicht alle|erforderlichen Schätze gesammelt.|
???|Sammle alle Schätze und erhöhe die|Angriffskraft gegen Aliens mit Stern!|
???|Sammle alle Schätze und erhöhe die|Angriffskraft gegen Aliens mit Stern!|
???|Sammle alle Schätze und erhöhe die|Angriffskraft gegen Aliens mit Stern!|
???|Sammle alle Schätze und erhöhe die|Angriffskraft gegen Aliens mit Stern!|
???|Sammle alle Schätze und erhöhe die|Angriffskraft gegen Aliens mit Stern!|
???|Sammle alle Schätze und erhöhe die|Fähigkeitseffektivität gegen eiserne Feinde!|
???|Sammle alle Schätze und erhöhe die|Fähigkeitseffektivität gegen Zombies!|
???|Sammle alle Schätze und erhöhe die|Fähigkeitseffektivität gegen Aliens!|
???|Sammle alle Schätze und erhöhe die|Maximalgrenze der Katzenenergie!|
???|Sammle alle Schätze und erhöhe die|erhaltenen XP nach Abschluss von Leveln!|
???|???|
