0,0,0,0,0,0,			//城番号
4200,9999999,1,1,43,12,285,3,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
285,1,0,1,1,0,0,0,1,100,	//出現数(0で無制限),初登場F,再登場最低F,再登場最高F,城連動出現％,手前ライン,奥ライン,ボスフラグ,強さ倍率,スコア値
48,5,1,50,150,4020000,6,9,0,2800,500,
258,2,1,150,150,4020000,3,6,0,600,3000,
37,1,1,1,1,4020000,0,2,1,1300,11000,
184,3,1,100,150,3920000,0,4,0,2800,1000,
210,1,1,1,1,3920000,7,7,1,1300,10500,
48,5,1,50,150,3820000,6,9,0,2800,500,
126,2,1,100,150,3820000,3,5,0,700,2000,
151,1,1,1,1,3820000,2,2,1,650,10000,
173,1,1,1,1,3720000,0,4,0,4200,2000,
180,1,1,1,1,3720000,5,5,1,2800,9500,
48,5,1,50,150,3620000,6,9,0,2600,500,
258,2,1,150,150,3620000,3,6,0,550,3000,
37,1,1,1,1,3620000,0,2,1,1200,11000,
184,3,1,100,150,3520000,0,4,0,2600,1000,
210,1,1,1,1,3520000,7,7,1,1200,10500,
48,5,1,50,150,3420000,6,9,0,2600,500,
126,2,1,100,150,3420000,3,5,0,650,2000,
151,1,1,1,1,3420000,2,2,1,600,10000,
173,1,1,1,1,3320000,0,4,0,3900,2000,
180,1,1,1,1,3320000,5,5,1,2600,9500,
48,5,1,50,150,3220000,6,9,0,2400,500,
258,2,1,150,150,3220000,3,6,0,500,3000,
37,1,1,1,1,3220000,0,2,1,1100,11000,
184,3,1,100,150,3120000,0,4,0,2400,1000,
210,1,1,1,1,3120000,7,7,1,1100,10500,
48,5,1,50,150,3020000,6,9,0,2400,500,
126,2,1,100,150,3020000,3,5,0,600,2000,
151,1,1,1,1,3020000,2,2,1,550,10000,
173,1,1,1,1,2920000,0,4,0,3600,2000,
180,1,1,1,1,2920000,5,5,1,2400,9500,
48,5,1,50,150,2820000,6,9,0,2200,500,
258,2,1,150,150,2820000,3,6,0,450,3000,
37,1,1,1,1,2820000,0,2,1,1000,11000,
184,3,1,100,150,2720000,0,4,0,2200,1000,
210,1,1,1,1,2720000,7,7,1,1000,10500,
48,5,1,50,150,2620000,6,9,0,2200,500,
126,2,1,100,150,2620000,3,5,0,550,2000,
151,1,1,1,1,2620000,2,2,1,500,10000,
173,1,1,1,1,2520000,0,4,0,3300,2000,
180,1,1,1,1,2520000,5,5,1,2200,9500,
48,5,1,50,150,2420000,6,9,0,2000,500,
258,2,1,150,150,2420000,3,6,0,400,3000,
37,1,1,1,1,2420000,0,2,1,900,11000,
184,3,1,100,150,2320000,0,4,0,2000,1000,
210,1,1,1,1,2320000,7,7,1,900,10500,
48,5,1,50,150,2220000,6,9,0,2000,500,
126,2,1,100,150,2220000,3,5,0,500,2000,
151,1,1,1,1,2220000,2,2,1,450,10000,
173,1,1,1,1,2120000,0,4,0,3000,2000,
180,1,1,1,1,2120000,5,5,1,2000,9500,
48,5,1,50,150,2020000,6,9,0,1800,500,
258,2,1,150,150,2020000,3,6,0,350,3000,
37,1,1,1,1,2020000,0,2,1,800,11000,
184,3,1,100,150,1920000,0,4,0,1800,1000,
210,1,1,1,1,1920000,7,7,1,800,10500,
48,5,1,50,150,1820000,6,9,0,1800,500,
126,2,1,100,150,1820000,3,5,0,450,2000,
151,1,1,1,1,1820000,2,2,1,400,10000,
173,1,1,1,1,1720000,0,4,0,2700,2000,
180,1,1,1,1,1720000,5,5,1,1800,9500,
48,5,1,50,150,1620000,6,9,0,1600,500,
258,2,1,150,150,1620000,3,6,0,300,3000,
37,1,1,1,1,1620000,0,2,1,700,11000,
184,3,1,100,150,1520000,0,4,0,1600,1000,
210,1,1,1,1,1520000,7,7,1,700,10500,
48,5,1,50,150,1420000,6,9,0,1600,500,
126,2,1,100,150,1420000,3,5,0,400,2000,
151,1,1,1,1,1420000,2,2,1,350,10000,
173,1,1,1,1,1320000,0,4,0,2400,2000,
180,1,1,1,1,1320000,5,5,1,1600,9500,
48,5,1,50,150,1220000,6,9,0,1400,500,
258,2,1,150,150,1220000,3,6,0,250,3000,
37,1,1,1,1,1220000,0,2,1,600,11000,
184,3,1,100,150,1120000,0,4,0,1400,1000,
210,1,1,1,1,1120000,7,7,1,600,10500,
48,5,1,50,150,1020000,6,9,0,1400,500,
126,2,1,100,150,1020000,3,5,0,350,2000,
151,1,1,1,1,1020000,2,2,1,300,10000,
173,1,1,1,1,920000,0,4,0,2100,2000,
180,1,1,1,1,920000,5,5,1,1400,9500,
48,5,1,50,150,820000,6,9,0,1200,500,
258,2,1,150,150,820000,3,6,0,200,3000,
37,1,1,1,1,820000,0,2,1,500,11000,
184,3,1,100,150,770000,0,4,0,1200,1000,
210,1,1,1,1,770000,7,7,1,500,10500,
48,5,1,50,150,720000,6,9,0,1200,500,
126,2,1,100,150,720000,3,5,0,300,2000,
151,1,1,1,1,720000,2,2,1,250,10000,
173,1,1,1,1,670000,0,4,0,1800,2000,
180,1,1,1,1,670000,5,5,1,1200,9500,
48,5,1,50,150,620000,6,9,0,1000,500,
258,2,1,150,150,620000,3,6,0,150,3000,
37,1,1,1,1,620000,0,2,1,400,9000,
184,3,1,100,150,570000,0,4,0,1000,
210,1,1,1,1,570000,7,7,1,400,8500,
48,5,1,50,150,520000,6,9,0,1000,500,
126,2,1,100,150,520000,3,5,0,250,2000,
151,1,1,1,1,520000,2,2,1,200,8000,
173,1,1,1,1,470000,0,4,0,1500,2000,
180,1,1,1,1,470000,5,5,1,1000,7500,
48,5,1,50,150,420000,6,9,0,800,500,
258,2,1,150,150,420000,3,6,0,100,3000,
37,1,1,1,1,420000,0,2,1,300,7000,
184,3,1,100,150,370000,0,4,0,800,1000,
210,1,1,1,1,370000,7,7,1,300,6500,
48,5,1,50,150,320000,6,9,0,800,500,
126,2,1,100,150,320000,3,5,0,200,2000,
151,1,1,1,1,320000,2,2,1,150,6000,
173,1,1,1,1,270000,0,4,0,1200,2000,
180,1,1,1,1,270000,5,5,1,800,5500,
184,3,1,100,150,220000,3,4,0,600,1000,
126,2,1,150,150,220000,3,6,0,150,2000,
37,1,1,1,1,220000,0,2,1,200,5000,
48,5,1,50,150,170000,7,9,0,400,500,
180,1,1,1,1,170000,3,6,0,400,3000,
210,1,1,1,1,170000,7,9,1,200,4500,
184,3,1,100,150,120000,3,4,0,250,1000,
151,1,1,1,1,120000,0,2,1,100,4500,
48,5,1,50,150,80000,7,9,0,200,500,
37,1,1,1,1,80000,0,2,1,100,4000,
184,3,1,100,150,50000,3,4,0,100,1000,
173,1,1,50,50,50000,0,2,1,250,3500,
48,3,1,100,150,30000,7,9,0,200,500,
