0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,300006,0,0,0,0,0,0,-1,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,0
2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0
3,0,0,0,0,0,0,0,1,1,1,1,1,0,300047,0,0,0,0,0,0,0,-1,0,0
4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
5,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0
6,0,1,1,1,1,1,1,1,1,1,1,1,0,300001,0,0,0,0,0,0,0,-1,0,0
7,0,1,1,1,1,1,1,1,1,1,1,1,0,300047,0,0,0,0,0,0,0,-1,0,0
8,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-1,0,0
9,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,-1,0,0
10,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,-1,0,0
11,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-1,0,0
12,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0
13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0
14,1,0,0,0,0,0,0,0,0,0,1,0,0,300047,0,0,0,0,0,0,0,-1,0,0
15,1,0,0,0,0,0,0,0,0,0,1,0,1,300006,300046,0,0,0,0,0,0,-1,0,0
16,1,0,0,0,0,0,0,0,0,0,1,0,1,300047,6,0,0,0,0,0,0,-1,0,0
17,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
18,1,0,1,1,1,1,1,0,0,0,1,1,0,300047,0,0,0,0,0,0,0,-1,0,0
19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0
20,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
21,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0
22,1,1,1,1,1,1,1,1,1,1,0,0,0,300001,0,0,0,0,0,0,0,-1,0,0
23,1,1,1,1,1,1,1,0,0,0,0,0,0,300047,0,0,0,0,0,0,0,-1,0,0
24,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0
25,1,1,1,1,1,1,1,1,1,1,1,0,0,300001,0,0,0,0,0,0,0,-1,0,0
26,1,1,1,1,1,1,1,1,1,1,1,0,0,300006,0,0,0,0,0,0,0,-1,0,0
27,1,1,1,1,1,1,1,0,0,0,1,0,0,300047,0,0,0,0,0,0,0,-1,0,0
28,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,-1,0,0
29,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,-1,0,0
30,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-1,0,0
31,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,0
32,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,300647,0,0,0,0,0,0,-1,0,0
34,1,0,0,0,0,0,0,1,1,1,1,0,0,300600,0,0,0,0,0,0,0,-1,0,0
35,1,0,0,0,0,0,0,1,1,1,1,0,0,300607,0,0,0,0,0,0,0,-1,0,0
36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2205,0,0
37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2206,0,0
38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2207,0,0
39,1,0,0,0,0,0,0,0,0,0,1,0,0,300147,0,0,0,0,0,0,0,-1,0,0
40,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0
41,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,-1,0,0
42,1,1,1,1,1,1,1,1,1,1,1,1,0,300006,0,0,0,0,0,0,0,-1,0,0
43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2186,0,0
44,1,1,1,1,1,1,1,1,1,1,1,1,0,300006,0,0,0,0,0,0,0,-1,0,0
45,1,1,1,1,1,1,1,1,1,1,1,0,0,300013,0,0,0,0,0,0,0,-1,0,0
46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0
47,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
48,1,1,1,1,1,1,1,1,1,1,1,0,0,300047,3700102,0,0,0,0,0,0,-1,3700002,0
49,1,1,1,1,1,1,1,1,1,1,1,0,0,300147,3700201,0,0,0,0,0,0,-1,3700102,0
50,1,1,1,1,1,1,1,1,1,1,1,0,0,300222,3700301,0,0,0,0,0,0,-1,3700201,0
51,1,1,1,1,1,1,1,1,1,1,1,0,0,300247,3700402,0,0,0,0,0,0,-1,3700301,0
52,1,1,1,1,1,1,1,1,1,1,1,0,0,300347,3700501,0,0,0,0,0,0,-1,3700402,0
53,1,1,1,1,1,1,1,1,1,1,1,0,0,300447,3700601,0,0,0,0,0,0,-1,3700501,0
54,1,1,1,1,1,1,1,1,1,1,1,0,0,300647,3700702,0,0,0,0,0,0,-1,3700601,0
55,1,0,0,0,0,0,0,0,0,0,1,0,1,13000,0,0,0,0,0,0,0,11030,0,72
