mapid, star1, star2, star3, star4, stage1, stage2, stage3, stage4, stage5, stage6, stage7, stage8, ハズレ, 赤石, 黒石, 飛行石, 未来石, 天石, 硬石, 紫石,古代石, 赤石2, 黒石2, 飛行石2, 未来石2, 天石2, 硬石2, 紫石2,古代石2
00,0.75,1,1,1,3,3,3,3,3,3,3,3,60,13,0,13,13,0,0,0,0
01,0.75,1,1,1,3,3,3,3,3,3,3,3,60,15,5,10,10,0,0,0,0
02,0.75,1,1,1,3,3,3,3,3,3,3,3,60,27,0,9,4,0,0,0,0
03,0.75,1,1,1,3,3,3,3,3,3,3,3,60,27,0,10,3,0,0,0,0
04,0.75,1,1,1,3,3,3,3,3,3,3,3,60,16,16,8,0,0,0,0,0
05,0.75,1,1,1,3,3,3,3,3,3,3,3,60,25,7,4,4,0,0,0,0
06,0.75,1,1,1,3,3,3,3,3,3,3,3,60,20,3,10,7,0,0,0,0
07,0.75,1,1,1,3,3,3,3,3,3,3,3,60,20,0,15,5,0,0,0,0
08,0.75,1,1,1,3,3,3,3,3,3,3,3,60,8,10,20,3,0,0,0,0
09,0.75,1,1.25,1.25,3,3,3,3,3,4,4,4,58,26,11,4,0,2,0,0,0
10,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,58,15,5,10,10,0,2,0,0
11,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,58,27,0,9,4,0,0,2,0
12,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,57,25,0,13,3,2,0,0,0
13,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,57,20,10,10,0,0,2,0,0
14,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,57,14,9,14,5,0,0,2,0
15,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,57,13,8,19,0,3,0,0,0
16,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,57,13,13,13,0,0,3,0,0
17,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,56,11,11,17,3,0,0,3,0
18,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,56,2,2,24,5,10,1,0,0
19,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,55,10,10,8,4,10,0,1,0
20,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,55,15,12,8,1,7,1,0,0
21,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,55,10,10,15,5,5,0,1,0
22,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,55,6,10,13,4,11,1,0,0
23,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,55,15,4,8,4,13,0,1,0
24,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,54,9,12,7,2,5,12,0,0
25,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,54,12,7,4,4,11,9,0,0
26,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,53,14,9,7,0,0,17,1,0
27,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,53,5,17,10,2,6,6,0,0
28,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,52,7,15,9,2,4,11,0,0
29,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,52,9,14,7,0,13,4,1,0
30,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,51,10,6,18,4,4,8,0,0
31,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,51,8,19,8,3,5,5,0,0
32,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,50,12,12,12,0,8,8,0,0
33,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,50,6,6,6,0,4,0,27,0
34,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,49,9,5,5,14,0,0,19,0
35,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,49,4,4,7,0,4,4,27,0
36,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,49,5,3,5,3,3,0,32,0
37,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,48,15,6,6,0,3,18,3,0
38,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,48,17,0,15,12,5,2,0,0
39,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,48,10,20,3,0,7,7,7,0
40,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,47,10,10,13,0,13,0,7,0
41,0.5,0.75,1,1,4,4,4,4,4,4,4,4,47,12,9,6,6,15,3,3,0
42,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,47,0,7,0,3,3,33,7,0
