0|Sube de nivel a tus gatos para|que aumente su poder y puedan|vencer a los malos más fácilmente.|＠|＠
0|Juega en fases anteriores para ganar más XP|y utilízala para mejorar a tus gatos.|＠|＠|＠
0|Si se te resiste una fase, ve a buscar|tesoros. Juega en fases que ya hayas|superado para conseguirlos todos|y así desbloquear poderosos bonus.|＠
1|Despliega muchos gatos baratos para|proteger a tus unidades a distancia.|Usa una buena estrategia durante|la batalla y la victoria será tuya.|＠
2|Si las cosas se ponen feas, recuerda|que el Misidiós te puede echar una pata.|＠|＠|＠
3|Utiliza objetos para desplegar el|potencial oculto de tu ejército felino.|Los obtendrás en las fases diarias|de las Etapas de Leyenda.|＠
4|Los bonus de tesoros que actives|en el cap. 1 seguirán activos en el cap. 2.|Si necesitas ayuda para avanzar,|consigue tesoros y mejora a tus gatos.|＠
5|Los tesoros inferiores dan bonus muy|pequeños, ¡así que intenta conseguir|los superiores! Usa la energía que te|sobre para ir a por el mejor tesoro.|＠
5|Las unidades con ataque de área son buenas|contra muchos enemigos debiluchos.|Domina el arte de los gatos especiales,|sobre todo los que tienen ataque de área.|＠
6|Mejora todas las unidades normales|a su forma final para desarrollar sus poderes.|Hazte con tiques gatunos y mejora unidades|para activar todo su potencial.|＠
7|¡Los enemigos álienes son superfuertes!|Supera los capítulos de Imperio de los Gatos|para ganar XP y tesoros que te ayudarán|a vencer a los invasores.|＠
8|Los bonus de los tesoros que consigas|en Imperio de los Gatos seguirán activos|en Hacia el Futuro. Hazte con los tesoros|superiores para obtener el 100 % del efecto.|＠
9|Sube tu rango total para tener acceso|a niveles más altos para tus unidades.|Así podrás desarrollar el verdadero|potencial de tus gatos.|＠
10|Todo el mundo fracasa en algún momento|de su vida. Para recuperarte, ¡lo mejor|es recoger tesoros! Prueba los gatocombos|para darle un empujoncito a tu ejército.|＠
11|Toca el globo de diálogo de la base|gatuna para ver útiles consejos|y trucos del juego.|＠|＠
11|Los golpes críticos son superefectivos contra|los enemigos metálicos. Echa un vistazo|a la gatopedia para ver qué unidades tienen|más probabilidades de infligir daño crítico.|＠
