12,0,0,0,0,0,   //城番号
4700,1250000,1,1,1046,20,0,0,0,0,//幅,城体力,生産最低F,生産最高F,背景種類,出現最大数,以後未使用
414,2,100,600,700,100,6,9,0,150
555,4,250,400,500,100,6,9,0,600
614,1,250,1,1,100,5,5,0,100
557,2,600,800,800,100,1,4,0,500
408,1,0,1,1,99,0,0,1,100
558,2,0,100,100,99,1,4,0,300,0,0
414,2,100,150,150,99,6,9,0,150,0,0,1
555,0,250,400,400,99,6,9,0,600,0,0,1
614,1,300,1,1,99,5,5,0,100,0,0,1
558,2,600,100,100,99,1,4,0,300,0,0,1
414,8,650,400,400,99,6,9,0,150,0,0,1
558,2,1200,100,100,99,1,4,0,300,0,0,1
558,2,1800,100,100,99,1,4,0,300,0,0,1
558,2,2400,100,100,99,1,4,0,300,0,0,1
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
//敵は１ステージ最大１０種類,
