3,0,0,0,0,0,   //城番号
6000,1000000,1,1,1035,10,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
16,3,100,15,30,100,8,9,0,4000
24,3,200,400,500,100,3,4,0,4000
8,10,350,350,450,100,6,7,0,4000
16,3,800,15,30,100,8,9,0,4000
551,3,800,1600,1600,100,4,5,0,150
609,4,1000,600,700,100,6,7,0,200
16,3,1500,15,30,100,8,9,0,4000
16,3,2300,15,30,100,8,9,0,4000
16,3,3100,15,30,100,8,9,0,4000
16,3,3900,15,30,100,8,9,0,4000
594,2,150,800,800,99,2,3,0,200,0,0,1
611,1,0,1,1,99,1,1,0,100
408,1,0,1,1,99,0,0,1,100

//敵は１ステージ最大１０種類
