3,-1,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
0,					//マップパターン 0～
65,1235,30,0,3,5,6,9750,-1,		//1ステージ
70,1330,3,0,3,1,0,1,-1,			//2ステージ
75,1425,31,0,3,1,4,1,-1,		//3ステージ
75,1425,3,0,3,1,0,1,-1,			//4ステージ
80,1520,3,0,3,1,3,1,-1,			//5ステージ
80,1520,32,0,3,5,6,12000,-1,		//6ステージ
90,1710,3,0,3,1,2,1,-1,			//7ステージ
120,2280,3,99,33,1,3,1,-1,		//8ステージ

//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー
//貰える数		0
