136,1,0,0,0,0,   //城番号
5000,600000,1,1,4,20,0,0,0,0,,,
48,4,80,300,350,100,7,9,0,844
126,2,200,400,450,100,4,5,0,206
409,0,400,350,400,100,7,9,0,106
685,1,0,1,1,99,1,1,1,122,0,106
48,4,50,30,50,99,7,9,0,844,0,0,1
409,3,80,50,100,99,7,9,0,106,0,0,1
414,1,100,1,1,99,7,9,0,106,0,0,1
173,2,100,1000,1050,99,3,3,0,1244,0,0,1
179,2,130,1250,1300,99,0,0,0,622,0,0,1
48,4,400,700,750,99,7,9,0,844,0,0,1
48,3,1200,30,50,99,7,9,0,844,0,0,1
409,4,1230,50,100,99,7,9,0,106,0,0,1
414,2,1250,50,100,99,7,9,0,106,0,0,1
126,2,1300,600,650,99,4,5,0,206,0,0,1
414,3,1600,250,300,99,7,9,0,106,0,0,1
48,3,2300,30,50,99,7,9,0,844,0,0,1
409,4,2300,50,100,99,7,9,0,106,0,0,1
414,2,2300,50,100,99,7,9,0,106,0,0,1

//敵は１ステージ最大１０種類
