0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,300006,0,0,0,0,0,0,-1
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1
2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1
3,0,0,0,0,0,0,0,1,1,1,1,1,0,300047,0,0,0,0,0,0,0,-1
4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1
6,0,1,1,1,1,1,1,1,1,1,1,1,0,300001,0,0,0,0,0,0,0,-1
7,0,1,1,1,1,1,1,1,1,1,1,1,0,300047,0,0,0,0,0,0,0,-1
8,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-1
9,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,-1
10,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,-1
11,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-1
12,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1
13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
14,1,0,0,0,0,0,0,0,0,0,1,0,0,300047,0,0,0,0,0,0,0,-1
15,1,0,0,0,0,0,0,0,0,0,1,0,1,300006,300046,0,0,0,0,0,0,-1
16,1,0,0,0,0,0,0,0,0,0,1,0,1,300047,6,0,0,0,0,0,0,-1
17,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
18,1,0,1,1,1,1,1,0,0,0,1,1,0,300047,0,0,0,0,0,0,0,-1
19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
20,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1
21,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,-1
22,1,1,1,1,1,1,1,1,1,1,0,0,0,300001,0,0,0,0,0,0,0,-1
23,1,1,1,1,1,1,1,0,0,0,0,0,0,300047,0,0,0,0,0,0,0,-1
24,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1
25,1,1,1,1,1,1,1,1,1,1,1,0,0,300001,0,0,0,0,0,0,0,-1
26,1,1,1,1,1,1,1,1,1,1,1,0,0,300006,0,0,0,0,0,0,0,-1
27,1,1,1,1,1,1,1,0,0,0,1,0,0,300047,0,0,0,0,0,0,0,-1
28,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,-1
29,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,-1
30,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-1
31,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-1
32,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1
33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,300647,0,0,0,0,0,0,-1
34,1,0,0,0,0,0,0,1,1,1,1,0,0,300600,0,0,0,0,0,0,0,-1
35,1,0,0,0,0,0,0,1,1,1,1,0,0,300607,0,0,0,0,0,0,0,-1
36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2205
37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2206
38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2207
39,1,0,0,0,0,0,0,0,0,0,1,0,0,300147,0,0,0,0,0,0,0,-1
40,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1
41,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,-1
42,1,1,1,1,1,1,1,1,1,1,1,1,0,300006,0,0,0,0,0,0,0,-1
43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2186
