-1,-1,-1,			//マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
-1,				//マップパターン 0～
5,0,3,0,4,100,13,10,1,0,1,1,-1,     //0長崎県
5,0,3,0,4,100,13,10,1,0,1,1,-1,     //1佐賀県
8,0,3,0,4,100,13,10,1,0,1,1,-1,     //2鹿児島県
8,0,3,0,4,100,13,10,1,0,1,1,-1,     //3熊本県
10,0,3,0,4,100,13,10,1,0,1,1,-1,     //4宮崎県
10,0,3,0,4,100,13,10,1,0,1,1,-1,     //5大分県
16,0,3,90,32,100,13,10,1,0,1,1,-1,   //6福岡県
12,0,3,0,4,100,13,10,1,0,1,1,-1,     //7高知県
12,0,3,0,4,100,13,10,1,0,1,1,-1,     //8愛媛県
14,0,3,90,30,100,13,10,1,0,1,1,-1,  //9徳島県
18,0,3,0,4,100,13,10,1,0,1,1,-1,    //10香川県
20,0,3,0,4,100,13,10,1,0,1,1,-1,    //11山口県
18,0,3,90,31,100,13,10,1,0,1,1,-1,  //12広島県
20,0,3,0,4,100,13,10,1,0,1,1,-1,    //13島根県
24,0,3,0,4,100,13,10,1,0,1,1,-1,    //14岡山県
26,0,3,85,32,100,13,10,1,0,1,1,-1,  //15鳥取県
20,0,3,0,4,100,13,10,1,0,1,1,-1,    //16兵庫県
24,0,3,0,4,100,13,10,1,0,1,1,-1,    //17和歌山県
28,0,33,0,4,100,13,10,1,0,1,1,-1,   //18大阪府
30,0,3,0,4,100,13,10,1,0,1,1,-1,    //19京都府
24,0,3,0,4,100,13,10,1,0,1,1,-1,    //20奈良県
28,0,3,0,4,100,13,10,1,0,1,1,-1,    //21三重県
32,0,3,93,31,100,13,10,1,0,1,1,-1,  //22滋賀県
40,0,3,0,4,100,13,10,1,0,1,1,-1,    //23福井県
25,0,3,0,4,100,13,10,1,0,1,1,-1,    //24石川県
30,0,33,0,4,100,13,10,1,0,1,1,-1,   //25愛知県
32,0,3,0,4,100,13,10,1,0,1,1,-1,    //26岐阜県
36,0,3,0,4,100,13,10,1,0,1,1,-1,    //27富山県
40,0,3,90,32,100,13,10,1,0,1,1,-1,  //28静岡県
24,0,3,0,4,100,13,10,1,0,1,1,-1,    //29山梨県
26,0,3,0,4,100,13,10,1,0,1,1,-1,    //30長野県
30,0,30,0,4,100,13,10,1,0,1,1,-1,   //31新潟県
35,0,3,0,4,100,13,10,1,0,1,1,-1,    //32神奈川県
28,0,3,0,4,100,13,10,1,0,1,1,-1,    //33千葉県
30,0,3,99,31,100,13,10,1,0,1,1,-1,  //34東京都
40,0,3,0,4,100,13,10,1,0,1,1,-1,    //35埼玉県
30,0,3,0,4,100,13,10,1,0,1,1,-1,    //36群馬県
35,0,3,92,31,100,13,10,1,0,1,1,-1,  //37栃木県
40,0,3,0,4,100,13,10,1,0,1,1,-1,    //38茨城県
30,0,3,0,4,100,13,10,1,0,1,1,-1,    //39福島県
32,0,30,0,4,100,13,10,1,0,1,1,-1,   //40宮城県
35,0,3,0,4,100,13,10,1,0,1,1,-1,    //41山形県
30,0,30,0,4,100,13,10,1,0,1,1,-1,   //42岩手県
32,0,3,99,32,100,13,10,1,0,1,1,-1,  //43秋田県
40,0,31,0,4,100,13,10,1,0,1,1,-1,   //44青森県
50,0,33,0,4,100,13,10,1,0,1,1,-1,   //45北海道
50,0,3,0,4,100,13,10,1,0,1,1,-1,    //46沖縄県
50,0,4,0,4,100,13,10,1,0,1,1,-1,    //47西表島
-1,


//消費統率力			0
//クリア時の獲得XP		1 //固定のため無し。
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット	1000自衛隊キャラクター
//貰える数		0
