10,-1,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
1,						//マップパターン 0～
30,900,3,70,32,10,1006,1,-1,			//1ステージ
50,1500,3,99,31,11,1006,1,-1,			//2ステージ
75,2250,33,0,33,12,1006,1,-1,			//3ステージ
80,2400,30,0,33,13,1006,1,-1,			//4ステージ
90,2700,3,90,33,14,1006,1,-1,			//5ステージ
95,2850,3,90,32,15,1006,1,-1,			//6ステージ
100,3000,3,99,4,16,1006,1,-1,			//7ステージ
110,3300,31,90,33,20,1006,1,-1,			//8ステージ

//黎明期からの使者
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット	1000自衛隊キャラクター
//貰える数		0
