0,0,0,0,0,0,				//城番号,
5300,400000,1,1,157,12,576,0,0,0,		//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
576,1,1,1,1,100,0,0,0,400,	//ID,出現数(0で無制限),初登場F,再登場最低F,再登場最高F,城連動出現％,手前ライン,奥ライン,ボスフラグ,強さ倍率
17,0,100,200,300,100,8,9,0,1800,
558,1,250,15,15,100,1,3,0,100,
120,3,350,200,250,100,4,7,0,200,
17,3,350,10,10,100,8,9,0,1800,
17,3,1050,10,10,100,8,9,0,1800,
17,3,1850,10,10,100,8,9,0,1800,
17,3,2650,10,10,100,8,9,0,1800,
125,15,1,90,120,99,8,9,0,100,
558,2,1,450,550,99,1,3,0,100,
558,4,1,350,400,99,1,3,0,100,
120,0,1,200,250,99,4,7,0,200,
25,1,1,1,1,99,0,0,1,800,
23,0,13500,13500,13500,100,9,9,0,100,

//敵は１ステージ最大１０種類
