0|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|แผนที่ก่อนหน้านี้|
1|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|จักรวรรดิแมวบทที่ 1|
2|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|จักรวรรดิแมวบทที่ 2|
3|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|จักรวรรดิแมวบทที่ 3|
4|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|สู่อนาคตบทที่ 1|
5|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|สู่อนาคตบทที่ 2|
6|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|สู่อนาคตบทที่ 3|
7|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|แมวแห่งห้วงอวกาศบทที่ 1|
8|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|แมวแห่งห้วงอวกาศบทที่ 2|
9|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|แมวแห่งห้วงอวกาศบทที่ 3|
19|เพื่อท้าทายด่านนี้|อันดับแรกคุณต้องเคลียร์|ด่านแมวคลั่งทั้งเก้าด่าน|
20|เพื่อท้าทายด่านนี้|อันดับแรกคุณต้องเคลียร์|ด่านทั้งหมดในเรื่องราวแห่งตำนาน|
21|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์ด่านท้าทายใหม่ทั้งสี่ก่อนเข้าสู่ด่านนี้
25|เพื่อท้าทายด่านนี้|อันดับแรกคุณต้องได้|อันดับผู้ใช้ 1600 ก่อน|
26|คุณต้องเคลียร์แผนที่อีเวนต์รายเดือน|มีนาคม เมษายน และพฤษภาคมทั้งหมด|ก่อนลองเล่นด่านนี้|
27|คุณต้องเคลียร์แผนที่อีเวนต์รายเดือน|มิถุนายน กรกฎาคม และสิงหาคมทั้งหมด|ก่อนลองเล่นด่านนี้|
28|คุณต้องเคลียร์แผนที่อีเวนต์รายเดือน|ก.ย. ต.ค. และ พ.ย. ทั้งหมด|ก่อนลองเล่นด่านนี้|
29|คุณต้องเคลียร์แผนที่อีเวนต์รายเดือน|ธ.ค. ม.ค. และ ก.พ. ทั้งหมด|ก่อนลองเล่นด่านนี้|
63|คุณต้องเคลียร์แผนที่เทพที่|4, 6, 9 และ 10|ก่อนลองเล่นด่านนี้|
64|คุณต้องเคลียร์แผนที่ของทั้ง|"ไคลโอเนลเถลิงอำนาจ" และ "แม่น้ำสติกซ์"|ก่อนลองเล่นด่านนี้|
65|คุณต้องเคลียร์แผนที่ของทั้ง|"ราชาภิเษกราชินี" และ "ตายตั้งแต่เริ่ม"|ก่อนลองเล่นด่านนี้|
66|คุณต้องเคลียร์แผนที่ของทั้ง|"การแก้แค้นของราชาวาห์วาห์" และ "กำลังฝันลึก"|ก่อนลองเล่นด่านนี้|
68|คุณต้องเคลียร์แผนที่ของทั้ง|"การบิดเบือนเวลาอวกาศ" และ "ปลดปล่อยแมว"|ก่อนลองเล่นด่านนี้|
70|คุณต้องเคลียร์ด่าน "เขาอากุ"|ใน "ดินแดนอากุ"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
71|คุณต้องเคลียร์แผนที่ของทั้ง|"แรงกระแทกสีฟ้า" และ "ตายตั้งแต่เริ่ม"|ก่อนลองเล่นด่านนี้|
72|คุณต้องเคลียร์แผนที่ของทั้ง|"ราชาภิเษกราชินี" และ "กำลังฝันลึก"|ก่อนลองเล่นด่านนี้|
73|คุณต้องเคลียร์แผนที่ของทั้ง "การเถลิงอำนาจ|ของไคลโอเนล" และ "การแก้แค้นของ|ราชาวาห์วาห์" ก่อนลองเล่นด่านนี้|
108|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|แผนที่ป่าลับแห่งกาปร้าทั้งหมด|
109|เพื่อท้าทายด่านนี้|คุณต้องเคลียร์|แผนที่ทะเลทรายแอชวินีทั้งหมด|
110|เคลียร์ตอนที่ 5:|ศึกปราสาทโฮ่งด่านที่ 1|เพื่อเล่นในแผนที่นี้|
111|เคลียร์เงามืดเหนือ|อาณาจักรโฮ่งด่านที่ 5|เพื่อเล่นในแผนที่นี้|
113|เคลียร์ทุกด่านในแดนนรก|และธุระครั้งแรก|เพื่อประลองฝีมือในด่านนี้|
114|เคลียร์ทุกด่านในความยิ่งใหญ่ของวานวาน|และซีโอเนลผงาด|เพื่อท้าฝีมือในด่านนี้|
115|เคลียร์ทุกด่านในราชินีชรา|และสวรรค์ของปาปู|เพื่อท้าฝีมือในด่านนี้|
120|เคลียร์เส้นทางสู่การรวมพลัง|ตอนที่ 1 ด่านที่ 5|เพื่อท้าทายด่านนี้|
122|เคลียร์เส้นทางสู่การรวมพลัง|ตอนที่ 1 ด่านที่ 1|เพื่อท้าทายด่านนี้|
123||||
124|เคลียร์แมวพักฤดูร้อน:|สวรรค์ด่านที่ 1|เพื่อเล่นในแผนที่นี้|
100000|คุณต้องเคลียร์ทุกด่านใน|"ตำนานเริ่มขึ้นแล้ว"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100001|คุณต้องเคลียร์ทุกด่านใน|"ดินแดนความหลงใหล"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100002|คุณต้องเคลียร์ทุกด่านใน|"ทะเลกลูโคซามีน"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100003|คุณต้องเคลียร์ทุกด่านใน|"แมวว่ายน้ำ"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100004|คุณต้องเคลียร์ทุกด่านใน|"ผืนดินสุ่มเสี่ยง"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100005|คุณต้องเคลียร์ทุกด่านใน|"ถนนตะวันตก"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100006|คุณต้องเคลียร์ทุกด่านใน|"ทะเลแห่งทูน่า"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100007|คุณต้องเคลียร์ทุกด่านใน|"เกาะไม้ไผ่"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100008|คุณต้องเคลียร์ทุกด่านใน|"ถ้ำยวบยาบ"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100009|คุณต้องเคลียร์ทุกด่านใน|"ภูเขาไฟโวลเคโนส"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100010|คุณต้องเคลียร์ทุกด่านใน|"เรื่องแมวๆ ไม่มีวันจบ"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100011|คุณต้องเคลียร์ทุกด่านใน|"ปราสาทปลา"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100012|คุณต้องเคลียร์ทุกด่านใน|"เกาะซูชิ"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100013|คุณต้องเคลียร์ทุกด่านใน|"เสาเกาเล็บ"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100014|คุณต้องเคลียร์ทุกด่านใน|"วิหารพาร์เธนอน"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100015|คุณต้องเคลียร์ทุกด่านใน|"ชายหาดคลื่นต่ำ"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100016|คุณต้องเคลียร์ทุกด่านใน|"คุกอัลคาทราซ"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100017|คุณต้องเคลียร์ทุกด่านใน|"อุโมงค์แหกคุก"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100018|คุณต้องเคลียร์ทุกด่านใน|"คุกคาโปน"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100019|คุณต้องเคลียร์ทุกด่านใน|"เส้นทางสายไหม"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100020|คุณต้องเคลียร์ทุกด่านใน|"บันไดสู่ความมืด"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100021|คุณต้องเคลียร์ทุกด่านใน|"เจ้าชายแห่งความมืด"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100022|คุณต้องเคลียร์ทุกด่านใน|"คืนแห่งทางตัน"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100023|คุณต้องเคลียร์ทุกด่านใน|"แบตเทิลรอยัล"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100024|คุณต้องเคลียร์ทุกด่านใน|"แผลเป็นแห่งสงคราม"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
100025|คุณต้องเคลียร์ทุกด่านใน|"มลพิษทะเล"|ก่อนเสี่ยงเข้าไปในพื้นที่นี้!|
