Acelerador|Duplica la velocidad de batalla.|Oficiales del pase oro: vel. de batalla x3.|(Toca el icono para activar/desactivar)|＠|
Radar de tesoros|Premio garantizado al ganar una batalla.|Premios garantizados: tesoros superiores,|unidades felinas o fases de XP/fruta felina.|＠|
Gato ricachón|Gatopeón empieza la batalla al nivel máximo.|¡Aprovéchate de la ventaja en la batalla|y no gastes dinero en mejorar al Gatopeón!||
Gatomático|La IA de los gatomáticos peleará por ti.|Es tecnología gatuna, no esperes mucho.|(Toca el icono para activar/desactivar)||
Sabelotodo|Recibes 1,5 veces más de XP de lo habitual|al superar una fase. ¡Úsalo en fases|con más XP para aprovecharlo al máximo!||
Gatotirador|Repele con fuego de cobertura y el poder|de ataque cambia según la vida base gatuna.|(Toca el icono para activar/desactivar)|＠|
XP|¡Compra XP para mejorar tus unidades!|＠|＠||
NP|＠||||
dummy|＠||||
dummy|＠||||
5 000 XP|＠||||
10 000 XP|＠||||
30 000 XP|＠||||
50 000 XP|＠||||
100 000 XP|＠||||
200 000 XP|＠||||
500 000 XP|＠||||
1 000 000 XP|＠||||
2 000 000 XP|＠||||
500 000 XP|＠||||
Tique gatuno|＠||||
Tique raro|＠||||
Friskas|Sirven para comprar objetos, XP ¡y más!|＠|||
Tique de la suerte|＠||||
|＠||||
|＠||||
Tique de la suerte|＠||||
Tique de la suerte|＠||||
Tique de la suerte|＠||||
Tique de platino|＠||||
Semilla morada|La semilla de una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Semilla roja|La semilla de una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Semilla azul|La semilla de una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Semilla verde|La semilla de una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Semilla amarilla|La semilla de una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Fruta morada|Una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Fruta roja|Una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Fruta azul|Una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Fruta verde|Una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Fruta amarilla|Una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Fruta épica|Una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Semilla arcaica|La semilla de una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Fruta arcaica|Un objeto misterioso que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Semilla épica|La semilla de una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Fruta dorada|La semilla de una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠||
Tique de la suerte|＠||||
Tique de la suerte|＠||||
Tique de la suerte|＠||||
Tique de la suerte|＠||||
Tique de la suerte|＠||||
Gatojo [Especial]|Aumenta el nivel máx. de un gato especial.|※Se puede utilizar con gatos de nivel 30.|＠||
Gatojo [Raro]|Aumenta el nivel máx. de un gato raro.|※Se puede utilizar con gatos de nivel 30.|＠||
Gatojo [Superraro]|Aumenta el nivel máx. de un gato superraro.|※Se puede utilizar con gatos de nivel 30.|＠||
Gatojo [Megarraro]|Aumenta el nivel máx. de un gato megarraro.|※Se puede utilizar con gatos de nivel 30.|＠||
Gatojo [Legendario]|Aumenta el nivel máx. de un gato no normal.|※Se puede utilizar con gatos de nivel 30.|＠||
Gatamina [A]|Acorta las excursiones de Gamatoto o|el tiempo de espera de los desafíos.|O úsalo durante las fases de gatamina A.||
Gatamina [B]|Acorta las excursiones de Gamatoto o|el tiempo de espera de los desafíos.|O úsalo durante las fases de gatamina B.||
Gatamina [C]|Acorta las excursiones de Gamatoto o|el tiempo de espera de los desafíos.|O úsalo durante las fases de gatamina C.||
Gatojo [Oscuro]|Los megarraros pueden superar el nivel 50.|※ Para unidades no normales de más de nivel 30.|||
|＠||||
Ataque|Aumenta el poder de ataque de la gatorreta,|pero también aumenta el tiempo de recarga.||＠|
Alcance|Aumenta el alcance de la gatorreta.|||＠|
Recarga|Reduce el tiempo de recarga de la gatorreta.|||＠|
Eficiencia|Mejora la eficiencia del Gatopeón|para que produzca dinero más rápido.||＠|
Monedero|Aumenta la capacidad del monedero|para que puedas acumular más dinero.||＠|
Defensa de la base|Aumenta la vida de la base.|||＠|
Investigación|Aumenta la velocidad de producción de gatos.|||＠|
Rentabilidad|Aumenta la cantidad de dinero ganado|al vencer a un enemigo.||＠|
Formación|Aumenta la cantidad de XP|recibida al completar una fase.||＠|
Energía|Aumenta el límite de energía disponible.|Necesitas energía para seguir luchando.||＠|
Cat Ally: Dummy 1|＠||||
Cat Ally: Dummy 2|＠||||
Cat Ally: Dummy 3|＠||||
Cat Ally: Dummy 4|＠||||
Cat Ally: Dummy 5|＠||||
Tique de la suerte|＠||||
Tique de la suerte|＠||||
Tique de la suerte G|＠||||
100 000 XP|＠||||
|＠||||
XP|¡Compra XP para mejorar tus unidades!|＠|＠|＠|
XP|¡Compra XP para mejorar tus unidades!|＠|＠|＠|
XP|¡Compra XP para mejorar tus unidades!|＠|＠|＠|
XP|¡Compra XP para mejorar tus unidades!|＠|＠|＠|
XP|¡Compra XP para mejorar tus unidades!|＠|＠|＠|
Ladrillos|Materiales para mejorar la base gatuna.|＠|＠|＠|
Plumas|Materiales para mejorar la base gatuna.|＠|＠|＠|
Carbón|Materiales para mejorar la base gatuna.|＠|＠|＠|
Engranajes|Materiales para mejorar la base gatuna.|＠|＠|＠|
Oro|Materiales para mejorar la base gatuna.|＠|＠|＠|
Meteoritos|Materiales para mejorar la base gatuna.|＠|＠|＠|
Huesos|Materiales para mejorar la base gatuna.|＠|＠|＠|
Ingenieros|Ayudantes necesarios para construir la base.|＠|＠|＠|
Tique de la suerte|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
Liderazgo|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
|＠|||
Tique de la suerte|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
Tique de la suerte|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
Lote de regreso|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
Tique de la suerte|＠|||
Tique de la suerte G|＠
Tique de la suerte G|＠
Tique de la suerte G|＠
Tique de la suerte G|＠||
Tique de la suerte|＠|||
Tique de la suerte G|＠||
Tique de la suerte|＠|||
Tique de la suerte G|＠||
Tique de la suerte|＠|||
Bikkuriman Choco|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
Amonites|Materiales para mejorar la base gatuna.|＠|＠|＠|
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
Tique de la suerte G|＠|||
Tique legendario|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
Tique de la suerte|＠|||
Tique de la suerte G|＠|||
Tique de la suerte G|＠|||
¡3 h de gatos ricachones infinitos!|＠|||
¡3 h de gatomáticos infinitos!|＠|||
¡3 h de gatotiradores infinitos!|＠|||
Tique de la suerte G|＠|||
Tique de la suerte|＠|||
Tique de la suerte G|＠|||
Fragmento de platino|＠|||
Red legendaria|＠|||
5 000 XP|＠|||
Semilla felina de Aku|La semilla de una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠|
Fruta felina de Aku|Una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠|
|＠|||
caja misteriosa|＠|||
Semilla Felina Dorada|La semilla de una fruta mística que ayuda|a algunos gatos a liberar todo su potencial.|＠|
|＠|||
Carta de amor|＠|||
Piedra M. morada|Una piedra que permite que los gatos muten.|Quizá venga de otra dimensión.|＠|
Piedra M. roja|Una piedra que permite que los gatos muten.|Quizá venga de otra dimensión.|＠|
Piedra M. azul|Una piedra que permite que los gatos muten.|Quizá venga de otra dimensión.|＠|
Piedra M. verde|Una piedra que permite que los gatos muten.|Quizá venga de otra dimensión.|＠|
Piedra M. amarilla|Una piedra que permite que los gatos muten.|Quizá venga de otra dimensión.|＠|
Agua bendita|＠|||
Redes legendarias|＠|||
Medalla de bronce|＠|||
Medalla de plata|＠|||
Medalla de oro|＠|||
Medalla de platino|＠|||
Pase legendario|＠|||
Gema de mast. mor.|Permite a los gatos intercambiar clases.|Quizá venga de otra dimensión.|＠|
Gema de mast. roja|Permite a los gatos intercambiar clases.|Quizá venga de otra dimensión.|＠|
Gema de mast. azul|Permite a los gatos intercambiar clases.|Quizá venga de otra dimensión.|＠|
Gema de mast. ver.|Permite a los gatos intercambiar clases.|Quizá venga de otra dimensión.|＠|
Gema mast. amar.|Permite a los gatos intercambiar clases.|Quizá venga de otra dimensión.|＠|
Piedra mast. épica|Permite a los gatos intercambiar clases.|Quizá venga de otra dimensión.|＠|
Amuleto legendario|＠|||
Carta de amor|＠|||
Ladrillo Z|Un material extradimensional que puedes usar para|mejorar la estructura o estilo de base gatuna.|＠|
Plumas Z|Un material extradimensional que puedes usar para|mejorar la estructura o estilo de base gatuna.|＠|
Carbón Z|Un material extradimensional que puedes usar para|mejorar la estructura o estilo de base gatuna.|＠|
Engranajes Z|Un material extradimensional que puedes usar para|mejorar la estructura o estilo de base gatuna.|＠|
Oro Z|Un material extradimensional que puedes usar para|mejorar la estructura o estilo de base gatuna.|＠|
Meteoritos Z|Un material extradimensional que puedes usar para|mejorar la estructura o estilo de base gatuna.|＠|
Huesos Z|Un material extradimensional que puedes usar para|mejorar la estructura o estilo de base gatuna.|＠|
Amonites Z|Un material extradimensional que puedes usar para|mejorar la estructura o estilo de base gatuna.|＠|
Agua bendita|＠|||
redes legendarias|＠|||
1 000 000 XP|＠|||
Minimedalla|＠|||
Amuleto legendario|＠|||
Carta de amor|＠|||
XP|Mira un anuncio para ganar XP.|＠|＠|
Agua bendita|＠|||
Red legendaria|＠|||
Trampa legendaria|＠|||
|＠|||
Alma Legendaria|＠|||
Fondos de guerra|＠|||
|＠|||
C. tesoro bronce|＠|||
Cofre tesoro plata|＠|||
Cofre tesoro oro|＠|||
Tique de los 100 M|＠|||
Carta de amor|＠|||
Cesta legendaria|＠|||
Legendary Dumbbell|＠|||
Trampa legendaria|＠|||
C. tesoro bronce|＠|||
Cofre tesoro plata|＠|||
Cofre tesoro oro|＠|||
Billete legendario|＠|||
|＠|||
2 000 XP|＠|||
25 000 XP|＠|||
C. tesoro bronce|＠|||
Cofre tesoro plata|＠|||
Cofre tesoro oro|＠|||
