0|¡Esta es la base gatuna!|Aquí puedes prepararte para luchar.|Ataca cuando lo tengas todo listo.|＠|＠|＠|
1|¡Esta es la base gatuna!|Hay un gato nuevo|esperando a que lo mejores.|＠|＠|＠|
2|¿Tienes sed de conocimientos?|Pues toca este mensaje y|verás más consejos útiles.|＠|＠|＠|
3|Los elogios son buenos. Los elogios|merecidos son aún mejores. ¡Y solo|por esforzarte ya te mereces uno!|＠|＠|＠|
3|El conocimiento que se saca de los|cómics no deja de ser conocimiento.|＠|＠|＠|＠|
3|Después de mejorar a tus gatos,|asegúrate de volver a jugar las fases|que hayas superado menos veces.|Esas te darán más XP como premio.|¡Prueba ya!|＠|
3|Mientras haya gatos,|habrá esperanza...|＠|＠|＠|＠|
3|El ingrediente principal|para los gatos es la felicidad.|＠|＠|＠|＠|
4|Toca este mensaje para|ver más consejos útiles.|¡El aprendizaje es importante!|＠|＠|＠|
5|¡Es de bien nacidos ser agradecidos!|＠|＠|＠|＠|＠|
5|Pasa hambre.|Sé ignorante.|＠|＠|＠|＠|
5|¡A los gatos les encantan los Friskas!|¡Vivan los Friskas!|¡Vivan los Friskas!|＠|＠|＠|
6|Para conseguir algo hace falta|imaginación y acción.|＠|＠|＠|＠|
7|Ya sean gatos o personas,|son los raritos los que hacen|la vida más interesante.|＠|＠|＠|
7|¡No se juega más a The Battle Cats|hasta que termines los deberes!|＠|＠|＠|＠|
7|¡Sé valiente!|A veces, dar un pequeño paso puede|cambiarte la vida por completo.|＠|＠|＠|
7|Las crisis generan oportunidades.|＠|＠|＠|＠|＠|
7|Mejora tus habilidades de combate|en el Dojo Afilagarras. No gastarás|energía, así que podrás practicar|cuanto quieras sin consecuencias.|＠|＠|
7|¿Lo oyes? Es el maullido de un gato|dentro del corazón de cada persona.|＠|＠|＠|＠|
8|«Nyanko» es «gato» en japonés.|¡Todos los días se aprende algo!|＠|＠|＠|＠|
9|A veces mostrar debilidad es|la mejor fortaleza.|＠|＠|＠|＠|
9|Está bien llorar.|Está bien huir.|Nadie es tan fuerte.|＠|＠|＠|
9|Venga, un poco más de esfuerzo,|que eso resalta tu atractivo.|¡Demuéstrame lo que sabes!|＠|＠|＠|
9|El orgullo no vale nada cuando|se trata de asuntos del corazón.|＠|＠|＠|＠|
10|No te desanimes.|La vida es difícil.|Mañana será otro día.|＠|＠|＠|
10|Dicen que la tecnología|es producto de la conveniencia.|Ahora esa tecnología nos está|poniendo contra las cuerdas.|＠|＠|
10|Dicen que la ignorancia|da la felicidad. A veces|es mejor ir a tu rollo.|＠|＠|＠|
11|Si subes de nivel a Gamatoto,|encontrará más objetos|durante sus excursiones.|＠|＠|＠|
12|¿Tienes problemas para avanzar?|Juega fases normales para ganar|XP y subir de nivel a tus gatos.|¡Y no olvides ir a por los tesoros!|＠|＠|
13|Cuando los enemigos te avasallen,|usa una defensa de gatos duros|para retenerlos. Así ganarás tiempo|para reforzar tu equipo y triunfar.|＠|＠|
13|De vez en cuando podrás ganar|grandes bonus de XP en|la fase Megabote de XP.|Pero ten cuidado: no te tomes a la|ligera estas fases para expertos.|＠|
13|Estas fases de evento son para|jugadores de nivel intermedio.|Intenta superar las fases normales|antes de enfrentarte a estas.|＠|＠|
14|A veces podrás ganar potenciadores|al superar fases de evento. Reúne|muchos y úsalos para obtener|ventaja durante la batalla.|＠|＠|
14|Las fases de evento de fin de semana|son la mejor forma de ganar XP.|Si quieres mejorar a tus gatos, estas|son las fases que tienes que superar.|＠|＠|
14|¿Te he hablado ya de los tesoros?|Molan mucho, la verdad.|Puedes fortalecer tu ejército|solo por conseguir tesoros.|＠|＠|
14|¡Todo listo para la acción!|Hay gatos que pueden destrozar a los|enemigos rojos y negros. Echa un|vistazo a la descripción de la unidad|para ver pistas interesantes.|＠|
14|En las fases contrarreloj, cuanto|más rápido superes el nivel, más|puntos obtendrás. Y, cuanto mayor|sea tu puntuación, ¡mejor será|será el premio que consigas!|＠|
14|En las fases legendarias, si superas|todas las fases del mapa,|recibirás un bonus de Friskas.|¡Pero solo una vez!|＠|＠|
14|Los enemigos metálicos son duros,|pero me he enterado de que son|vulnerables a los golpes críticos.|＠|＠|＠|
14|Los enemigos metálicos son duros,|y ni siquiera los ataques potentes|acaban con ellos. Prueba a desplegar|antes muchos gatos baratos|y luego saca la artillería pesada.|＠|
14|¿Sigues teniendo problemas?|Intenta conseguir todos los tesoros|de los capítulos anteriores.|＠|＠|＠|
14|A veces conseguirás tiques gatunos|en las fases que tienen probabilidad|de tique. Investiga en internet|para saber cuáles son estas fases|y así llevarte un montón de tiques.|＠|
14|¿Has oído hablar sobre las fases|superdifíciles de gatos dementes?|No son para debiluchos, pero|al superarlas conseguirás|una unidad superrara.|＠|
14|En las fases de Alzados lucharás|contra las versiones mutadas de|poderosos gatos. Supéralas para|desbloquear sus formas finales.|＠|＠|
14|Vence a los temibles ciclones que|aparecen en las fases de bote|para llevarte una unidad especial.|Pueden dar miedo, pero todos los|monstruos tienen sus puntos débiles.|＠|
14|Consigue unidades en las cápsulas|para mejorar las estadísticas y las|habilidades de tus gatos. Quizá hasta|puedas desbloquear su forma final.|＠|＠|
14|¿Has terminado el modo historia?|Ponte las pilas con las fases|legendarias de nivel experto.|Supéralas todas y podrás llevarte|unidades muy poderosas.|＠|
15|¡Presentamos las fases de evento!|Estas solo estarán disponibles|durante un tiempo limitado.|＠|＠|＠|
16|¡Presentamos las fases legendarias!|Habrá fases superdifíciles, así que|si aún no te ves con fuerzas,|juega primero en los otros capítulos.|＠|＠|
17|¡Hacia el Futuro no es moco de pavo!|Si tienes problemas, vuelve al|presente para entrenar y recluta|más aliados para tu ejército.|＠|＠|
18|Los tesoros de Imperio de los Gatos|y de Hacia el Futuro son diferentes.|¡Reúnelos todos para vencer!|＠|＠|＠|
18|Supera Hacia el Futuro|para hacerte con todos los|gatocombos disponibles.|＠|＠|＠|
19|Puedes leer información sobre los|enemigos en el bestiario.|＠|＠|＠|＠|
20|Si siempre juegas en las mismas|fases, ganarás menos XP|cada vez que las superes.|＠|＠|＠|
20|¿Tienes problemas para avanzar?|Repite fases superadas para ganar|XP y subir de nivel a tus gatos.|＠|＠|＠|
20|Los milagros del Misidiós cuestan|Friskas, pero tienen efectos|superpotentes. Te ayudarán|bastante si te ves en las últimas,|así que no dudes en utilizarlos.|＠|
21|Puedes organizar las unidades|que quieras usar desde la pantalla|de organizar. Personaliza tu ejército|felino ¡y a la batalla!|＠|＠|
22|Reúne tesoros gatunos en|cada fase. Cuanto más alta sea|la calidad de esos tesoros,|mejores bonus obtendrás.|＠|＠|
23|Todas las fases de Hacia el Futuro|darán valiosos tesoros si consigues|una puntuación suficientemente alta.|＠|＠|＠|
23|Cuando descubras un gatocombo,|se quedará registrado en la lista|de gatocombos para que puedas|consultarlo cuando quieras.|＠|＠|
24|¿Vas mal de pasta? Utiliza al|gato ricachón para empezar|la batalla con el monedero lleno|y el Gatopeón bien motivado.|＠|＠|
24|La energía se recupera poco a poco.|Espera y deja que se recargue|para poder volver a la batalla.|＠|＠|＠|
24|Mejora la habilidad de investigación|para producir unidades en menos|tiempo. Más gatos en menos tiempo:|¡qué más se puede pedir!|＠|＠|
24|El Gatopeón es muy importante:|cuando sube de nivel, produce más|dinero, y eso se traduce en más|gatos. ¡Mejóralos a todos!|＠|＠|
24|Si abandonas la batalla a los|10 segundos del inicio, recuperarás|la energía que cuesta esa fase.|Tranqui, también se te devolverán|los objetos que hayas gastado.|＠|
24|¿Quieres mejorar rápido a tus gatos?|Si no tienes tiempo para superar|fases, puedes comprar más lotes|de XP en la tienda usando Friskas.|¡Echa un vistazo!|＠|
24|Los datos de guardado se|almacenan en la aplicación.|Recuérdalo, porque si la|desinstalas también perderás tu|progreso y no podrás restaurarlo.|＠|
24|Cuando actives una unidad nueva,|podrás ir a verla a la gatopedia|y recibirás un pequeño regalo.|Hazte con más aliados para tu|equipo ¡y consigue Friskas gratis!|＠|
27|En la lista de gatocombos solo verás|aquellos que puedas utilizar. Hazte|con más unidades para tu ejército|y, al mismo tiempo, descubrirás|más combinaciones poderosas.|＠|
27|Toca el nombre de algún gatocombo|desbloqueado de la lista para añadir|automáticamente esas unidades en|tu formación de combate.|＠|＠|
24|Al utilizar radares de tesoros, te|asegurarás de conseguir los tesoros|y objetos de botín tan difíciles de|obtener. ¿Te falta alguno específico?|¡Pues usa un radar de tesoros!|＠|
24|¿Ves el identificador de la parte|superior izquierda de la pantalla|de título? ¡Anótalo! Te arrepentirás|de no tenerlo cuando lo necesites.|＠|＠|
24|Toca la flecha que aparece|en la parte inferior derecha del|cuadro de información de la unidad|para ver sus rasgos y habilidades.|＠|＠|
