1652,1301,521,493,    //0ブラジル
1407,855,149,228,    //1バミューダ
1100,791,157,237,   //2NASA
1306,662,123,195,   //3ニューヨーク
1675,371,156,171,   //4グリーンランド
1378,489,206,161,  //5カナダ
430,390,133,170,  //6アラスカ
891,717,106,129,  //7ラスベガス
820,750,142,145,  //8ハリウッド
1034,931,128,73,    //9メキシコ
1311,953,104,51,    //10ジャマイカ
1366,1131,128,157,   //11コロンビア
1371,1326,100,78,    //12マチュピチュ
975,1439,205,193,    //13イースター島
1450,1617,249,251,   //14アルゼンチン
2850,1567,152,244,   //15南アフリカ
2549,1106,103,111,   //16ガーナ
2639,921,186,135,   //17サハラ
2910,868,111,100,   //18エジプト
3097,904,150,177,   //19サウジアラビア
3017,1197,129,113,   //20ケニア
3124,1435,127,208,   //21マダガスカル
3402,1321,167,133,   //22深淵の大渦
4188,1497,78,123,    //23オーストラリア
3802,1150,118,203,   //24シンガポール
3915,905,155,142,    //25香港
3768,982,77,104,   //26タイ
3575,834,110,125,    //27ネパール
3494,934,136,206,  //28インド
3226,863,154,79,  //29ドバイ
2980,708,129,122,   //30トルコ
2820,735,187,177,  //31ギリシャ
2688,680,157,124,   //32イタリア
2593,647,158,113,   //33モナコ
2448,697,101,58,   //34スペイン
2535,604,120,94,    //35フランス
2634,551,178,167,   //36ドイツ
2622,470,192,153,  //37デンマーク
2464,504,128,133,  //38イギリス
2639,400,133,131,   //39ノルウェー
3062,467,133,192,  //40ロシア
3795,608,155,142,  //41モンゴル
3833,776,126,170,   //42中国
4012,877,155,142,   //43台湾
4094,732,91,88,     //44韓国
4232,732,118,111,   //45日本
2171,1472,270,307,    //46浮遊大陸
2203,2300,44,34,     //47月
