＠|＠|＠|＠|＠|＠|＠|			//ネコ
＠|＠|＠|＠|＠|＠|＠|			//タンクネコ
＠|＠|＠|＠|＠|＠|＠|			//バトルネコ
＠|＠|＠|＠|＠|＠|＠|			//キモネコ
＠|＠|＠|＠|＠|＠|＠|			//ウシネコ
＠|＠|＠|＠|＠|＠|＠|			//ネコノトリ
＠|＠|＠|＠|＠|＠|＠|			//ネコフィッシュ
＠|＠|＠|＠|＠|＠|＠|			//ネコトカゲ
＠|＠|＠|＠|＠|＠|＠|			//巨神ネコ
＠|＠|＠|＠|＠|＠|＠|			//ネコ女優
＠|＠|＠|＠|＠|＠|＠|			//カンフーにゃんこ
＠|＠|＠|＠|＠|＠|＠|			//Mr.
＠|＠|＠|＠|＠|＠|＠|			//猫縛り
＠|＠|＠|＠|＠|＠|＠|			//女王猫
＠|＠|＠|＠|＠|＠|＠|			//ネコの箱詰め
＠|＠|＠|＠|＠|＠|＠|			//ネコパンツ
การวิวัฒน์ร่างจริงทำให้เพิ่ม|การป้องกัน มีโอกาสคริติคอลดีขึ้น|แถมได้รับความสามารถคลื่นจิ๋ว|＠|การวิวัฒน์ร่างจริงทำให้เพิ่ม|การป้องกัน มีโอกาสคริติคอลดีขึ้น|แถมได้รับความสามารถคลื่นจิ๋ว|			//もねこ
＠|＠|＠|＠|＠|＠|＠|			//ネコリンリン
＠|＠|＠|＠|＠|＠|＠|			//ネコ忍者
＠|＠|＠|＠|＠|＠|＠|			//ネコゾンビ
＠|＠|＠|＠|＠|＠|＠|			//ネコざむらい
＠|＠|＠|＠|＠|＠|＠|			//スモウネコ
＠|＠|＠|＠|＠|＠|＠|			//ネコフィーバー
＠|＠|＠|＠|＠|＠|＠|			//ネコスカート
＠|＠|＠|＠|＠|＠|＠|			//ネコヴァルキリー
＠|＠|＠|＠|＠|＠|＠|			//ネコムート
＠|＠|＠|＠|＠|＠|＠|			//ケリ姫
＠|＠|＠|＠|＠|＠|＠|			//ネコひめ
＠|＠|＠|＠|＠|＠|＠|			//ネコカプセル
＠|＠|＠|＠|＠|＠|＠|			//マスクオブネコ
