1|Récupère tous les trésors<br>pour améliorer tes Chats !
1|Termine le chapitre 2 pour<br>obtenir une unité spéciale !
1|Récupère les trésors de<br>l'Empire pour le Futur !
1|Conquiers la planète !
2|Termine le chapitre 2 pour<br>une unité spéciale !
2|Conquiers la planète !
3|Il reste des trésors<br>dans le Chapitre 2
3|Termine le chapitre 3 pour<br>une unité spéciale !
4|Termine le chapitre 3 pour<br>un cadeau spécial !
4|Conquiers la planète !
5|Récupérer + de trésors rend<br>tes Chats plus puissants !
5|Les trésors de l'Empire<br>sont utiles dans le Futur !
5|Les trésors t'aideront dans<br>le Futur et les Niv. légend. !
5|Il reste des trésors<br>dans l'Empire...
6|Les Chats règnent sur le<br>monde ! Félicitations !
6|Tu as trouvé tous les trésors !<br>Bien joué !
7|Il reste des trésors<br>dans le Chapitre 1
8|Il reste des trésors<br>dans le Chapitre 1
9|Il reste des trésors<br>dans le Chapitre 1
10|Taux d’obt. de trésors aug. !<br>
10|Taux d’obtention<br>de trésors ↑ !
11|Taux d’obt. de trésors aug. !<br>
11|Taux d’obtention<br>de trésors ↑ !
12|Taux d’obt. de trésors aug. !<br>
12|Taux d’obtention<br>de trésors ↑ !
13|Il est temps d'envahir<br>le Futur !
13|Le futur te réserve plein<br>d’ennemis hyper balèzes !
13|Conquiers le Futur !
14|Il reste des trésors<br>dans le Chapitre 1
14|Trouve des trésors pour plus<br>de puissance dans le Futur !
15|Débloque des combos félins<br>à la fin du chapitre 2 !
15|Il reste des trésors<br>dans le Chapitre 1
16|Termine le chapitre 3 et<br>obtiens une unité spéciale !
16|Le chapitre 3 t’attend !
16|Il reste des trésors<br>dans le Chapitre 2
17|Termine le chapitre 3 et<br>débloque des combos félins !
17|Trouve des trésors pour<br>terminer le chapitre 3 !
18|Il reste des trésors<br>dans le Futur...
18|Bravo pour le chapitre 3<br>de Vers le futur !
19|Les Chats règnent sur le temps<br>et l’espace ! Félicitations !
19|Tu as trouvé tous les trésors !<br>Bien joué !
20|Niveau événement disponible.
19|Les niveaux Guerrilla<br>à durée limitée sont là !
22|Collaboration ponctuelle<br>en ce moment !
21|Niveaux spéciaux<br>à durée limitée !
24|Événement demi-Charburant<br>En ce moment dans le ch. 1 !
24|Les niveaux du ch. 1<br>nécéssitent que la moitié du Charburant !
25|Événement demi-Charburant<br>En ce moment dans le ch. 2 !
25|Joue des niveaux du ch. 2<br>pour la moitié du Charburant !
26|Événement demi-Charburant<br>En ce moment dans le ch. 3 !
26|Joue des niveaux du ch. 3<br>pour la moitié du Charburant !
27|Événement demi-Charburant<br>dans les chapitres 1 et 2 !
27|Les niveaux des ch. 1 et 2<br>nécéssitent que la moitié du Charburant !
28|Événement demi-Charburant<br>dans les chapitres 1 et 3 !
28|Les niveaux des ch. 1 et 3<br>nécéssitent que la moitié du Charburant !
29|Événement demi-Charburant<br>dans les chapitres 2 et 3 !
29|Les niveaux des ch. 2 et 3<br>nécéssitent que la moitié du Charburant !
30|Événement demi-Charburant<br>en ce moment !
30|Charburant à -50 %<br>dans tous les chapitres !
31|Événement demi-Charburant<br>En ce moment dans le ch. 1 !
31|Les niveaux du ch. 1<br>nécéssitent que la moitié du Charburant !
32|Événement demi-Charburant<br>En ce moment dans le ch. 2 !
32|Joue des niveaux du ch. 2<br>pour la moitié du Charburant !
33|Événement demi-Charburant<br>En ce moment dans le ch. 3 !
33|Joue des niveaux du ch. 3<br>pour la moitié du Charburant !
34|Événement demi-Charburant<br>dans les chapitres 1 et 2 !
34|Les niveaux des ch. 1 et 2<br>nécéssitent que la moitié du Charburant !
35|Événement demi-Charburant<br>dans les chapitres 1 et 3 !
35|Les niveaux des ch. 1 et 3<br>nécéssitent que la moitié du Charburant !
36|Événement demi-Charburant<br>dans les chapitres 2 et 3 !
36|Les niveaux des ch. 2 et 3<br>nécéssitent que la moitié du Charburant !
37|Événement demi-Charburant<br>en ce moment !
37|Charburant à -50 %<br>dans tous les chapitres !
38|Événement demi-Charburant<br>dans les niveaux spéciaux !
39|Invasions zombies<br>dans le chapitre 1 !
40|Invasions zombies<br>dans le chapitre 2 !
41|Invasions zombies<br>dans le chapitre 3 !
42|Invasions zombies<br>dans les chapitres 1 et 2 !
43|Invasions zombies<br>dans les chapitres 1 et 3 !
44|Invasions zombies<br>dans les chapitres 2 et 3 !
45|Invasions zombies<br>PARTOUT !
46|Événement de classement<br>en ce moment !
47|Événement terminé !<br>Classement en cours...
48|Découvre le classement final !
49|Le Cosmos<br>t'attend !
49|L’espace regorge d’ennemis<br>trop balèzes !
49|Conquiers le Cosmos !
50|Cosmos ch. 1<br>TERMINÉ !
50|Il reste des trésors<br>dans le Chapitre 1
51|Obtiens des trésors du ch. 2<br>pour de super récompenses !
51|Trouve des trésors pour plus<br>de puissance dans le Cosmos !
52|Trouve tous les trésors<br>des ch. de Vers le futur !
53|Il reste des trésors<br>dans les Chapitres 1 et 2
54|Il reste des trésors<br>dans le Chapitre 1
55|Il reste des trésors<br>dans le Chapitre 2
56|Conquiers la planète !
57|Il reste des trésors<br>dans le Chapitre 2
58|Il reste des trésors<br>dans le Chapitre 1
59|Termine le ch. 2 du futur pour<br>obtenir un Chat puissant !
60|Trouve tous les trésors des<br>ch. de L’empire des Chats !
61|Cosmos ch. 3<br>terminé !
62|Il reste des trésors<br>dans le Chapitre 1
62|Trouve des trésors pour plus<br>de puissance dans le Cosmos !
63|Cosmos ch. 3<br>terminé !
63|Il reste des trésors<br>dans le Chapitre 2
64|Il reste des trésors<br>dans le Chapitre 1
64|Trouve des trésors pour plus<br>de puissance dans le Cosmos !
65|Obtiens des trésors du ch. 3<br>pour de super récompenses !
65|Trouve des trésors pour<br>terminer le chapitre 3 !
66|Il reste des trésors<br>dans les Chapitres 1 et 2
67|Il reste des trésors<br>dans le Chapitre 1
68|Il reste des trésors<br>dans le Chapitre 2
69|Il reste des trésors<br>dans le Chapitre 2
70|Il reste des trésors<br>dans le Cosmos
70|Cosmos ch. 3<br>terminé ! Bravo !
71|Les Chats règnent sur<br>la galaxie ! Félicitations !
71|Tu as trouvé tous les trésors !<br>Bien joué !
72|Événement demi-Charburant<br>En ce moment dans le ch. 1 !
72|Les niveaux du ch. 1<br>nécéssitent que la moitié du Charburant !
73|Événement demi-Charburant<br>En ce moment dans le ch. 2 !
73|Joue des niveaux du ch. 2<br>pour la moitié du Charburant !
74|Événement demi-Charburant<br>En ce moment dans le ch. 3 !
74|Joue des niveaux du ch. 3<br>pour la moitié du Charburant !
75|Événement demi-Charburant<br>dans les chapitres 1 et 2 !
75|Les niveaux des ch. 1 et 2<br>nécéssitent que la moitié du Charburant !
76|Événement demi-Charburant<br>dans les chapitres 1 et 3 !
76|Les niveaux des ch. 1 et 3<br>nécéssitent que la moitié du Charburant !
77|Événement demi-Charburant<br>dans les chapitres 2 et 3 !
