0,81,-1,-1,-1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
4,					//マップパターン 0～
190,3610,3,100,3,10,6,361000,1,1,3,1,-1,			//1ステージ
170,3230,32,100,32,10,6,323000,1,1,0,1,-1,		//2ステージ
170,3230,31,100,31,10,6,323000,1,1,4,1,-1,			//3ステージ
180,3420,3,99,48,10,6,342000,1,1,5,1,-1,		//4ステージ
180,3420,47,100,47,10,6,342000,1,1,3,1,-1,			//5ステージ
190,3610,67,100,67,10,6,361000,1,1,0,1,-1,		//6ステージ
200,3800,4,100,4,10,6,380000,1,1,2,1,-1,		//7ステージ
800,15200,4,100,4,10,6,1520000,1,1,1,1,-1,		//8ステージ

//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット
//貰える数
