77,91,85,1,		//下地のカラーR,G,B,点線,
100
279,255
445,280
265,352
393,406
376,528
254,574
253,676
461,685
389,770
370,866
257,916
442,971
376,1040
278,1138
453,1211
328,1258
253,1327
395,1327
340,1410
433,1490
281,1506
238,1599
334,1612
414,1710
264,1811
396,1866
308,1945
432,1970
320,2127
424,2182
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
//ステージ数
//x,y,
