提神飲料|戰鬥中工作狂貓的|金錢生產量大幅提高中！|
巨大金庫|戰鬥中工作狂貓的|錢包容量大幅提高中！|
時間縮短鐘|戰鬥中角色的|生產速度加快中！|
賢者之石|過關時的|經驗值增加中！|
銅牆鐵壁|城堡的體力|大幅提高中！|
無敵收銀機|每次打倒敵人時能得到的|金錢正在增加中！|
傳說的貓之盾|角色的體力|超大幅提高中！|
傳說的貓咪神劍|角色的攻擊力|超大幅增強中！|
新能源核心|貓咪砲的|攻擊力加強中！|
超強渦輪機|貓咪砲的|充電速度加快中！|
經營聖經|統率力的|最大值提高中！|
？？？|發動時所需的|寶物還未集滿|
？？？|全部集滿之後戰鬥中|金錢生產量會大幅提高！|
？？？|全部集滿之後戰鬥中|錢包容量會大幅提高！|
？？？|全部集滿之後戰鬥中|可以縮短角色的生產時間|
？？？|全部集滿之後過關時|獲得的經驗值會大幅提高！|
？？？|全部集滿之後|城堡的體力會大幅提高！|
？？？|全部集滿之後打倒敵人時|所獲得的金錢會大幅提高！|
？？？|全部集滿之後角色的|體力會超大幅增加！|
？？？|全部集滿之後角色的|攻擊力會超大幅加強！|
？？？|全部集滿之後貓咪砲的|攻擊力會大幅增加！|
？？？|全部集滿之後可以縮短|貓咪砲的充電時間！|
？？？|全部集滿之後能增加|統率力的最大值！|
