57,59,82,1,					//下地のカラー
49
263,2469,118,111,	//00長崎
320,2374,91,88,		//01佐賀
327,2694,126,170,	//02鹿児島
401,2609,155,142,	//03熊本
502,2670,133,192,	//04宮崎
573,2485,133,131,	//05大分
477,2331,128,133,	//06福岡
903,2493,192,153,	//07高知
909,2387,178,167,	//08愛媛
1124,2412,120,94,	//09徳島
1094,2353,101,58,	//10香川
664,2247,158,113,	//11山口
890,2206,157,124,	//12広島
897,2093,187,177,	//13島根
1095,2160,129,122,	//14岡山
1191,2084,154,79,	//15鳥取
1302,2207,136,206,	//16兵庫
1337,2461,110,125,	//17和歌山
1406,2336,77,104,	//18大阪
1452,2232,134,152,	//19京都
1457,2418,75,118,	//20奈良
1562,2395,118,203,	//21三重
1539,2272,78,123,	//22滋賀
1615,2086,167,133,	//23福井
1701,2014,127,208,	//24石川
1707,2302,129,113,	//25愛知
1775,2128,150,177,	//26岐阜
1886,1976,111,100,	//27富山
1893,2383,186,135,	//28静岡
2020,2360,0,0,		//29富士山
2030,2257,103,111,	//30山梨
1962,2120,152,244,	//31長野
2152,1942,249,251,	//32新潟
2127,2336,100,78,	//33神奈川
2327,2367,128,157,	//34千葉
2230,2292,104,51,	//35東京
2165,2200,128,73,	//36埼玉
2194,2086,142,145,	//37群馬
2325,2065,106,129,	//38栃木
2399,2167,133,170,	//39茨城
2495,1957,206,161,	//40福島
2586,1745,156,171,	//41宮城
2481,1614,123,195,	//42山形
2802,1455,157,237,	//43岩手
2641,1295,149,228,	//44秋田
2766,1165,205,193,	//45青森
3270,589,521,493,	//46北海道
1022,890,0,0,	//47沖縄
65,1024,0,0,		//48西表島

//ステージ数
//x,y,統率力,XP
