0,100
1,100
2,100
3,100
4,100
5,100
6,100
7,100
8,100
13,100
9,100
14,100
10,100
15,100
22,100
11,100
12,100
18,100
16,100
17,100
21,100
23,100
24,100
47,100
48,100
46,100
31,100
42,100
41,100
36,100
39,100
33,100
49,100
38,100
51,100
52,100
54,100
40,100
37,100
35,100
34,100
53,100
56,100
50,100
43,100
64,100
70,100
69,100
112,100
71,100
179,100
236,100
294,100
377,100
560,100
438,100
32,100
44,100
59,100
45,100
116,100
114,100
113,100
115,100
117,100
118,100
119,100
123,100
124,100
125,100
146,100
147,100
149,100
148,100
160,100
167,100
169,100
173,100
170,100
171,100
174,100
175,100
168,100
172,100
178,100
177,100
176,100
182,100
183,100
184,100
180,100
181,100
205,100
207,100
206,100
58,100
208,100
209,100
210,100
211,100
212,100
232,100
235,100
255,100
258,100
254,100
256,100
261,100
266,100
267,100
271,100
272,100
185,100
280,100
284,100
285,100
286,100
287,100
288,100
289,100
290,100
291,100
292,100
293,100
303,100
304,100
309,100
310,100
316,100
317,88
318,100
340,100
354,100
355,100
360,100
361,100
362,100
363,100
364,100
365,100
366,100
367,100
375,100
379,100
257,100
380,100
387,100
388,100
405,100
406,100
407,100
412,100
413,100
414,100
420,100
417,100
418,100
419,75
423,100
424,100
427,100
428,100
431,100
57,100
443,100
444,100
445,100
446,75
447,100
450,100
468,100
469,100
477,100
479,100
491,100
492,82
493,100
495,100
496,100
497,100
498,100
506,100
511,100
512,100
513,100
514,100
516,100
517,100
521,100
526,100
527,100
538,100
535,100
541,100
547,100
549,100
551,100
552,100
553,100
554,100
555,100
556,100
557,100
558,100
559,100
570,100
571,75
572,100
573,100
584,100
583,100
585,100
586,100
587,100
588,100
592,100
499,100
510,100
515,100
525,100
594,100
593,100
637,100
683,100
599,100
600,100
603,100
604,100
605,100
606,100
607,100
608,100
609,100
610,100
611,100
612,100
613,100
614,100
615,100
624,100
627,100
628,100
629,100
630,100
634,100
636,100
638,100
639,100
640,100
641,100
642,100
643,75
649,100
650,100
652,100
653,100
654,100
655,100
658,100
659,85
677,100
679,100
680,100
682,100
692,100
694,100
697,100
698,100
700,100
699,100
713,100
714,100
715,100
722,100
723,100
729,100
735,100
62,100
63,100
65,100
66,100
67,100
75,100
76,100
77,100
78,100
79,100
80,100
81,100
82,100
83,100
84,100
85,100
86,76
87,100
99,100
100,100
101,100
102,100
103,100
104,100
105,100
106,100
107,100
108,100
109,100
110,100
111,100
126,100
127,100
128,100
129,100
130,100
131,100
132,100
133,100
134,100
135,100
136,100
137,100
138,100
139,100
140,100
156,100
197,100
198,100
199,100
213,100
230,100
231,100
233,100
234,100
242,100
243,100
244,100
245,100
246,100
247,100
248,100
249,100
250,100
251,100
252,100
253,100
260,100
262,87
263,100
265,100
270,100
279,100
281,100
282,100
295,100
296,76
306,100
307,100
308,100
311,100
633,100
719,100
322,100
323,100
324,100
325,100
326,100
327,100
328,100
329,100
330,100
331,100
332,100
336,100
337,100
338,100
341,100
342,100
343,100
344,100
345,100,1144
356,100
357,100,1153
358,100
359,100
389,100
390,100
396,100
397,100
398,100
411,100
416,100
421,100
422,100
425,100
426,100
430,100
434,100
437,100
439,100
440,100
442,100
449,100
457,100
478,100
539,100
548,100
561,100
562,100
563,100
576,100
577,100
578,100
580,100
581,100
582,100
589,100
590,62,1282
598,100
616,100
625,62,24057
635,100
660,100
661,100
662,100
663,100
664,100
665,100
666,100
667,100
668,100
674,100
672,62,24066
670,100,24066
685,100,24066
684,100,24066
695,100
696,100
701,100
702,100,1385
703,100,1385
704,100,1385
705,100,1385
706,100,1385
707,100,1385
708,62,1385
712,100
711,100,24069
716,100
717,100
186,62,1396
718,100
721,100,1401
736,100
737,100
88,100,2008
89,100,2008
90,100,2008
91,100,2008
92,100,2008
93,100,2008
94,100,2008
95,100,2008
96,100,2008
97,100,2008
98,100,2008
163,100,2008
164,100,2008
165,100,2008
166,100,2008
346,100,2008
347,100,2008
348,100,2008
349,100,2008
350,100,2008
150,100,2088
151,100,2088
152,100,2088
153,100,2088
154,100,2088
155,100,2088
214,100,2024
215,100,2024
216,100,2024
217,100,2024
218,100,2024
219,100,2024
220,100,2024
221,100,2024
222,100,2024
223,100,2024
224,100,2024
225,100,2024
226,100,2024
227,100,2024
228,100,2024
229,100,2024
686,100,2214
687,100,2214
688,100,2216
689,100,2216
690,100,2216
691,100,2216
158,100,2166
159,100,2166
259,100,2166
339,100,2166
408,100,2166
461,100,2166
507,100,2166
646,100,2166
452,100,2092
453,100,2092
454,100,2092
455,100,2092
456,100,2092
518,100,2092
519,100,2092
520,100,2092
189,100,2021
192,100,2021
191,100,2021
193,100,2021
194,100,2021
195,100,2021
190,100,2021
196,100,2021
675,100,2021
278,100,2173
579,100,2173
273,100,2173
275,100,2173
274,100,2173
276,100,2173
277,70,2173
429,100,2173
724,100,2223
725,100,2223
726,100,2223
727,100,2223
728,100,2223
730,100,2224
731,100,2224
732,100,2224
733,100,2224
392,100,2065
393,100,2065
394,100,2065
395,100,2065
464,67,2065
647,100,2065
740,100,2065
