-1,-1,-1,					//マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
-1,								//マップパターン 0～
50,0,48,99,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,9000,13,10,7500,3,1,-1,     //0沈没日本
50,0,3,100,3,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,9000,13,10,7500,6,50000,-1,     //1韓国
52,0,30,100,30,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,9000,13,10,7500,0,1,-1,     //2中国
52,0,32,90,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,9000,13,10,7500,6,60000,-1,     //3モンゴル
54,0,31,100,31,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,9000,13,10,7500,3,1,-1,    //4ロシア
54,0,48,90,47,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,7500,11,1,7000,6,70000,-1,    //5ノルウェー
55,0,30,100,30,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,7000,6,80000,-1,  //6イギリス
52,0,3,90,30,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,7000,0,1,-1,    //7デンマーク
54,0,32,100,32,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,7000,6,90000,-1,    //8ドイツ
55,0,48,90,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,7000,5,1,-1,  //9フランス
60,0,3,100,3,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,6500,6,96000,-1,    //10スペイン
58,0,32,90,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6500,13,10,5500,6,100000,-1,    //11モナコ
60,0,31,100,31,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,6000,3,1,-1,  //12イタリア
62,0,30,100,30,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,6000,0,1,-1,    //13ギリシャ
65,0,3,100,3,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,6000,6,110000,-1,    //14トルコ
