25,-1,-1,1,1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
0,					//マップパターン 0～
30,570,3,99,33,1,1,1,-3,-1,		//1ステージ
40,760,3,99,33,1,55,3,-3,-1,		//2ステージ
50,950,3,99,33,1,11,1,-3,-1,		//3ステージ
60,1140,3,99,33,1,85,5,-3,-1,		//4ステージ
70,1330,3,99,33,1,6,250000,-3,-1,		//5ステージ
70,1330,3,99,33,1,56,3,-3,-1,		//6ステージ
80,1520,3,99,33,1,86,5,-3,-1,		//7ステージ
80,1520,3,99,33,1,87,5,-3,-1,		//8ステージ
80,1520,3,99,33,1,11,2,-3,-1,		//9ステージ
90,1710,3,99,33,1,6,500000,-3,-1,		//10ステージ
90,1710,3,99,33,1,57,3,-3,-1,		//11ステージ
100,1900,3,99,33,1,88,5,-3,-1,		//12ステージ
100,1900,3,99,33,1,89,5,-3,-1,		//13ステージ
100,1900,3,99,33,1,11,3,-3,-1,		//14ステージ
110,2090,3,99,33,1,6,750000,-3,-1,		//15ステージ
110,2090,3,99,33,1,90,5,-3,-1,		//16ステージ
130,2470,3,99,33,1,105,1,-3,-1,		//17ステージ
130,2470,3,99,33,1,91,5,-3,-1,		//18ステージ
130,2470,3,99,33,1,6,1000000,-3,-1,		//19ステージ
150,2850,3,99,33,1,12,1,-3,-1,		//20ステージ


//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー
//貰える数		0
