3,0,0,0,0,0,   //城番号,,,,,,,,,,,,,,,
5800,1300000,1,1,1053,20,0,0,0,0,,//幅,,城体力,,生産最低F,生産最高F,,背景種類,,出現最大数,以後未使用
268,1,150,1,1,100,1,1,1,150
586,3,150,20,20,100,8,9,0,400
554,0,150,500,600,100,5,7,0,600
559,2,250,1500,1500,100,0,0,0,200
638,5,300,600,700,100,3,4,0,600
681,0,400,500,600,100,5,7,0,100
586,3,750,20,20,100,8,9,0,400
588,1,1200,1500,1500,100,2,2,0,100
586,3,1350,20,20,100,8,9,0,400
586,3,1950,20,20,100,8,9,0,400
586,3,2550,20,20,100,8,9,0,400
586,3,3150,20,20,100,8,9,0,400
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
0,0,0,0,0,0,0,9,0,100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,,,,,,,,,,,
