【Piccolo dolce 1】<br>Hai ricevuto 5000 XP!	Giorno 1	//ログイン1日目獲得文章
【Piccolo dolce 2】<br>Hai ricevuto 1 accelerazione!	Giorno 2	//ログイン2日目獲得文章
【Piccolo dolce 3】<br>Hai ricevuto 1 Gatto riccone!	Giorno 3	//ログイン3日目獲得文章
【Piccolo dolce 4】<br>Hai ricevuto 10.000 XP!	Giorno 4	//ログイン4日目獲得文章
【Piccolo dolce 5】<br>Hai ricevuto 1 radar tesori!	Giorno 5	//ログイン5日目獲得文章
【Piccolo dolce 6】<br>Hai ricevuto 1 Gatto CPU!	Giorno 6	//ログイン6日目獲得文章
【Piccolo dolce 7】<br>Hai ricevuto 15.000 XP!	Giorno 7	//ログイン7日目獲得文章
【Piccolo dolce 8】<br>Hai ricevuto 1 Gatto cecchino!	Giorno 8	//ログイン8日目獲得文章
【Piccolo dolce 9】<br>Hai ricevuto 1 biglietto raro!	Giorno 9	//ログイン9日目獲得文章
【Piccolo dolce 10】<br>Hai ricevuto 20.000 XP!	Giorno 10	//ログイン10日目獲得文章
【Piccolo dolce 11】<br>Hai ricevuto 1 Gatto CPU!	Giorno 11	//ログイン11日目獲得文章
【Piccolo dolce 12】<br>Hai ricevuto 1 radar tesori!	Giorno 12	//ログイン12日目獲得文章
【Piccolo dolce 13】<br>Hai ricevuto 1 miaobiglietto!	Giorno 13	//ログイン13日目獲得文章
【Piccolo dolce 14】<br>Hai ricevuto 1 Gatto secchione!	Giorno 14	//ログイン14日目獲得文章
