0,0,200,400,700,1100,1600,2200,2900,3700,4600,5600,0,0,0,0,10000,0,20,19,30,10,10,19001,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
1,0,400,700,1600,2800,4300,6100,8200,10600,13300,16300,0,0,10,0,12000,0,20,19,30,10,10,19002,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
3,0,600,900,1800,3000,4500,6300,8400,10800,13500,16500,0,0,20,0,14000,0,20,19,30,10,10,19003,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
6,0,700,1300,2200,3400,4900,6700,8800,11200,13900,16900,0,0,30,0,16000,0,20,19,30,10,10,19004,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
9,4000,800,1500,2400,3600,5100,6900,9000,11400,14100,17100,0,0,40,0,16000,0,20,19,30,10,10,19005,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
12,5000,900,2000,3200,4800,6800,9200,12000,15200,18800,22800,0,0,50,0,17000,0,20,19,30,10,10,19006,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
16,6000,1300,2500,4000,6000,8500,11500,15000,19000,23500,28500,0,0,60,0,18000,0,20,19,30,10,10,19007,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
20,7000,1800,3000,4800,7200,10200,13800,18000,22800,28200,34200,0,0,70,0,20000,0,20,19,30,10,10,19008,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
24,8000,2000,3500,6200,9800,14300,19700,26000,33200,41300,50300,0,0,80,0,24000,0,20,19,30,10,10,19009,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,20,90,0,0,0,0,0,0,1,0,0,-1,-1
7,150,800,1600,3100,5100,7600,10600,14100,18100,22600,27600,1,1,1000090,1,999,3,20,0,-1,10,10,10010,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
36,240,500,1500,5100,9900,15900,23100,31500,41100,51900,63900,1,1,1000080,0,999,3,20,0,-1,10,10,10011,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
11,160,900,1500,3900,7100,11100,15900,21500,27900,35100,43100,1,1,1000130,1,999,3,20,0,-1,10,10,10012,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
29,150,300,700,2200,4200,6700,9700,13200,17200,21700,26700,1,1,1000060,0,999,3,20,0,-1,10,10,10013,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
32,150,300,700,2500,4900,7900,11500,15700,20500,25900,31900,1,1,1000070,0,999,3,20,0,-1,10,10,10014,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
20,90,2500,3000,3900,5100,6600,8400,10500,12900,15600,18600,1,1,1000040,0,999,3,20,0,-1,10,10,10015,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
35,90,700,1300,2800,4800,7300,10300,13800,17800,22300,27300,1,1,1000120,1,999,3,20,0,-1,10,10,10016,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
0,0,50,100,3100,7100,12100,18100,25100,33100,42100,52100,0,1,1000150,0,999,3,20,0,-1,10,10,15017,0,30,-1,500000,31,3,32,3,34,3,43,1,164,1,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
0,0,100,300,1500,3100,5100,7500,10300,13500,17100,21100,0,1,1000100,0,999,3,20,0,-1,10,10,10018,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
6,50,300,500,1400,2600,4100,5900,8000,10400,13100,16100,1,1,1000000,0,999,3,20,0,-1,10,10,10019,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
16,120,600,1200,2700,4700,7200,10200,13700,17700,22200,27200,1,1,1000030,0,999,3,20,0,-1,10,10,10020,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
12,90,500,900,1800,3000,4500,6300,8400,10800,13500,16500,1,1,1000020,0,999,3,20,0,-1,10,10,10021,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
9,150,400,600,1500,2700,4200,6000,8100,10500,13200,16200,1,1,1000010,0,999,3,20,0,-1,10,10,10022,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
24,90,200,400,1000,1800,2800,4000,5400,7000,8800,10800,1,1,1000050,0,999,3,20,0,-1,10,10,10023,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
23,90,700,1300,2800,4800,7300,10300,13800,17800,22300,27300,1,1,1000110,1,999,3,20,0,-1,10,10,10024,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
48,0,5000,8000,12200,17800,24800,33200,43000,54200,66800,80800,0,1,1910000,1,999,3,20,0,-1,10,10,18025,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
48,0,8000,10000,16000,24000,34000,46000,60000,76000,94000,114000,0,1,1910010,2,999,3,20,0,-1,10,10,18026,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
0,0,9000,13000,17000,21000,24000,27000,30000,35000,40000,50000,0,1,1500000,0,999,3,20,0,-1,10,10,10027,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
0,0,9000,13000,17000,21000,24000,27000,30000,35000,40000,50000,0,1,1500010,0,999,3,20,0,-1,10,10,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
0,0,2500,3000,3900,5100,6600,8400,10500,12900,15600,18600,0,1,1000180,0,999,1,20,0,-1,10,10,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
0,0,1300,2500,4000,6000,8500,11500,15000,19000,23500,28500,0,1,1000190,0,999,1,20,0,-1,10,10,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
0,0,6250,8200,12400,17800,24800,42400,64500,93000,148000,298000,2,3,3000080,0,478000,2,20,9,-1,10,10,15031,0,30,-1,500000,38,4,35,2,37,1,39,1,40,1,0,0,0,0,0,0,0,0,0,0,0,30,50,70,0,0,0,0,2,0,15,0,0,-1,-1
0,0,6250,8200,12400,17800,24800,42400,64500,93000,148000,298000,2,3,3000070,0,478000,2,20,9,-1,10,10,15032,0,30,-1,500000,38,4,35,1,36,1,39,2,42,1,0,0,0,0,0,0,0,0,0,0,0,30,50,70,0,0,0,0,2,0,15,0,0,-1,-1
0,0,6250,8200,12400,17800,24800,42400,64500,93000,148000,298000,2,3,3000000,0,478000,2,20,9,-1,10,10,15033,0,30,-1,500000,35,2,36,4,37,1,39,1,40,1,0,0,0,0,0,0,0,0,0,0,0,30,50,70,0,0,0,0,2,0,15,0,0,-1,-1
0,0,6250,8200,12400,17800,24800,42400,64500,93000,148000,298000,2,3,3000030,0,478000,2,20,9,-1,10,10,15034,0,30,-1,500000,38,4,35,1,36,2,37,1,40,1,0,0,0,0,0,0,0,0,0,0,0,30,50,70,0,0,0,0,2,0,15,0,0,-1,-1
0,0,7800,9800,14800,21800,42500,64300,93200,118000,197400,513500,2,4,4801000,0,1000000,3,20,9,-1,10,10,15035,0,30,-1,1000000,38,7,35,7,36,6,37,7,40,2,0,0,0,0,0,0,0,0,0,0,0,30,60,70,0,0,0,0,2,0,50,0,0,-1,-1
0,0,6250,8200,12400,17800,24800,42400,64500,93000,148000,298000,2,3,3000020,0,478000,2,20,9,-1,10,10,15036,0,30,-1,500000,38,2,35,2,36,2,37,2,40,1,0,0,0,0,0,0,0,0,0,0,0,30,50,70,0,0,0,0,2,0,15,0,0,-1,-1
0,0,6250,8200,12400,17800,24800,42400,64500,93000,148000,298000,2,3,3000050,0,478000,2,20,9,-1,10,10,15037,0,30,-1,500000,38,4,36,1,37,2,39,1,40,1,0,0,0,0,0,0,0,0,0,0,0,30,50,70,0,0,0,0,2,0,15,0,0,-1,-1
0,0,5000,8000,12200,17800,24800,33200,43000,54200,66800,80800,2,2,2000000,0,112500,1,20,9,-1,10,10,15038,0,30,-1,200000,30,2,31,3,34,3,38,1,37,1,0,0,0,0,0,0,0,0,0,0,0,30,50,80,0,0,0,0,2,0,5,0,0,-1,-1
0,0,5000,8000,12200,17800,24800,33200,43000,54200,66800,80800,2,2,2000010,0,112500,1,20,9,-1,10,10,15039,0,30,-1,200000,33,2,30,1,31,3,34,2,37,2,0,0,0,0,0,0,0,0,0,0,0,30,50,80,0,0,0,0,2,0,5,0,0,-1,-1
0,0,6250,8200,12400,17800,24800,42400,64500,93000,148000,298000,2,3,3000040,0,478000,2,20,9,-1,10,10,15040,0,30,-1,500000,38,1,36,4,37,1,39,2,40,1,0,0,0,0,0,0,0,0,0,0,0,30,50,70,0,0,0,0,2,0,15,0,0,-1,-1
0,0,6250,8200,12400,17800,24800,42400,64500,93000,148000,298000,2,3,3000060,0,478000,2,20,9,-1,10,10,15041,0,30,-1,500000,38,1,36,4,37,1,39,2,40,1,0,0,0,0,0,0,0,0,0,0,0,30,50,70,0,0,0,0,2,0,15,0,0,-1,-1
0,0,5000,8000,12200,17800,24800,33200,43000,54200,66800,80800,2,2,2000020,0,112500,1,20,9,-1,10,10,15042,0,30,-1,200000,33,3,30,2,34,3,36,1,37,1,0,0,0,0,0,0,0,0,0,0,0,30,50,80,0,0,0,0,2,0,5,0,0,-1,-1
0,0,7800,9800,14800,21800,42500,64300,93200,118000,197400,513500,2,4,4000000,0,1000000,3,20,9,-1,10,10,15043,0,30,-1,1000000,35,4,36,8,37,3,39,6,40,4,0,0,0,0,0,0,0,0,0,0,0,30,60,70,0,0,200,0,2,0,50,0,0,-1,-1
0,0,7800,9800,14800,21800,42500,64300,93200,118000,197400,513500,2,4,4000010,0,1000000,3,20,9,-1,10,10,15044,0,30,-1,1000000,35,4,36,7,37,7,39,3,40,4,0,0,0,0,0,0,0,0,0,0,0,30,60,70,0,0,0,0,2,0,50,0,0,-1,-1
0,0,7800,9800,14800,21800,42500,64300,93200,118000,197400,513500,2,4,4000020,0,1000000,3,20,9,-1,10,10,15045,0,30,-1,1000000,38,5,35,7,36,5,39,7,40,3,0,0,0,0,0,0,0,0,0,0,0,30,60,70,0,0,0,0,2,0,50,0,0,-1,-1
0,0,1300,2500,4000,6000,8500,11500,15000,19000,23500,28500,0,1,1000200,0,3000,1,20,0,-1,10,10,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,2,0,1,0,0,-1,-1
0,0,5000,8000,12200,17800,24800,33200,43000,54200,66800,80800,2,2,2000030,0,112500,1,20,9,-1,10,10,15047,0,30,-1,200000,30,3,32,2,34,3,38,1,36,1,0,0,0,0,0,0,0,0,0,0,0,30,50,80,0,0,0,0,2,0,5,0,0,-1,-1
