15,-1,101,-1,-1
9
80,1520,3,99,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6800,6,7500,6100,5,1,500,6,2500,-1
80,1520,30,99,32,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6800,6,37500,6500,3,1,500,6,12500,-1
80,1520,31,100,31,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6500,6,55000,5400,0,1,500,6,20000,-1
120,2280,3,99,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6800,6,100000,4400,2,1,500,11,1,-1
120,2280,30,100,30,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,4600,6,120000,1000,5,1,500,11,1,-1
120,2280,3,99,31,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,6000,6,125000,3400,1,1,500,6,30000,-1
160,3040,30,99,32,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,3500,6,135000,3200,4,1,500,6,40000,-1
160,3040,31,99,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,4400,6,150000,1000,3,1,500,6,50000,-1
200,3800,30,99,31,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,2000,6,250000,1000,0,1,500,11,1,-1
200,3800,3,99,33,0,1,1,-2,-2,-2,-2,-2,-2,-2,1,3000,6,300000,2600,2,1,500,11,1,-1
