14,261,-1,-1,1,    //マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
7,					//マップパターン 0～
50,1500,3,99,31,100,12,1,1,0,1,1,-1,		//1ステージ
75,2250,30,100,30,100,11,1,1,0,1,1,-1,		//2ステージ
100,3000,3,99,32,100,12,1,1,0,1,1,-1,		//3ステージ
125,3750,30,99,31,100,11,1,1,0,1,1,-1,		//4ステージ
150,4500,33,100,33,100,12,1,1,0,1,1,-1,		//5ステージ


//ヒーローズコラボ　マップ５
//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		0～100%
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー
//貰える数		0
