0|Um dieses Level zu versuchen,|musst du erst die vorherige|Karte abschließen.|
1|Um dieses Level zu versuchen,|musst du erst abschließen:|Katzenimperium Kapitel 1|
2|Um dieses Level zu versuchen,|musst du erst abschließen:|Katzenimperium Kapitel 2|
3|Um dieses Level zu versuchen,|musst du erst abschließen:|Katzenimperium Kapitel 3|
4|Um dieses Level zu versuchen,|musst du erst abschließen:|Zukunftsreise Kapitel 1|
5|Um dieses Level zu versuchen,|musst du erst abschließen:|Zukunftsreise Kapitel 2|
6|Um dieses Level zu versuchen,|musst du erst abschließen:|Zukunftsreise Kapitel 3|
7|Um dieses Level zu versuchen,|musst du erst abschließen:|Kosmische Katzen Kapitel 1|
8|Um dieses Level zu versuchen,|musst du erst abschließen:|Kosmische Katzen Kapitel 2|
9|Um dieses Level zu versuchen,|musst du erst abschließen:|Kosmische Katzen Kapitel 3|
19|Um dieses Level zu versuchen,|musst du erst alle neun Level|von Verrückte Katze abschließen.|
20|Um dieses Level zu versuchen,|musst du erst alle Level der|Legenden abschließen.|
21|Um dieses Level zu versuchen,|Musst du alle vier Level von Neuer Herausforderer abschließen.
25|Um dieses Level zu versuchen,|musst du erreichen:|Benutzerrang 1600|
26|Du musst alle Level vom Monatsevent|im März, April und Mai abschließen,|bevor du dieses Level versuchen kannst.|
27|Du musst alle Level vom Monatsevent|im Juni, Juli und August abschließen,|bevor du dieses Level versuchen kannst.|
28|Du musst alle Level vom Monatsevent|im Sept., Okt. und Nov. abschließen,|bevor du dieses Level versuchen kannst.|
29|Du musst alle Level vom Monatsevent|im Dez., Jan. and Feb. abschließen,|bevor du dieses Level versuchen kannst.|
63|You must clear each of the|4th, 6th, 9th, and 10th Angel Strikes|maps before attempting this stage.|
64|Du musst sowohl „Aufsteigender Clionel“|als auch „Fluss Styx“ abschließen,|bevor du dieses Level versuchen kannst.|
65|Du musst sowohl „Krönung der Königin“|als auch „Tödliches Debüt“ abschließen,|bevor du dieses Level versuchen kannst.|
66|Du musst sowohl „König Wahwahs Rache“|als auch „Tiefschlaf“ abschließen,|bevor du dieses Level versuchen kannst.|
68|Du musst sowohl „Raumzeit-Verzerrung“|als auch „Die Katzen entfesseln“ abschließen,|bevor du dieses Level versuchen kannst.|
70|Du musst das Level „Akuberg“|in „Das Reich der Aku“ abschließen,|bevor du dieses Gebiet betreten kannst!|
71|Du musst sowohl „Tödliches Debüt“|als auch „Blauer Schlag“ abschließen,|bevor du dieses Level versuchen kannst.|
72|Du musst sowohl „Aufsteigender Clionel“|als auch „Tiefschlaf“ abschließen,|bevor du dieses Level versuchen kannst.|
73|Du musst sowohl „Aufsteigender Clionel“|als auch „König Wahwahs Rache“ abschließen,|bevor du dieses Level versuchen kannst.|
108|Um dieses Level zu versuchen,|musst du alle Level der Karten von|Versteckter Gapra-Wald abschließen.|
109|Um dieses Level zu versuchen,|musst du alle Level der Karten von|Ashvini-Wüste abschließen.|
110||||
111||||
113|Schließe alle Lvl in „Hof der Pein“|& „Erster Botengang“ ab, um dieses|Level zu versuchen.|
114|Schließe alle Lvl in „Wanwans Ruhm“|& „Z-Clionel erhebt sich" ab, um|dieses Level zu versuchen.|
115|Schließe alle Lvl in „D. alte Königin“|und „Papuus Paradies“ ab, um dieses|Level zu versuchen.|
120|Schließe Straße zur Einigkeit|1 Level 5 ab, um|dieses Level zu bestreiten.|
122|Schließe Straße zur Einigkeit|1 Level 1 ab, um|dieses Level zu bestreiten.|
100000|Du musst alle Level von|Die Legende beginnt|abschließen, bevor du dieses Gebiet betreten kannst!|
