-1,-1,-1,					//マップ番号 0～16,　アイテム報酬型ステージ設定(-1:OFF),　スコア報酬型ステージ設定(-1:OFF)
-1,								//マップパターン 0～
40,0,48,99,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,9000,13,10,7000,3,1,-1,     //0沈没日本
40,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,9000,13,10,7000,6,37500,-1,     //1韓国
42,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,9000,13,10,7000,0,1,-1,     //2中国
42,0,32,100,32,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,9000,13,10,7000,6,45000,-1,     //3モンゴル
44,0,30,99,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,9000,13,10,7000,3,1,-1,    //4ロシア
44,0,48,90,47,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,9000,13,10,8000,11,1,7000,6,52500,-1,    //5ノルウェー
45,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,7000,6,60000,-1,  //6イギリス
42,0,3,90,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,7000,0,1,-1,    //7デンマーク
44,0,32,100,32,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,7000,6,67500,-1,    //8ドイツ
45,0,48,90,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,7000,5,1,-1,  //9フランス
50,0,3,99,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,7000,6,72000,-1,    //10スペイン
48,0,32,90,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,7000,6,75000,-1,    //11モナコ
50,0,31,100,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,7000,3,1,-1,  //12イタリア
52,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,7000,0,1,-1,    //13ギリシャ
55,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,7000,6,82500,-1,    //14トルコ
60,0,48,80,47,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,7500,11,1,7000,2,1,-1,  //15ドバイ
58,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,6500,6,90000,-1,    //16インド
56,0,32,100,32,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,6500,3,1,-1,    //17ネパール
60,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,6500,0,1,-1,   //18タイ
58,0,3,90,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,6500,6,97500,-1,    //19カンボジア
56,0,48,100,48,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8500,13,10,6500,5,1,-1,    //20フィリピン
60,0,32,90,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,6500,6,101250,-1,    //21シンガポール
62,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,5500,6,105000,-1,  //22オーストラリア
80,0,31,100,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,6500,13,10,5000,12,1,3500,4,1,-1,    //23深淵の大渦
58,0,48,100,48,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,6000,3,1,-1,    //24マダガスカル
62,0,32,99,47,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,6500,6,112500,-1,   //25ケニア
63,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,6500,0,1,-1,    //26サウジアラビア
65,0,31,100,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,6500,6,117000,-1,    //27エジプト
70,0,3,90,32,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,6500,13,10,5500,11,1,4500,6,120000,-1,  //28サハラ
60,0,31,100,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,6000,2,1,-1,    //29ガーナ
60,0,48,100,48,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,8000,13,10,6000,4,1,-1,    //30南アフリカ
62,0,30,99,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,6000,3,1,-1,   //31アルゼンチン
70,0,32,100,32,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,6000,6,127500,-1,    //32イースター島
60,0,30,90,47,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,6000,0,1,-1,    //33マチュピチュ
62,0,32,99,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,5500,6,131250,-1,  //34コロンビア
64,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,6500,6,135000,-1,    //35ジャマイカ
66,0,32,80,47,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,6000,5,1,-1,    //36メキシコ
66,0,31,100,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,6500,11,1,6000,2,1,-1,  //37ハリウッド
68,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,6500,6,142500,-1,    //38ラスベガス
67,0,48,99,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,6000,3,1,-1,    //39アラスカ
70,0,3,90,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,6500,13,10,5500,4,1,-1,   //40カナダ
70,0,31,100,31,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7500,13,10,5000,6,150000,-1,    //41グリーンランド
75,0,32,90,33,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,7000,13,10,5500,3,3,-1,   //42ニューヨーク
70,0,3,100,3,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,6000,13,10,5000,6,157500,-1,  //43NASA
72,0,48,99,47,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,5500,13,10,4500,0,3,-1,   //44バミューダ
70,0,30,100,30,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,6500,13,10,5500,5,1,-1,   //45ブラジル
85,0,31,80,4,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,6000,1,1,3000,13,10,1500,11,1,500,6,187500,-1,    //46浮遊大陸
90,0,48,70,49,100,1119,1,-2,-2,-2,-2,-2,-2,-2,1,5000,1,1,3000,13,10,1500,12,1,500,6,225000,-1,    //47月（未来マップ２章）
-1,

//消費統率力			0
//クリア時の獲得XP		1
//サウンド（スタート時）	2
//サウンド ボス出現時の城体力％	3
//サウンド（ボス）		4
//アイテム入手確率		使わない 5  -2
//アイテム番号	0:スピードアップ	1:トレジャーレーダー	2:ネコボン	3:ニャンピュータ	4：おかめはちもく	5:スニャイパー	6:XP	11:にゃんこチケット	12：レアチケット	1000自衛隊キャラクター
//貰える数		0
