Cristal de agua|Los ataques contra álienes|son mucho más potentes.|
Cristal de plasma|Los ataques contra álienes|son mucho más potentes.|
Tableta antigua|Aumenta la defensa|de la base gatuna.|
Fuerza misteriosa|La gatorreta se recarga|más rápido.|
Energía cósmica|El ataque de la gatorreta|es ahora mucho más potente.|
Fruta del vacío|Las habilidades usadas contra enemigos|negros tienen mayor efecto.|
Fruta de sangre|Las habilidades usadas contra enemigos|rojos tienen mayor efecto.|
Fruta del vacío|Las habilidades usadas contra enemigos|voladores tienen mayor efecto.|
Fruta celestial|Las habilidades usadas contra enemigos|ángeles tienen mayor efecto.|
Máquina del tiempo|El tiempo de recuperación|de energía se reduce.|
Tecnología futurista|Aumenta el límite|de energía máxima.|
¿?|Todavía no has reunido|todos los tesoros necesarios.|
¿?|Reúne todos los tesoros para aumentar|el poder de ataque contra álienes.|
¿?|Reúne todos los tesoros para aumentar|el poder de ataque contra álienes.|
¿?|Reúne todos los tesoros para aumentar|la defensa de la base gatuna.|
¿?|Reúne todos los tesoros para reducir|el tiempo de recarga de la gatorreta.|
¿?|Reúne todos los tesoros para aumentar|el poder de ataque de la gatorreta.|
¿?|Reúne todos los tesoros para mejorar|los ataques contra enemigos negros.|
¿?|Reúne todos los tesoros para mejorar|los ataques contra enemigos rojos.|
¿?|Reúne todos los tesoros para mejorar|los ataques contra enemigos voladores.|
¿?|Reúne todos los tesoros para mejorar|los ataques contra enemigos ángeles.|
¿?|Reúne todos los tesoros para reducir|el tiempo de recuperación de energía.|
¿?|Reúne todos los tesoros para aumentar|el límite de energía máxima.|
