,は,で,をゲットした！,＠,												//探検ログ：アタリテキスト
ちょいと探検【1時間】,＠,												//探険コース【1時間】名
ぼちぼち探検【3時間】,＠,												//探険コース【3時間】名
じっくり探検【6時間】,＠,												//探険コース【6時間】名
,に出発します,＠,													//探険コース選択時のポップアップ
ガマトト探検隊へ入隊おめでとう！,ここでは「冒険にゃんこ ガマトト」を,探検させて様々なアイテムをゲットできるぞ！,＠,	//チュートリアルポップアップ1：ガマトト画面に初遷移時
「きせかえ」が追加されました！,ガマトトの装備を変更することができます,※装備変更による効果アップはありません,＠,	//基本画面：着せ替え機能解放時ポップアップ
ガマトトをタップして,探検エリアを選択しよう！,＠,									//チュートリアルポップアップ3：ガマトト画面に初遷移時
「整列」が追加されました！,にゃんこ隊員を整列させることができます,＠,							//基本画面：にゃんこ隊員の整列解放時ポップアップ
＠,＠,＠,														//チュートリアルポップアップ5：初エリア選択画面時（撤廃のため空ダミー）
＠,＠,＠,														//チュートリアルポップアップ6：初エリア選択画面時（撤廃のため空ダミー）
ガマトトをタップして,探検結果を確認しよう！,＠,										//チュートリアルポップアップ7：初帰還画面時
,を使用しますか？,探検時間を%d時間短くします,＠,									//探索中　：ネコビタン使用時
探検終了！,探検Pをゲット！,＠,＠,											//帰還画面：探検成功時
探検大成功！,探検P獲得量が通常の1.5倍！,＠,＠,										//帰還画面：探検大成功時
レベルアップ！,ガマトトがレベル%dになった,＠,										//帰還画面：レベルアップ時
探検を中断して帰還しますか？,※中断すると報酬を受け取れません,＠,							//探険中　：強制帰還時
ネコビタンが不足しています,アイテムショップで購入しますか？,＠,								//探険中　：ネコビタンが不足時（アイテムショップ誘導）
アイテム発見！,「,」ゲット！！,＠,											//帰還画面：探検ログ中のアイテム獲得時
探検時間が,時間短縮されました！,＠,											//探検中　：ネコビタン使用後
ガマトトが探検から帰還した際に,PUSH通知でお知らせします,※にゃんこ城開発完了時にもPUSH通知が届きます,＠,			//チュートリアルポップアップ5-1：探険終了通知を押したときのポップアップ
ガマトトは,から帰還しました,＠,												//帰還画面：探検ログ終了時の決まりセリフ
新しいエリアが解放されました！,＠,											//帰還画面：エリア解放
レベルアップ！,ガマトトがレベル%dになり,新たな装備を身に着けた,＠,							//帰還画面：レベルアップ+ガマトト装備変更時
にゃんこ隊員が定員オーバーしています,隊員とお別れしてください,＠,							//探索選択択画面：隊員が上限をオーバーした時
%s隊員とお別れします,よろしいですか？,＠,										//隊員画面：脱退ボタンを押した後
%s隊員を発見しました！,＠,												//帰還画面：隊員加入時
【%s】,＠,														//にゃんこ隊員：レア度表示用括弧
隊員数,%d,,＠,														//にゃんこ隊員：現在のにゃんこ隊員数
%sゲット！（%d → ,個,）,＠,												//結果画面：探検で取得した数、探検前所持個数→探検後所持個数、表示時
ネコカン発見にゃ！,広告を観ると堀り起こすことができるにゃ！,発掘しますか？,＠,						//基本画面：広告用ネコカンアイコンタップ時
%s隊員をオトート開発隊の助手として,引きとめますか？,＠,									//隊員画面：脱退画面にて「はい」を押した後
にゃんこ城開発の助手定員オーバーのため,本当にお別れすることになります,よろしいですか？,＠,				//隊員画面：脱退画面にて「はい」を押した後助手定員時
レジェンド隊員解放！,伝説の隊員が出現するようになりました,＠,								//にゃんこ隊員：レジェンド隊員解放
