			0	22	777	300	0
		โทษทีนะ พอดีมีธุระ<br>ไว้จะกลับมาถามใหม่!<br>รับของขวัญนี้ไปก่อน<br>เพราะอุตส่าห์ทนอยู่กับฉันมาตั้งนาน!	0	22	300		
1	0	<flash>ขอกำลังเสริม</flash><br>สำหรับเส้นทางสู่การรวมพลัง!<br>เริ่มขึ้นแล้ว!	2				
2	0	เธอจะรับฟังคำขอ<br>จากแมวหรือเปล่า? ถ้าเธอรับปากช่วย<br>ก็จะได้รับรางวัล<br><flash>อาหารแมว</flash>ขนานใหญ่!	3	50			
3	0	จริงเหรอ<br>ขอบคุณนะ!	4				
4	0	กองทัพแมวกำลังพยายาม<br>ผนึกกำลังให้เป็นหนึ่งเดียว<br>ในตอนนี้!	5				
5	0	แต่ยังไม่มี<br>กองกำลังมากพอ<br>ที่จะรวมพลังได้แบบนั้น	6				
6	0	เราจึงอยากขอ<br>ให้เธอช่วย<br>ชวนเพื่อนๆ มาเข้าร่วม!	7				
7	0	ถ้าเธอมีเพื่อน<br>ที่ไม่เคยเล่นหรือ<br>เคยเล่นมาก่อน<br>ชวนมาร่วมได้หมดเลย!	10				
8	0	The Battle Cats จะอยู่ที่นี่<br>ต่อไปอีกนาน ดังนั้น<br>แบ่งปันความสนุกกับเพื่อนๆ ด้วยล่ะ!	9				
9	0	คุณได้ข้อมูลครบแล้วหรือเปล่า?	10	51			
10	0	ฉันหวังว่าเธอจะบอก<br>พวกเพื่อนๆ นะ!	12				
11	0	หรือคุณจะเล่าเกี่ยวกับเกม<br>ให้เพื่อนฟังโดยตรงก็ได้!	12				
12	0	มาร่วมสร้างกองกำลังแมว<br>ร่วมกันเถอะ! เธอได้<br>สัญญากับแมว<br>แล้วนะ!	13				
13	0	ฉันจะมีรางวัลอาหารแมวให้<br>พรุ่งนี้เลย<br>อย่าลืมแวะมาล่ะ!	14				
14	16	พรุ่งนี้เจอกัน!	100				
50	0	โทษทีนะที่ฉันทำตัวเย่อหยิ่ง<br>จะไม่พูดจาเป็นผู้ดีมากแบบนี้ละ<br>เอาล่ะ ฟังคำขอ<br>จากฉันนะ!	4				
51	0	ฉันจะอธิบายทั้งหมด<br>อีกครั้ง!	8				
100	0	เธอกลับมาแล้ว!<br>เธอได้บอกเพื่อน<br>เรื่องกองทัพแมวหรือเปล่า?	101	150			
101	0	จริงเหรอ?!<br>ดีใจจัง<br>ที่พึ่งพาเธอได้!	102				
102	0	ขอให้ทำดีแบบนี้ต่อไปนะ<br>และอย่าลืมชวนเพื่อนๆ<br>มาเพิ่มอีกนะ!	103				
103	0	ฉันจะให้อาหารแมว<br>เป็นรางวัล<br>ที่รักษาสัญญากับฉัน!	104				
104	0	นี่ไงล่ะ รางวัล...!	105				
105	0	...	106				
106	0	...	107				
107	0	หึ...นั่นไม่ใช่<br>อาหารแมว<br>นั่นมันถุงข้าวสารนี่นา	108				
108	0	ฉันพลาดเอง!<br>เผลอไปหยิบ<br>เสบียงข้าวสาร<br>ของกองทัพแมวมา!	109				
109	0	โทษทีนะ! ฉันลืม<br>อาหารแมวไว้ที่บ้าน!	110				
110	0	อย่าเศร้าไปนะ<br>พรุ่งนี้จะเอามาให้แน่ๆ<br>ตกลงนะ?!	111				
111	0	ฉันจะท่องเตือนตัวเอง<br>ตลอดทางกลับบ้านเลย<br>เพื่อที่จะ<br>ไม่ลืมอีก!	112				
112	0	ไม่ต้องห่วงนะ<br>ทุกครั้งที่กระซิบเตือนตัวเองแบบนี้<br>ฉันก็ไม่เคยลืมอะไรเลย!	113				
113	0	อืม ไหนๆ ก็มีข้าวล่ะ<br>ฉันว่าจะทำข้าวปั้น<br>ให้ทุกคนกินเลยก็แล้วกัน!	114				
114	0	ทุกคนน่าจะหิวกันมาก!<br>จะรีบกลับมานะ!	115				
115	0	แต่ระหว่างนี้<br>ถ้าเธอไปชวนเพื่อนๆ มาเพิ่ม<br>ก็จะดีมากเลย!	116				
116	16	พรุ่งนี้เจอกันนะ!	200				
150	0	อย่าลืม<br>บอกเพื่อนๆ ล่ะ!	151				
151	0	เธอสัญญากับฉัน<br>อีกรอบได้ไหม?	152	170			
152	0	ขอบใจนะ!<br>ฉันเชื่อใจเธอนะ!	153				
153	0	ฉันจะให้อาหารแมว<br>เป็นรางวัล<br>ที่รักษาสัญญา!	104				
170	0	และฉันก็รู้ว่า<br>เธอจะพาเพื่อนมา<br>แน่ๆ เลย!	171				
171	0	ฉันเชื่อใจเธอนะ<br>และฉันจะให้อาหารแมว<br>เพื่อให้เธอเห็นถึงความเชื่อใจ!	104				
200	0	ขอบใจที่มานะวันนี้!	201				
201	0	เธอได้ชวน<br>เพื่อนๆ มาร่วม<br>กองทัพแมวหรือเปล่า?	202	250			
202	0	ฉันดีใจมากเลย<br>ทุกคนควรได้มีเพื่อน<br>แบบเธอ!	203				
203	0	เพื่อนบอกว่า<br>เกมสนุกหรือเปล่า?<br>เพื่อนว่าไงบ้าง?	204	270			
204	0	ฉันปลื้มใจสุดๆ เลย!<br>ฉันดีใจนะ<br>ที่เพื่อนเธอชอบ!	205				
205	0	เธอพึ่งพาได้เสมอ<br>เวลาถูกขอ<br>ให้ทำอะไร!	206				
206	0	เอาล่ะ สำหรับอาหารแมว<br>ที่เป็นรางวัล...	207				
207	0	...คือฉันก็อยากให้อาหารแมว<br>เป็นรางวัลนะ<br>แต่ฉันมีบางอย่าง<br>จะบอก	208				
208	0	คือฉันอยากขอให้เธอ<br>ชวนเพื่อนมาร่วม<br>อีกหนึ่งคน!	209				
209	0	ถ้าเธอชวนมาได้นะ<br>ฉันจะมีเพื่อนครบ 100 คน!	210				
210	0	ฉันฝันมาตลอดว่า<br>สักวันหนึ่งจะทำข้าวปั้น<br>ให้คน 100 คนได้กิน!	211				
211	0	ฉันแค่ต้องมีเพื่อน<br>อีกหนึ่งคน<br>เพื่อให้ฝันเป็นจริง!	212				
212	0	นั่นเป็นคำขอสุดท้ายของฉันแล้ว<br>ฉันจะเอารางวัลอาหารแมวมาให้<br>พรุ่งนี้นะ<br>แน่นอน!	213				
213	16	ฉันรอให้เธอช่วยอยู่นะ!<br>เจอกันพรุ่งนี้!	300				
250	0	โอ้... เธอลืม<br>สัญญาเหรอ...?	251				
251	0	เธอสัญญาแล้วนะว่า<br>จะพาเพื่อนมาร่วมกองทัพแมว<br>และมาร่วมมือกัน<br>ครองโลก	252				
252	0	เธอลืมจริงๆ เหรอ?	260	253			
253	0	เธอแค่รับปากไป<br>แค่นั้นเองหรอกเหรอ<br>จนถึงตอนนี้?	260	254			
254	0	เธอจำสัญญา<br>ได้จริงๆ หรือเปล่า?	255	260			
255	0	อืม ฉันเชื่อเธอนะ<br>แต่ฉันอยากเห็นเธอกับเพื่อน<br>พรุ่งนี้นะ!	256				
256	0	เราจะครองโลกได้<br>ตราบใดที่เรา<br>ร่วมมือกัน!	257				
257	0	ฉันคาดไว้แล้วว่าเธอจะ<br>ชวนเพื่อนๆ มา<br>ก็เลยเตรียมรางวัลอาหารแมวไว้ให้!	207				
260	0	เฮ้! ฟังฉัน<br>หน่อยสิ!	0				
270	0	...	271				
271	0	ฉันเสียใจ...แต่ฉันจะไม่<br>ปล่อยให้มันทำให้ฉันเศร้า!	272				
272	0	The Battle Cats<br>ก็เหมือนเนื้อแดดเดียว	273				
273	0	เหมือนเนื้อแดดเดียว<br>ยิ่งเคี้ยวก็ยิ่งอร่อย<br>ยิ่งเล่นเกมนี้มาก<br>เกมก็จะยิ่งสนุก!	274				
