			0	22	900	300	1
		โทษที มีงานแทรก<br>ไว้จะขอให้ช่วยคราวหลังนะ<br>รับสิ่งนี้ไปก่อนสำหรับที่ช่วยมาตลอด!	0	22	300	
1	0	<flash>ควิซอัลตร้าแมวศึก!</flash><br>ข้อ 3 ควิซฐานทัพแมว ○×<br>พร้อมแล้วตอนนี้!	2	
2	0	ควิซ Q3 มีคำถาม 10 ข้อ!<br>ถ้าตอบถูกหมด<br>จะมีรางวัลใหญ่รอคุณอยู่!	3	
3	0	เอาโปสการ์ดและพาสปอร์ต<br>สำหรับเข้าร่วมมาด้วยหรือเปล่า?<br>ถ้างั้นก็เริ่มคำถามแรกกันเลย!	4	
4	0	คำถามข้อ 1.<br>เกมนี้มีชื่อว่า<br>The Battle Cats	5	50
5	0	แน่ใจไหมว่าจะตอบว่า ○?<br>มาดูกันเลยว่า<br>คุณตอบถูกหรือไม่!	6	
6	0	คำตอบคือ...	7	
7	0	...	8	
8	0	...	9	
9	0	〇!<flash>ถูกต้อง!</flash><br>คำตอบคือ The Battle Cats!	10	
10	0	ถ้าฉันเป็นคุณแล้วตอบผิด<br>ก็คงจะอายจนต้อง<br>ม้วนเสื่อกลับบ้านไปเลย!	11	
11	0	เอาล่ะ คำถามข้อ 2!	12	
12	0	คำถามข้อ 2.<br>ยูนิตแมวพื้นฐาน<br>มีค่าใช้จ่ายในการเรียกใช้ต่ำ	13	60
13	0	คุณได้ตอบว่า 〇 หรือเปล่า?<br>คุณมีโอกาส 50% นะ<br>ถ้าจะเดา!	14	
14	0	ไม่ต้องยึกยักละ คำตอบคือ...	15	
15	0	...	16	
16	0	〇! <flash>ถูกต้อง!</flash><br>แมวพื้นฐานเป็นยูนิตมาตรฐาน<br>ที่เรียกใช้งานได้ในราคาถูก!	17	
17	0	ถ้าไม่มียูนิตแมวพื้นฐาน<br>ก็คงไม่สามารถอธิบาย<br>ความซับซ้อนของเกม The Battle Cats<br>ได้อย่างเต็มที่	18	
18	0	จะพูดว่าจำเป็นต้องใช้<br>ยูนิตนี้เพื่อก้าวหน้าในเกมก็ได้<br>แมวพื้นฐานนับว่าสำคัญ<br>ไม่ว่าจะในบริบทใด!	19	
19	0	อย่าประมาท!<br>มีสมาธิเข้าไว้ คำถามข้อต่อไป<br>กำลังจะมา!	20	
20	0	คำถามข้อ 3.<br>The Battle Cats เป็นเกมที่<br>คุณอยากเล่าให้ทุกคนฟัง	21	70
21	0	คุณเลือกตอบว่า 〇 สินะ	22	
22	0	ใจแข็งไว้นะ<br>เพราะนี่คือคำตอบ!<br> มันคือ...	23	
23	0	...	24	
24	0	〇!<flash>ถูกต้อง!</flash>จะดีมากเลยนะ<br>ถ้าคุณเอาเกมนี้ไปบอกเพื่อนต่อ!	25	
25	0	โอ้! อาหารในซูเปอร์มาร์เก็ต<br>กำลังจะลดครึ่งราคา!	26	
26	0	ฉันคิดว่าวันนี้พอแค่นี้ก่อนละกัน!<br>ไว้พรุ่งนี้มาเล่นกันต่อนะ!	27	
27	16	ตอนนี้ฉันกินข้าวอิ่มละ<br>ขอไปเตรียมคำถามต่อไปก่อนนะ!<br>ไว้เจอกันพรุ่งนี้!	100	
50	0	ใกล้เคียง แต่ยังไม่ใช่!<br>คำตอบไม่ถูก<br>ลองดูอีกทีซิ	51	
51	0	คำตอบที่ถูกต้องเขียนอยู่<br>ที่หน้าจอแรก	52	
52	0	เป็นไปไม่ได้หรอกที่เกม<br>ที่คุณเล่นจะไม่มีชื่อ<br>เขียนอยู่ตรงไหนสักที่! ลองอีกครั้งซิ!	4	
60	0	คุณจะตอบว่า「×」แน่นะ?	61	
61	0	ยูนิตแมวพื้นฐานเป็น<br>ตัวละครแรกที่ได้มา<br>ใน The Battle Cats	62	
62	0	ตอนคุณเพิ่งเริ่ม<br>ดวลฝีมือต่อสู้เพื่อยึดครองโลก<br>เป๋าตังค์ของคุณไม่ได้หนาขนาดนั้น	63	
63	0	ยูนิตแมวนี้ราคาไม่แพง<br>มีประโยชน์ และยังเป็นมิตร<br>กับเป๋าตังค์	64	
64	0	เป็นไงล่ะ?<br>คุณควร<br>ฟังเหตุผลของฉันเอาไว้บ้างนะ	65	
65	0	ลองตอบคำถามข้อ 2 อีกครั้ง!	12	
70	0	ได้เวลาบอกตัวเอง<br>ให้ฮึดลุกขึ้นมา<br>และลองตอบอีกครั้ง!	71	
71	0	นี่คือรสชาติของการเป็นผู้ใหญ่สินะ<br>แมวจะสอนบทเรียนสำคัญ<br>ได้ทุกครั้งที่คุณต้องการ	72	
72	0	คิดคำตอบสำหรับคำถามข้อ 3 อีกครั้งซิ<br> และ...	73	
73	0	เข้าใกล้ความเป็นผู้ใหญ่อีกหนึ่งก้าว	20	
100	0	อ้า งีบแล้วสดชื่น ควิซอัลตร้าแมวศึก!<br>"ควิซฐานทัพแมว ○×" พร้อมแล้ว!	101	
101	0	เมื่อวานเราไปถึงคำถามข้อ 3<br>ดังนั้น ต่อไปก็คือ...	102	
102	0	...	103	
103	0	คำถามข้อ 4! ทีนี้แหละ<br>จะเริ่มตื่นเต้นแล้ว! คุณจะกะพริบตา<br>ไม่ได้เลยล่ะ!	104	
104	0	เตรียมพร้อมกับคำถามข้อ 4!	105	
105	0	คำถามข้อ 4.<br>เปิดประตูบานเลื่อนที่<br>ฐานทัพแมวจะทำให้หมาเห่า	150	106
106	0	คุณได้แตะปุ่ม<br>「×」หรือเปล่า?	107	
107	0	ถึงจะตอบผิดก็ไม่มีใครหาว่า<br>คุณไม่รู้เรื่องรู้ราวหรอกนะ<br>ไม่ต้องกังวลไปล่ะ!	108	
108	0	...	109	
109	0	<flash>คำตอบที่ถูกคือ</flash>×!!!<br>นี่ถ้าคุณตอบผิด ฉันคิดไว้ว่าจะริบ<br>อาหารแมวของคุณมาให้หมดเลย!	110	
110	0	การเปิดประตูทำให้<br>แมวร้องเหมียว	111	
111	0	การได้ยินเสียงกู่ร้องปลุกขวัญทำศึก<br>ทำให้อยากมีอำนาจเหนือ<br>คนอื่นมากขึ้นไปอีก ฉันคิดว่านะ!	112	
112	0	กำลังใจมาเต็มขนาดนี้<br>งั้นไปคำถามต่อไปกันเลย!	113	
113	0	คำถามข้อ 5.<br>เมื่อเปิดการแจ้งเตือนจาก The Battle<br>Cats จะมีสิ่งดีๆ เกิดขึ้น	114	160
114	0	○?<br>เลือกคำตอบนี้ใช่ไหม?	115	
115	0	นี่คือคำตอบสุดท้ายใช่ไหม?	116	
116	0	ถ้าอย่างนั้น นี่ก็จะเป็น<br>โอกาสเดียวของคุณที่จะได้รางวัล<br>1 ล้านเหมียวดอลลาร์!	117	
117	0	...	118	
118	0	...	119	
119	0	...	120	
120	0	<flash>ถูกต้อง!</flash>	121	
121	0	ถ้าตอบคำถามยากแบบนั้นได้<br>การได้รางวัลใหญ่กว่านี้<br>ก็ไม่ไกลเกินเอื้อม!	122	
122	0	มาตะลุยคำถามต่อไปกันเลย!<br>คำถามข้อ 6!	123	
123	0	คำถามข้อ 6!<br>การชวนเพื่อนที่ยังไม่ได้ติดตั้ง<br>The Battle Cats มาเล่นเป็นเรื่องดี	124	170
124	0	○?<br>นี่คือเวลาแห่งการฝึกฝนและเรียนรู้<br>ฉันจึงจะเฉลยคำตอบเลย	125	
125	0	คำตอบคือ...	126	
126	0	...	127	
127	0	○!<br>คุณได้คะแนนเต็ม! ช่างเป็นคำตอบที่<br>ชัดเจนและน่าทึ่ง!	128	
128	0	ตรวจคำตอบของคุณเสร็จละตอนนี้<br>ฉันว่าจะไปคลาสฝึกเล่นกาบัดดี้ซะหน่อย<br>ไม่ได้เล่นมานานละ	129	
129	0	ฉันไม่ได้ออกจากบ้าน<br>มาสักพักใหญ่แล้ว เลยกลัวว่า<br>จะไม่แข็งแรงเหมือนเดิม...	130	
130	0	เรามาเล่นกันต่อพรุ่งนี้นะ!<br>ฉันรู้น่าว่าฉันควรออกกำลังกาย<br>ฉันก็คิดแบบนั้นเหมือนกัน	131	
131	0	ฉันรู้ แต่ก็ไม่รู้<br>จะเอาแรงมาจากไหน สงสัยจังว่าทำไม...<br>มันเป็นปริศนามาทั้งชีวิต	132	
132	0	ควิซต่อพรุ่งนี้นะ<br>ฉันจะไปออกกำลังกายเพื่อผ่อนคลาย<br>ทั้งกล้ามเนื้อร่างกายและสมองซะหน่อย	133	
133	16	ในที่สุด ควิซก็มาถึง<br>จุดเปลี่ยน! ทุ่มสุดตัวเลยนะ<br>พรุ่งนี้!	200	
150	0	คุณคิดว่ามันคือ ○?<br>ฉันจะใบ้ให้นะ!<br>นี่คือฐานทัพแมว<br>ไม่ใช่ฐานทัพหมา	151	
151	0	แตะที่ด้ามจับ<br>ทางด้านซ้ายของประตูเลื่อน<br>แล้วเลื่อนไปทางขวา	152	
152	0	...!	153	
153	0	...	154	
154	0	ถ้าอย่างนั้น คุณรู้<br>คำตอบของ<br>คำถามข้อ 4 หรือยัง?	105	
160	0	ถ้าคุณเปิดการแจ้งเตือน<br>คุณก็จะสามารถ<br>รับข้อความต่างๆ	161	
161	0	มันจะช่วยคุณได้ใน<br>การทำศึกต่อไป	162	
162	0	ก็อยากเก็บไว้<br>เป็นความลับนะ แต่คิดว่า<br>บอกให้คุณรู้ก็ได้	163	
163	0	คุณรู้<br>คำตอบของคำถามข้อ 5 หรือเปล่า?	164	
164	0	ลองใหม่กับ<br>อีกคำตอบซิ	113	
170	0	หึ? จริงสิ?	171	
171	0	นี่นะ ดูที่<br>เหรียญนิกเกิลของฉันนะ	172	
172	0	...ดูมันแกว่ง<br>จากซ้ายไปขวา	173	
173	0	...	174	
174	0	ฉันอยากให้เพื่อนของคุณ<br>ที่ไม่ได้ติดตั้ง<br>The Battle Cats ด้วยซ้ำ มาเล่นเกมนี้!	175	
175	0	คุณคิดแบบนั้นไหม?	176	
176	0	...คุณควรรู้สึกแบบนั้นแหละ!<br>ไม่ควรรู้สึกแบบอื่นเลย!	177	
177	0	ขณะที่กำลังรู้สึกแบบนั้นอยู่<br>ลองตอบคำถามข้อ 6 ดู!	123	
200	0	พอไม่ได้ออกกำลังกายมานาน<br>ฉันระบมไปหมดเลย ควิซอัลตร้าแมวศึก<br>"ควิซฐานทัพแมว ○× " ดำเนินต่อ!	201	
201	0	ฉันเตรียมมาทั้งกล้ามเนื้อ<br>และคำถามแบบยากสุดๆ เท่าที่<br>จะคิดออก! ต่อไปคือ... คำถามข้อ 7!	202	
202	0	คำถามข้อ 7<br>ทุกคนที่เล่นเกมนี้<br>ต้องการตั๋วแพลตินัม	203	250
203	0	○?<br>อืม ผู้เล่นคิดแบบนั้นจริงๆ ด้วย<br>คำตอบคือ...	204	
204	0	...	205	
205	0	○!<br>เราตกลงเลือกคำตอบนี้กันที่<br>การประชุมสุดยอดแมวเมื่อไม่นานมานี้<br>เราไม่รับฟังความเห็นต่าง	206	
206	0	การใช้ตั๋วแพลตินัม<br>การันตีว่าคุณจะได้รับ<br>ยูนิตอูเบอร์แรร์!	207	
207	0	ต้อนรับยูนิตที่แกร่งยิ่งขึ้นเรื่อยๆ<br>สู่กองทัพแมวของคุณเพื่อช่วย<br>ในการทำศึกในอนาคต	208	
208	0	และเป็นเวลาจำกัด ถ้าคุณเคลียร์<br>ภารกิจครบรอบจำกัดเวลาแบบพิเศษได้<br>ก็จะได้รับตั๋วแพลตินัมเป็นรางวัล!	209	
209	0	ตอนนี้แหละที่ควรจะไป<br>เคลียร์จักรวรรดิแมวบทที่ 1 ถ้า<br>ยังไม่ได้เคลียร์ ควรทำตอนนี้เลย... 	210	
210	0	ดูการแจ้งเตือนด้วยการกด<br>ปุ่ม i ที่มุมขวาบนของ<br>ฐานทัพแมวเพื่อเรียนรู้เพิ่มเติม	211	
211	0	ต่อไปคือคำถามข้อ 8!	212	
212	0	คำถามข้อ 8<br>แมวแทงก์แข็งแกร่งใน<br>สงครามจิตวิทยา	260	213
213	0	คุณคิดว่ามันคือ ×?<br>คำตอบคือ...	214	
214	0	...	215	
215	0	×!<br>แมวแทงก์มีการป้องกันสูง<br>และควรใช้เป็นโล่!	216	
216	0	เพราะทำหน้าที่เหมือนกำแพง<br>มันจึงคอยป้องกันตัวละครอื่น<br>จากการถูกโจมตี	217	
217	0	แมวแทงก์ยังใช้ใน<br>การต่อสู้โดยตรงได้ดีเช่นกัน!<br>พวกมันมีค่ามาก!	218	
218	0	ต่อไปคือคำถามข้อ 9<br>ถ้าคุณตอบคำถามสองข้อ<br>ต่อจากนี้ได้ มีรางวัลใหญ่รออยู่...	219	
219	0	ข้อนี้จะยากหน่อยนะ<br>ฟังดีๆ ล่ะ	220	
220	0	คำถามข้อ 9.<br>ฉันอยากให้คุณชวนเพื่อนมา<br>ลองเล่น The Battle Cats คุณทำได้ไหม?	221	270
221	0	อะไรนะ?<br>นั่่นไม่ใช่คำถามควิซเหรอ?<br>งั้นก็ ไม่ต้องใส่ใจ<br>มากก็ได้...	222	
222	0	แต่คุณจะรับฟัง<br>คำขอของฉันหน่อยได้ไหม?	223	
223	0	ฉันอยากให้คุณชวนเพื่อน<br>มาลองเล่น The Battle Cats	224	
224	0	คุณน่าจะต้องมีเพื่อน<br>ที่ไม่เคยเล่นเกมนี้มาก่อนเลย<br>หรือเลิกเล่นไปซักพักแล้ว	228	
225	0		226	
226	0		227	
227	0		228	
228	0	ในที่สุดเราก็มาถึงคำถามข้อ 10!	229	
229	0	...	230	
230	0	คำถามอยู่ไหนนะ?	231	
231	0	ฉันน่าจะทำมันหายที่ไหนซักที่...	232	
232	0	นี่คือคำถามที่สำคัญที่สุด<br>ฉันเลยเก็บมันไว้ข้างหมอนเพื่อความ<br>อุ่นใจว่าจะไม่ลืมคำถาม	233	
233	0	แล้วฉันก็พับมันอย่างดี<br>แล้วเอาไปใส่กล่อง แล้ว<br>ก็เอากล่องใส่ถุงกระดาษอีกที...	234	
234	0	...แล้วจากนั้นก็วางถุงบนโต๊ะ	235	
235	0	อ๊าก! โทษทีนะ!<br>ไว้พรุ่งนี้ฉันจะเอาคำถามมาให้<br>คุณรอถึงตอนนั้นได้ไหม?	236	
236	0	แน่นอน ฉันจะไม่ลืมเอา<br>ของรางวัลมาด้วยแน่ถ้าคุณ<br>ตอบคำถามถูกทุกข้อ	237	
237	0	เจอกันพรุ่งนี้นะ!<br>อย่าลืมชวนเพื่อน<br>มาเล่น The Battle Cats ล่ะ!	238	
238	0	มาเล่าด้วยว่าเพื่อน<br>เล่นแล้วเป็นไง!	239	
239	16	สัญญาแล้วนะ!<br>เอาล่ะ ไว้เจอกัน!	300	
250	0	หึ? ไม่อยากได้เหรอ?	251	
251	0	ตอนฉันคุยกับแมวแทงก์ก่อนหน้านี้<br>พวกมันบอกว่าอยากได้	252	
252	0	จริงๆ แล้วแมวแทงก์บอกด้วยว่า<br>ทุกคนอยากได้	253	
253	0	ถ้าแมวแทงก์พูดไว้<br>ก็ต้องเป็นตามนั้นแน่<br>คำถามข้อ 7 นี่ง่ายมาก	202	
260	0	แน่นอน ฉันเห็นว่า<br>มันดูแข็งแกร่ง	261	
261	0	มีคำว่า "แทงก์" อยู่ในชื่ออะนะ<br>ฉันคิดว่าก็ไม่ผิดนะ<br>ที่จะคาดว่ามันแข็งแกร่ง	268	
262	0		263	
263	0		264	
264	0		265	
265	0		266	
266	0		267	
267	0		268	
268	0	ฉันจะเก็บประสบการณ์นี้กลับไปทบทวน<br>นี่คือคำถามข้อ 8 อีกครั้ง!	212	
270	0	นี่คือคำขอจากแมวที่<br>ทำงานหนัก<br>มา 9 ปีแล้วตอนนี้!	271	
271	0	ถ้าทำตามคำขอได้ ก็รับไปเลย<br><flash>อาหารแมว 900 กระป๋อง!</flash><br>งั้นก็ขอเถอะนะ<br>ลองคิดทบทวนอีกรอบ!	220	
300	0	ฉันมีคำถามข้อสุดท้ายอยู่กับตัวแล้ว!<br>ควิซอัลตร้าแมวศึก<br>"ควิซฐานทัพแมว ○× " ดำเนินต่อ!	301	
301	0	แต่ก่อนไปต่อ ขอ<br>ถามหน่อย: เพื่อนของคุณ<br>ได้เล่น The Battle Cats แล้วหรือยัง?	302	350
302	0	เพื่อนบอกว่า<br>เกมสนุกหรือเปล่า?	303	351
303	0	เพื่อนบอกจริงสิ?	304	352
304	0	ฉันเชื่อคุณได้นะ?	305	353
305	0	พูดจริงเหรอที่บอกว่า<br>เพื่อนคิดว่ามันสนุก?	354	306
306	0	เยี่ยมไปเลย!<br>ดีใจจังที่รู้ว่า<br>คนอย่างคุณ<br>มีเพื่อนที่ดีแบบนั้น!	307	
307	0	คำถามข้อ 10 เป็น<br>สุดยอดของทุกคำถาม<br>ที่เคยถามมา<br>ในควิซนี้!	308	
308	0	จะลงเอยด้วยเสียงเชียร์หรือเสียงร่ำไห้<br>นี่คือตอนจบสุดท้าย! เอาจริงนะ<br>ขอให้คิดก่อน<br>ตอบ!	309	
309	0	คำถามข้อ 10.<br>แมวเข้ามาอยู่ในใจ<br>ของคุณได้เสมอ	310	360
310	0	นี่คือคำตอบสุดท้าย!<br>ฉันรู้สึกได้ถึงอารมณ์<br>ที่คุณส่งมากับคำตอบ!	311	
311	0	มันจะตัดสินชะตาของคุณ<br>คำตอบคือ...	312	
312	0		313	
313	0	○!<flash>ถูกต้อง</flash>!<br>แมวจะเป็นส่วนหนึ่งในใจ<br>ของทุกคนเสมอ!	314	
314	0	ยินดีด้วยที่ตอบ<br>ทุกคำถามใน<br>"ควิซฐานทัพแมว ○×" ถูกหมด!	315	
315	0	ฉันดีใจนะที่คุณอยู่ด้วยกัน<br>มาตลอดสองสามวันนี้ กับการ<br>ตอบคำถามและรับฟัง<br>คำขอของฉัน	316	
316	0	ฉันดีใจที่มีคนมากมาย<br>เล่นเกม The Battle Cats<br>และเกมเป็นที่รักทั่วโลก	317	
317	0	และตอนนี้ เพื่อเป็นการขอบคุณและ<br>ฉลองความสำเร็จของคุณ...	318	
318	0	รับไปเลย!<br>ของขวัญ<flash>อาหารแมว 900 กระป๋อง</flash>!	319	
319	0	ยังมีควิซ Battle Cats ฉบับอัลตร้า<br>รอให้คุณไปลองเล่น<br>ดูรายละเอียดที่แถบภารกิจ<br>ได้เลย	320	
320	0	ถ้าคุณเล่น<br>ควิซเหล่านั้นได้ดีพอกัน คุณก็จะได้รับ<br>รางวัลมีค่าเพิ่มขึ้น!	-2	
350	0	ฉันรู้สึกได้จากปลายหนวด!<br>คุณจะกลับมาเล่นอีกแน่ๆ<br>วันพรุ่งนี้!	355	
351	0	ได้ยินฉันผิดแน่เลย!<br>มันควรสนุกสุดๆ ไปเลย!	306	
352	0	ได้ยินฉันผิดแน่เลย!<br>มันควรสนุกสุดๆ ไปเลย!	306	
353	0	ได้ยินฉันผิดแน่เลย!<br>มันควรสนุกสุดๆ ไปเลย!	306	
354	0	นี่!<br>พูดให้ชัดกว่านี้หน่อย!	0	
355	0	ดีใจที่มีเพื่อน<br>แสนดีเหมือนเธอ!	307	
