|| a |ha trovato|＠|												//探検ログ：アタリテキスト
in una breve ricognizione (1h)|＠|												//探険コース【1時間】名
in una ricerca normale (3h)|＠|												//探険コース【3時間】名
in una spedizione completa (6h)|＠|												//探険コース【6時間】名
|In partenza per|＠|											//探険コース選択時のポップアップ
Benvenuti a GAMATOTO!|Qui puoi organizzare delle Spedizioni|per esplorare e ottenere vari oggetti!|＠|	//チュートリアルポップアップ1：ガマトト画面に初遷移時
Il guardaroba è sbloccato!|Cambia l'aspetto del tuo Gamatoto!|* Le abilità di Gamatoto non cambiano.|＠|														//チュートリアルポップアップ2：ガマトト画面に初遷移時（撤廃のため空ダミー）
Tocca GAMATOTO e|seleziona l'area da esplorare!|＠|									//チュートリアルポップアップ3：ガマトト画面に初遷移時
Funzione Tutti in fila sbloccata!|Organizza i tuoi aiutanti di Gamatoto!|＠|														//チュートリアルポップアップ4：初エリア選択画面時（撤廃のため空ダミー）
＠|＠|＠|														//チュートリアルポップアップ5：初エリア選択画面時（撤廃のため空ダミー）
＠|＠|＠|														//チュートリアルポップアップ6：初エリア選択画面時（撤廃のため空ダミー）
Tocca GAMATOTO per controllare|i risultati della Spedizione!|＠|										//チュートリアルポップアップ7：初帰還画面時
| verrà usato per ridurre |la durata della Spedizione di %d ora/e. OK?|＠|									//探索中　：ネコビタン使用時
Spedizione completata!|GAMATOTO ha ottenuto XP!|＠|＠|													//帰還画面：探検成功時
Un successo strepitoso!|1,5 volte gli XP per GAMATOTO!|＠|＠|													//帰還画面：探検大成功時
GAMATOTO è salito di livello!|Livello %d raggiunto!|＠|										//帰還画面：レベルアップ時
Richiamare la Spedizione di GAMATOTO?|Non riceverai ricompense...|＠|							//探険中　：強制帰還時
Nessun Vitamiao disponibile.|Vuoi acquistare dal negozio?|＠|							//探険中　：ネコビタンが不足時（アイテムショップ誘導）
Oggetto scoperto! || ricevuto.|＠|											//帰還画面：探検ログ中のアイテム獲得時
Durata della Spedizione ridotta di | ora/e!|＠|											//探検中　：ネコビタン使用後
Attiva per ricevere una notifica|quando GAMATOTO ritorna.|(Anche quando la Base è completata!)|＠|								//チュートリアルポップアップ5-1：探険終了通知を押したときのポップアップ
GAMATOTO è finalmente tornato da |.|＠|											//帰還画面：探検ログ終了時の決まりセリフ
È stata scoperta una nuova area!|＠|											//帰還画面：エリア解放
GAMATOTO è salito di livello!|Livello %d raggiunto!|È disponibile un nuovo abito!|＠|							//帰還画面：レベルアップ+ガマトト装備変更時
Questa Spedizione è troppo affollata!|Vuoi mandare qualcuno a casa?|＠|							//探索選択択画面：隊員が上限をオーバーした時
Mando %s a casa.|Confermi?|＠|						//隊員画面：脱退ボタンを押した後
Hai reclutato %s!|＠|												//帰還画面：隊員加入時
(%s)|＠|														//にゃんこ隊員：レア度表示用括弧
Membri:|%d||＠|														//にゃんこ隊員：現在のにゃんこ隊員数
Hai trovato ||%s! (%d → |)|												//結果画面：探検で取得した数、探検前所持個数→探検後所持個数、表示時
Friskat scoperto!|Guarda un video per scavare!|Vuoi iniziare a scavare?|＠|						//基本画面：広告用ネコカンアイコンタップ時
Puoi mandare %s ad aiutare il |Team di Ototo! Che ne dici?|＠|						//隊員画面：脱退画面にて「はい」を押した後
Troppi ingegneri... Questo assistente|verrà ritirato e se ne andrà per sempre.|Confermi?|＠|				//隊員画面：脱退画面にて「はい」を押した後助手定員時
Aiutanti leggendari sbloccati!|Sono ora disponibili aiutanti leggendari.|＠|								//にゃんこ隊員：レジェンド隊員解放
