0,1,0,0,0,0,   //城番号
3600,10,1,1,175,50,680,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
680,1,1,1,1,100,0,0,0,2425
313,4,150,400,500,100,4,9,0,10000
48,12,170,150,200,100,4,9,0,1000
635,1,450,100,120,100,4,9,0,10000
721,6,500,50,100,100,0,3,0,10000,0,0
48,30,800,300,350,100,4,9,0,1000
635,6,1050,180,200,100,4,9,0,10000
721,4,1050,200,300,100,0,3,0,10000,0,0
313,10,1150,50,100,100,4,9,0,10000
313,5,1100,300,400,100,4,9,0,10000
635,3,1200,180,200,100,4,9,0,10000
23,0,13500,13500,13500,100,9,9,0,100

//敵は１ステージ最大１０種類
