0|Debes superar esta fase|primero debes superar|el mapa anterior.|
1|Para acceder a esta fase|primero debes superar|el capítulo 1 de Imperio de los Gatos.|
2|Para acceder a esta fase|primero debes superar|el capítulo 2 de Imperio de los Gatos.|
3|Para acceder a esta fase|primero debes superar|el capítulo 3 de Imperio de los Gatos.|
4|Para acceder a esta fase|primero debes superar|el capítulo 1 de Hacia el Futuro.|
5|Para acceder a esta fase|primero debes superar|el capítulo 2 de Hacia el Futuro.|
6|Para acceder a esta fase|primero debes superar|el capítulo 3 de Hacia el Futuro.|
7|Para acceder a esta fase|primero debes superar|el capítulo 1 de Gatos Galácticos.|
8|Para acceder a esta fase|primero debes superar|el capítulo 2 de Gatos Galácticos.|
9|Para acceder a esta fase|primero debes superar|el capítulo 3 de Gatos Galácticos.|
19|Para acceder a esta fase|primero debes superar|todas las fases de gatos dementes.|
20|Para acceder a esta fase|primero debes superar|todas las fases legendarias.|
21|Para acceder a esta fase|primero deberás superar las cuatro fases de Nuevo Luchador.
25|Para acceder a esta fase|primero debes alcanzar|el rango total 1600.|
26|Debes superar todas las fases de|evento de marzo, abril y mayo|para poder acceder a esta zona.|
27|Debes superar todas las fases de|evento de junio, julio y agosto|para poder acceder a esta zona.|
28|Debes superar todas las fases de|evento de septiembre, octubre y noviembre|para poder acceder a esta zona.|
29|Debes superar todas las fases de|evento de diciembre, enero y febrero|para poder acceder a esta zona.|
63|You must clear each of the|4th, 6th, 9th, and 10th Angel Strikes|maps before attempting this stage.|
64|Debes superar|Ascendente Clionel y Río Estigia|para poder acceder a esta fase.|
65|Debes superar|Coronación de Reina y Difunto Debutante|para poder acceder a esta fase.|
66|Debes superar|Venganza del Rey Guau y Sueño Profundo|para poder acceder a esta fase.|
68|Debes superar Distorsión|Espaciotemporal y Liberación de los Gatos|para poder acceder a esta fase.|
70|Debes superar la fase Monte Aku|de Los reinos de akus|para poder acceder a esta zona.|
71|Debes superar|Difunto Debutante e Impacto Azul|para poder acceder a esta fase.|
72|Debes superar|Coronación de Reina y Sueño Profundo|para poder acceder a esta fase.|
73|Debes superar|Ascendente Clionel y Venganza del Rey Guau|para poder acceder a esta fase.|
108|Para acceder a esta fase,|has de superar todas los mapas|del Bosque Oculto de Gapra.|
109|Para acceder a esta fase,|has de superar todas los mapas|del Desierto de Ashvini.|
110||||
111||||
113|Supera todas las fases de Tribunal|de Tormento y de Primer Recado|para acceder a esta fase.|
114|Supera todas las fases de Gloria de|Guauguau y de Clionel Zombi Ataca|para acceder a esta fase.|
115|Supera todas las fases de|Vieja Reina y de Paraíso de Papuu|para acceder a esta fase.|
120|Supera la fase 5 de|Rumbo a la Unificación parte 1|para enfrentar esta fase.|
122|Supera la fase 1 de|Rumbo a la Unificación parte 1|para enfrentar esta fase.|
100000|Debes superar todas las fases de|Empieza la Leyenda|para poder acceder a esta zona.|
100001|Debes superar todas las fases de|Tierra de Pasión|para poder acceder a esta zona.|
100002|Debes superar todas las fases de|Desierto de Glucosamina|para poder acceder a esta zona.|
100003|Debes superar todas las fases de|Gatos Nadadores|para poder acceder a esta zona.|
100004|Debes superar todas las fases de|Terreno Escabroso|para poder acceder a esta zona.|
100005|Debes superar todas las fases de|Calle del Oeste|para poder acceder a esta zona.|
100006|Debes superar todas las fases de|Mar de Atún|para poder acceder a esta zona.|
100007|Debes superar todas las fases de|Isla de Bambú|para poder acceder a esta zona.|
100008|Debes superar todas las fases de|Cueva Blandita|para poder acceder a esta zona.|
100009|Debes superar todas las fases de|Volcán Volkanos|para poder acceder a esta zona.|
100010|Debes superar todas las fases de|Gatistoria Interminable|para poder acceder a esta zona.|
100011|Debes superar todas las fases de|Castillo de Peces|para poder acceder a esta zona.|
100012|Debes superar todas las fases de|Isla de Sushi|para poder acceder a esta zona.|
100013|Debes superar todas las fases de|El Rascador|para poder acceder a esta zona.|
100014|Debes superar todas las fases de|Partenón|para poder acceder a esta zona.|
100015|Debes superar todas las fases de|Playa con Marea Baja|para poder acceder a esta zona.|
100016|Debes superar todas las fases de|Alcatraz|para poder acceder a esta zona.|
100017|Debes superar todas las fases de|Fuga de Prisión|para poder acceder a esta zona.|
100018|Debes superar todas las fases de|Cárcel de Capone|para poder acceder a esta zona.|
100019|Debes superar todas las fases de|Ruta de la Seda|para poder acceder a esta zona.|
100020|Debes superar todas las fases de|Escalera a la Oscuridad|para poder acceder a esta zona.|
100021|Debes superar todas las fases de|Príncipe de las Sombras|para poder acceder a esta zona.|
100022|Debes superar todas las fases de|Noche sin Salida|para poder acceder a esta zona.|
100023|Debes superar todas las fases de|Batalla Campal|para poder acceder a esta zona.|
100024|Debes superar todas las fases de|Cicatrices de Guerra|para poder acceder a esta zona.|
100025|Debes superar todas las fases de|Contaminación del Mar|para poder acceder a esta zona.|
100026|Debes superar todas las fases de|Cuerpo y Alma|para poder acceder a esta zona.|
100027|Debes superar todas las fases de|Ácido Leve y Ligero|para poder acceder a esta zona.|
100028|Debes superar todas las fases de|Gatos Intrépidos|para poder acceder a esta zona.|
100029|Debes superar todas las fases de|Cosmópolis Sombría|para poder acceder a esta zona.|
100030|Debes superar todas las fases de|Galapagótico|para poder acceder a esta zona.|
100031|Debes superar todas las fases de|Cabo Kombu|para poder acceder a esta zona.|
100032|Debes superar todas las fases de|Eje del Mal|para poder acceder a esta zona.|
100033|Debes superar todas las fases de|Arrabal de los Muertos|para poder acceder a esta zona.|
100034|Debes superar todas las fases de|Islas en Cuarentena|para poder acceder a esta zona.|
100035|Debes superar todas las fases de|Ratonlandia|para poder acceder a esta zona.|
100036|Debes superar todas las fases de|Paseo de la Fama|para poder acceder a esta zona.|
100037|Debes superar todas las fases de|Costa Carterista|para poder acceder a esta zona.|
