0|Alza il livello dei tuoi Gatti|per potenziarli e|sconfiggere facilmente i cattivi!|＠|＠
0|Prova i livelli precedenti per altri XP!|Usa gli XP per potenziare i Gatti!|＠|＠|＠
0|Se non puoi batterli, vai|a caccia di tesori! Visita i livelli a cui|hai già giocato per trovare i tesori|e sbloccare super bonus!|＠
1|Schiera tanti gatti economici per|proteggere le tue unità a distanza!|Usa la testa quando combatti|e la vittoria sarà sempre tua!|＠
2|Quando le cose vanno male, puoi sempre|richiedere l'intervento del Gatto divino!|＠|＠|＠
3|Usa gli oggetti per sbloccare il potenziale|nascosto della tua armata felina!|Ottienili in premio con i livelli|del giorno nei Livelli leggendari!|＠
4|I bonus tesoro felino che attivi|nel Cap. 1 sono ancora efficaci nel Cap. 2!|Se hai dei problemi,|trova i tesori e potenzia i tuoi Gatti!|＠
5|I tesori inferiori ti danno piccoli|bonus... Cerca quelli superiori per|fare sul serio! Usa l'energia extra|per dare la caccia ai tesori migliori!|＠
5|I gatti con attacchi ad area sono efficaci contro|tanti nemici deboli!|Impara a usare i Gatti speciali!|Soprattutto quelli con danni ad area!|＠
6|Potenzia le unità base fino alla loro Forma|Reale per aumentarne la potenza in battaglia.|Ottieni miaobiglietti e potenzia le tue unità|al loro massimo potenziale!|＠
7|I nemici alieni sono incredibilmente forti!|Supera i capitoli dell'Impero dei Gatti|per ottenere XP e tesori che possono|aiutarti a schiacciare l'invasore!|＠
8|I bonus tesoro felino che attivi|nell'Impero dei Gatti sono efficaci anche in|Verso il futuro! Trova tesori superiori|per avere l'effetto completo!|＠
9|Alza il tuo Grado giocatore per avere livelli|più alti a disposizione delle unità Gatto!|Gradi giocatore più alti ti faranno avere|Gatti al loro potenziale definitivo!|＠
10|Tutti assaporano la sconfitta|prima o poi... Riprenditi|trovando tesori! Prova le combo feline|per potenziare la tua armata per la guerra!|＠
11|Tocca il fumetto nella Base felina|per leggere altri utili consigli e|suggerimenti per il gioco!|＠|＠
11|I colpi critici sono super efficaci|contro i nemici metallici!|Consulta la Guida felina e scopri quali unità|hanno un'alta probabilità di colpi critici!|＠
12|Ricorda di potenziare i tuoi Gatti base|insieme a quelli più rari! Mantieni|tutti i tuoi Gatti potenti... non si sa mai|quando qualcuno potrebbe essere utile!|＠
13|Puoi ottenere tanta esperienza|nelle Saghe leggendarie!|Prova ancora i livelli già superati|per aumentare i tuoi XP totali!|＠
